State,District,Year,Quarter,Total_transaction,Transaction_amount
Haryana,karnal district,2019,Q1 (Jan - Mar),589011,1295083691
Haryana,fatehabad district,2019,Q1 (Jan - Mar),241196,525503934
Haryana,palwal district,2019,Q1 (Jan - Mar),719323,1032542809
Haryana,charkhi dadri district,2019,Q1 (Jan - Mar),87835,251032566
Haryana,ambala district,2019,Q1 (Jan - Mar),448912,923757681
Haryana,rewari district,2019,Q1 (Jan - Mar),992599,1395914440
Haryana,panchkula district,2019,Q1 (Jan - Mar),336765,690225761
Haryana,bhiwani district,2019,Q1 (Jan - Mar),365815,911210973
Haryana,sirsa district,2019,Q1 (Jan - Mar),384247,765910302
Haryana,mewat district,2019,Q1 (Jan - Mar),366223,978845773
Haryana,panipat district,2019,Q1 (Jan - Mar),685081,1414874465
Haryana,gurugram district,2019,Q1 (Jan - Mar),8723777,10558099866
Haryana,kaithal district,2019,Q1 (Jan - Mar),286388,720662628
Haryana,kurukshetra district,2019,Q1 (Jan - Mar),368183,771166495
Haryana,jhajjar district,2019,Q1 (Jan - Mar),548076,1042049466
Himachal Pradesh,solan district,2019,Q1 (Jan - Mar),626201,733453989
Himachal Pradesh,sirmaur district,2019,Q1 (Jan - Mar),174812,238804557
Himachal Pradesh,shimla district,2019,Q1 (Jan - Mar),363648,708861957
Himachal Pradesh,bilaspur district,2019,Q1 (Jan - Mar),73141,109483745
Himachal Pradesh,hamirpur district,2019,Q1 (Jan - Mar),126323,189186708
Himachal Pradesh,una district,2019,Q1 (Jan - Mar),151550,232335414
Himachal Pradesh,kangra district,2019,Q1 (Jan - Mar),266655,478900506
Himachal Pradesh,kullu district,2019,Q1 (Jan - Mar),92009,187262819
Himachal Pradesh,mandi district,2019,Q1 (Jan - Mar),167637,287549707
Himachal Pradesh,lahul and spiti district,2019,Q1 (Jan - Mar),897,2325335
Himachal Pradesh,chamba district,2019,Q1 (Jan - Mar),104811,170503559
Himachal Pradesh,kinnaur district,2019,Q1 (Jan - Mar),21034,42813142
Jammu & Kashmir,muzaffarabad district,2019,Q1 (Jan - Mar),309,802634
Jammu & Kashmir,doda district,2019,Q1 (Jan - Mar),19704,52638941
Jammu & Kashmir,samba district,2019,Q1 (Jan - Mar),51437,119636659
Jammu & Kashmir,mirpur district,2019,Q1 (Jan - Mar),4690,17006249
Jammu & Kashmir,srinagar district,2019,Q1 (Jan - Mar),310516,595281412
Jammu & Kashmir,baramulla district,2019,Q1 (Jan - Mar),164873,235373167
Jammu & Kashmir,jammu district,2019,Q1 (Jan - Mar),336553,880021398
Jammu & Kashmir,ganderbal district,2019,Q1 (Jan - Mar),44270,53435135
Jammu & Kashmir,udhampur district,2019,Q1 (Jan - Mar),61146,165236170
Jammu & Kashmir,bandipore district,2019,Q1 (Jan - Mar),41790,57896061
Jammu & Kashmir,reasi district,2019,Q1 (Jan - Mar),27880,66524100
Jammu & Kashmir,shopian district,2019,Q1 (Jan - Mar),18043,29280786
Jammu & Kashmir,poonch district,2019,Q1 (Jan - Mar),1923655,2702486522
Jammu & Kashmir,kathua district,2019,Q1 (Jan - Mar),65843,123437204
Jammu & Kashmir,kishtwar district,2019,Q1 (Jan - Mar),8801,24577316
Jammu & Kashmir,pulwama district,2019,Q1 (Jan - Mar),73558,128624249
Jammu & Kashmir,ramban district,2019,Q1 (Jan - Mar),21258,51349078
Jammu & Kashmir,rajouri district,2019,Q1 (Jan - Mar),45577,133203926
Jammu & Kashmir,kulgam district,2019,Q1 (Jan - Mar),64816,58528128
Jammu & Kashmir,budgam district,2019,Q1 (Jan - Mar),141988,182507224
Jammu & Kashmir,anantnag district,2019,Q1 (Jan - Mar),92467,115882661
Jammu & Kashmir,kupwara district,2019,Q1 (Jan - Mar),65813,158106446
Jharkhand,ramgarh district,2019,Q1 (Jan - Mar),349693,489903880
Jharkhand,ranchi district,2019,Q1 (Jan - Mar),1958897,3112736131
Jharkhand,east singhbhum district,2019,Q1 (Jan - Mar),909285,1244357275
Jharkhand,jamtara district,2019,Q1 (Jan - Mar),92090,106210459
Jharkhand,dumka district,2019,Q1 (Jan - Mar),161100,170044993
Jharkhand,koderma district,2019,Q1 (Jan - Mar),206484,382615731
Jharkhand,hazaribagh district,2019,Q1 (Jan - Mar),658381,1096533636
Jharkhand,simdega district,2019,Q1 (Jan - Mar),21230,49042353
Jharkhand,garhwa district,2019,Q1 (Jan - Mar),189007,622547866
Jharkhand,saraikela kharsawan district,2019,Q1 (Jan - Mar),395831,376316821
Jharkhand,gumla district,2019,Q1 (Jan - Mar),44668,89190224
Jharkhand,chatra district,2019,Q1 (Jan - Mar),139459,349699443
Jharkhand,khunti district,2019,Q1 (Jan - Mar),36962,76762554
Jharkhand,dhanbad district,2019,Q1 (Jan - Mar),1390250,1330543703
Jharkhand,godda district,2019,Q1 (Jan - Mar),193681,262228609
Jharkhand,deoghar district,2019,Q1 (Jan - Mar),204610,311986223
Jharkhand,palamu district,2019,Q1 (Jan - Mar),336935,875063883
Jharkhand,latehar district,2019,Q1 (Jan - Mar),105495,304872788
Jharkhand,west singhbhum district,2019,Q1 (Jan - Mar),132348,203416567
Jharkhand,pakur district,2019,Q1 (Jan - Mar),89881,101085742
Jharkhand,lohardaga district,2019,Q1 (Jan - Mar),44688,101421187
Jharkhand,sahebganj district,2019,Q1 (Jan - Mar),111302,229450483
Jharkhand,giridih district,2019,Q1 (Jan - Mar),540524,695057378
Jharkhand,bokaro district,2019,Q1 (Jan - Mar),1074907,1046148508
Karnataka,mysuru district,2019,Q1 (Jan - Mar),1927906,3156454954
Karnataka,chitradurga district,2019,Q1 (Jan - Mar),414641,810523100
Karnataka,kalaburagi district,2019,Q1 (Jan - Mar),736201,1493727762
Karnataka,ramanagara district,2019,Q1 (Jan - Mar),928541,1444743612
Karnataka,mandya district,2019,Q1 (Jan - Mar),642364,1206557137
Karnataka,kodagu district,2019,Q1 (Jan - Mar),132175,255164153
Karnataka,chikkamagaluru district,2019,Q1 (Jan - Mar),269535,513170969
Karnataka,haveri district,2019,Q1 (Jan - Mar),296805,510705701
Karnataka,ballari district,2019,Q1 (Jan - Mar),1396502,2244647823
Karnataka,belagavi district,2019,Q1 (Jan - Mar),1476221,2143704811
Karnataka,kolar district,2019,Q1 (Jan - Mar),1051914,1634035507
Karnataka,uttara kannada district,2019,Q1 (Jan - Mar),401079,582803226
Karnataka,tumakuru district,2019,Q1 (Jan - Mar),926600,1788430415
Karnataka,yadgir district,2019,Q1 (Jan - Mar),214448,529691468
Karnataka,bengaluru urban district,2019,Q1 (Jan - Mar),65174133,82111161572
Karnataka,chikkaballapura district,2019,Q1 (Jan - Mar),668044,1181327350
Karnataka,davanagere district,2019,Q1 (Jan - Mar),678678,1235312216
Karnataka,bagalkote district,2019,Q1 (Jan - Mar),765236,970277390
Karnataka,vijayapura district,2019,Q1 (Jan - Mar),696701,1265405752
Karnataka,koppal district,2019,Q1 (Jan - Mar),355401,648740849
Karnataka,bidar district,2019,Q1 (Jan - Mar),617247,1239943431
Karnataka,bengaluru rural district,2019,Q1 (Jan - Mar),1707501,2607054374
Karnataka,raichur district,2019,Q1 (Jan - Mar),610473,1244470857
Karnataka,chamarajanagara district,2019,Q1 (Jan - Mar),177125,307486834
Karnataka,dakshina kannada district,2019,Q1 (Jan - Mar),1086942,1721495724
Karnataka,hassan district,2019,Q1 (Jan - Mar),551975,1125284006
Karnataka,dharwad district,2019,Q1 (Jan - Mar),1312093,1848626654
Karnataka,shivamogga district,2019,Q1 (Jan - Mar),551200,993459723
Karnataka,udupi district,2019,Q1 (Jan - Mar),493365,708575940
Karnataka,gadag district,2019,Q1 (Jan - Mar),326563,453398821
Kerala,thiruvananthapuram district,2019,Q1 (Jan - Mar),736407,1242525637
Kerala,kasaragod district,2019,Q1 (Jan - Mar),139502,225830406
Kerala,malappuram district,2019,Q1 (Jan - Mar),695313,892807636
Kerala,pathanamthitta district,2019,Q1 (Jan - Mar),123465,215762682
Kerala,wayanad district,2019,Q1 (Jan - Mar),109869,207649993
Kerala,alappuzha district,2019,Q1 (Jan - Mar),252186,388624847
Kerala,kozhikode district,2019,Q1 (Jan - Mar),705959,1018056389
Kerala,kollam district,2019,Q1 (Jan - Mar),267030,424402104
Kerala,thrissur district,2019,Q1 (Jan - Mar),583045,940781808
Kerala,palakkad district,2019,Q1 (Jan - Mar),390957,618358114
Kerala,kannur district,2019,Q1 (Jan - Mar),309217,493947068
Kerala,kottayam district,2019,Q1 (Jan - Mar),348566,558480707
Kerala,ernakulam district,2019,Q1 (Jan - Mar),1657527,2766048426
Kerala,idukki district,2019,Q1 (Jan - Mar),149996,241755310
Ladakh,kargil district,2019,Q1 (Jan - Mar),9825,34328560
Ladakh,leh ladakh district,2019,Q1 (Jan - Mar),36320,118531360
Lakshadweep,lakshadweep district,2019,Q1 (Jan - Mar),2481,8786130
Madhya Pradesh,morena district,2019,Q1 (Jan - Mar),376798,590340172
Madhya Pradesh,alirajpur district,2019,Q1 (Jan - Mar),31490,57528445
Madhya Pradesh,sehore district,2019,Q1 (Jan - Mar),1598108,1381467050
Madhya Pradesh,rajgarh district,2019,Q1 (Jan - Mar),648061,849387423
Madhya Pradesh,khargone district,2019,Q1 (Jan - Mar),411986,660544853
Madhya Pradesh,satna district,2019,Q1 (Jan - Mar),764362,837796202
Madhya Pradesh,narsinghpur district,2019,Q1 (Jan - Mar),399379,518838319
Madhya Pradesh,jabalpur district,2019,Q1 (Jan - Mar),1489827,2066194878
Madhya Pradesh,hoshangabad district,2019,Q1 (Jan - Mar),553426,797390486
Madhya Pradesh,vidisha district,2019,Q1 (Jan - Mar),563457,611099763
Madhya Pradesh,balaghat district,2019,Q1 (Jan - Mar),554447,630492988
Madhya Pradesh,singrauli district,2019,Q1 (Jan - Mar),771972,909610315
Madhya Pradesh,betul district,2019,Q1 (Jan - Mar),534677,672533278
Madhya Pradesh,sidhi district,2019,Q1 (Jan - Mar),248937,410718619
Madhya Pradesh,datia district,2019,Q1 (Jan - Mar),180925,252504015
Madhya Pradesh,dewas district,2019,Q1 (Jan - Mar),911351,1084348082
Madhya Pradesh,sheopur district,2019,Q1 (Jan - Mar),91429,135311510
Madhya Pradesh,neemuch district,2019,Q1 (Jan - Mar),354202,395660623
Madhya Pradesh,raisen district,2019,Q1 (Jan - Mar),695558,725879807
Madhya Pradesh,mandsaur district,2019,Q1 (Jan - Mar),483684,539074153
Madhya Pradesh,barwani district,2019,Q1 (Jan - Mar),128005,219244169
Madhya Pradesh,katni district,2019,Q1 (Jan - Mar),301180,409719255
Madhya Pradesh,dindori district,2019,Q1 (Jan - Mar),124325,177463422
Madhya Pradesh,shivpuri district,2019,Q1 (Jan - Mar),396289,453501159
Madhya Pradesh,gwalior district,2019,Q1 (Jan - Mar),1342886,2088543078
Madhya Pradesh,anuppur district,2019,Q1 (Jan - Mar),269466,368414431
Madhya Pradesh,agar malwa district,2019,Q1 (Jan - Mar),172327,287964461
Madhya Pradesh,ashoknagar district,2019,Q1 (Jan - Mar),148509,228929290
Madhya Pradesh,sagar district,2019,Q1 (Jan - Mar),925998,1031788235
Madhya Pradesh,niwari district,2019,Q1 (Jan - Mar),71604,94651228
Madhya Pradesh,rewa district,2019,Q1 (Jan - Mar),866533,1138882577
Madhya Pradesh,shajapur district,2019,Q1 (Jan - Mar),424237,496437268
Madhya Pradesh,ujjain district,2019,Q1 (Jan - Mar),940607,1264261226
Madhya Pradesh,bhind district,2019,Q1 (Jan - Mar),359414,478039474
Madhya Pradesh,tikamgarh district,2019,Q1 (Jan - Mar),196901,261488913
Madhya Pradesh,seoni district,2019,Q1 (Jan - Mar),372002,502814827
Madhya Pradesh,harda district,2019,Q1 (Jan - Mar),154078,230304157
Madhya Pradesh,burhanpur district,2019,Q1 (Jan - Mar),112881,179246644
Madhya Pradesh,damoh district,2019,Q1 (Jan - Mar),238517,302505344
Madhya Pradesh,bhopal district,2019,Q1 (Jan - Mar),8252290,9878412374
Madhya Pradesh,jhabua district,2019,Q1 (Jan - Mar),91081,139117371
Madhya Pradesh,dhar district,2019,Q1 (Jan - Mar),976357,1063530759
Madhya Pradesh,guna district,2019,Q1 (Jan - Mar),405000,561823338
Madhya Pradesh,east nimar district,2019,Q1 (Jan - Mar),261800,382404007
Madhya Pradesh,chhindwara district,2019,Q1 (Jan - Mar),712778,883844445
Madhya Pradesh,umaria district,2019,Q1 (Jan - Mar),173141,228656214
Madhya Pradesh,mandla district,2019,Q1 (Jan - Mar),142749,220376060
Madhya Pradesh,indore district,2019,Q1 (Jan - Mar),5731364,8462300131
Madhya Pradesh,shahdol district,2019,Q1 (Jan - Mar),314212,487101458
Madhya Pradesh,ratlam district,2019,Q1 (Jan - Mar),547587,739522679
Madhya Pradesh,panna district,2019,Q1 (Jan - Mar),157047,212311094
Madhya Pradesh,chhatarpur district,2019,Q1 (Jan - Mar),325808,469959429
Maharashtra,jalgaon district,2019,Q1 (Jan - Mar),1166142,1704195097
Maharashtra,latur district,2019,Q1 (Jan - Mar),814951,1277230492
Maharashtra,thane district,2019,Q1 (Jan - Mar),6590587,10262365751
Maharashtra,bhandara district,2019,Q1 (Jan - Mar),328528,426999029
Maharashtra,nandurbar district,2019,Q1 (Jan - Mar),206076,349111023
Maharashtra,chandrapur district,2019,Q1 (Jan - Mar),509133,720273330
Maharashtra,kolhapur district,2019,Q1 (Jan - Mar),1373093,1733326289
Maharashtra,solapur district,2019,Q1 (Jan - Mar),1711532,2915291684
Maharashtra,mumbai district,2019,Q1 (Jan - Mar),8672352,14116666928
Maharashtra,sindhudurg district,2019,Q1 (Jan - Mar),159703,216638644
Maharashtra,dhule district,2019,Q1 (Jan - Mar),481989,778664915
Maharashtra,wardha district,2019,Q1 (Jan - Mar),406198,519500777
Maharashtra,parbhani district,2019,Q1 (Jan - Mar),406124,607842380
Maharashtra,mumbai suburban district,2019,Q1 (Jan - Mar),6743762,10706972932
Maharashtra,hingoli district,2019,Q1 (Jan - Mar),223427,321855147
Maharashtra,ratnagiri district,2019,Q1 (Jan - Mar),258764,398004227
Maharashtra,nanded district,2019,Q1 (Jan - Mar),817852,1239777865
Maharashtra,osmanabad district,2019,Q1 (Jan - Mar),465021,808510690
Maharashtra,nagpur district,2019,Q1 (Jan - Mar),3417783,4445200035
Maharashtra,buldhana district,2019,Q1 (Jan - Mar),749376,1115611509
Maharashtra,nashik district,2019,Q1 (Jan - Mar),2967544,4544409151
Maharashtra,akola district,2019,Q1 (Jan - Mar),401169,573192717
Maharashtra,yavatmal district,2019,Q1 (Jan - Mar),423865,637806093
Maharashtra,aurangabad district,2019,Q1 (Jan - Mar),2792378,3834151759
Maharashtra,amravati district,2019,Q1 (Jan - Mar),891044,1160772454
Maharashtra,washim district,2019,Q1 (Jan - Mar),223071,316764165
Maharashtra,sangli district,2019,Q1 (Jan - Mar),817265,1229806747
Maharashtra,gadchiroli district,2019,Q1 (Jan - Mar),188507,295257579
Maharashtra,raigad district,2019,Q1 (Jan - Mar),1659791,2711861730
Maharashtra,palghar district,2019,Q1 (Jan - Mar),1719894,2564696463
Maharashtra,jalna district,2019,Q1 (Jan - Mar),540378,829777003
Maharashtra,gondia district,2019,Q1 (Jan - Mar),318147,451807951
Maharashtra,ahmednagar district,2019,Q1 (Jan - Mar),1729326,2957722310
Maharashtra,pune district,2019,Q1 (Jan - Mar),23360634,32233517413
Maharashtra,beed district,2019,Q1 (Jan - Mar),559625,961104354
Maharashtra,satara district,2019,Q1 (Jan - Mar),984038,1454004270
Manipur,kangpokpi district,2019,Q1 (Jan - Mar),15937,42225052
Manipur,noney district,2019,Q1 (Jan - Mar),3526,7995454
Manipur,imphal east district,2019,Q1 (Jan - Mar),65076,147611078
Manipur,thoubal district,2019,Q1 (Jan - Mar),24257,47210976
Manipur,kakching district,2019,Q1 (Jan - Mar),6683,13774811
Manipur,jiribam district,2019,Q1 (Jan - Mar),5957,16988787
Manipur,ukhrul district,2019,Q1 (Jan - Mar),6222,16838560
Manipur,tamenglong district,2019,Q1 (Jan - Mar),6373,13975000
Manipur,kamjong district,2019,Q1 (Jan - Mar),994,2575925
Manipur,chandel district,2019,Q1 (Jan - Mar),4711,14267105
Manipur,bishnupur district,2019,Q1 (Jan - Mar),19486,48193281
Manipur,senapati district,2019,Q1 (Jan - Mar),3382,7787710
Manipur,pherzawl district,2019,Q1 (Jan - Mar),189,363380
Manipur,churachandpur district,2019,Q1 (Jan - Mar),16940,53360483
Manipur,tengnoupal district,2019,Q1 (Jan - Mar),6064,21054191
Manipur,imphal west district,2019,Q1 (Jan - Mar),79612,205676258
Meghalaya,north garo hills district,2019,Q1 (Jan - Mar),3816,4016398
Meghalaya,south west khasi hills district,2019,Q1 (Jan - Mar),1267,2118829
Meghalaya,west garo hills district,2019,Q1 (Jan - Mar),30087,58548564
Meghalaya,south garo hills district,2019,Q1 (Jan - Mar),3146,7486873
Meghalaya,east jaintia hills district,2019,Q1 (Jan - Mar),25054,46007520
Meghalaya,south west garo hills district,2019,Q1 (Jan - Mar),3819,4558241
Meghalaya,east khasi hills district,2019,Q1 (Jan - Mar),101662,201352082
Meghalaya,east garo hills district,2019,Q1 (Jan - Mar),3529,6495149
Meghalaya,ribhoi district,2019,Q1 (Jan - Mar),27304,55813436
Meghalaya,west jaintia hills district,2019,Q1 (Jan - Mar),5411,7594602
Meghalaya,west khasi hills district,2019,Q1 (Jan - Mar),3646,5045464
Mizoram,serchhip district,2019,Q1 (Jan - Mar),2964,9972286
Mizoram,aizawl district,2019,Q1 (Jan - Mar),40608,125499167
Mizoram,lunglei district,2019,Q1 (Jan - Mar),8092,24562628
Mizoram,mamit district,2019,Q1 (Jan - Mar),5400,15141345
Mizoram,lawngtlai district,2019,Q1 (Jan - Mar),3749,12077236
Mizoram,kolasib district,2019,Q1 (Jan - Mar),5590,15775791
Mizoram,champhai district,2019,Q1 (Jan - Mar),1865,6683655
Mizoram,saiha district,2019,Q1 (Jan - Mar),2038,8448785
Nagaland,mon district,2019,Q1 (Jan - Mar),9694,32110056
Nagaland,phek district,2019,Q1 (Jan - Mar),5062,12361140
Nagaland,longleng district,2019,Q1 (Jan - Mar),1593,2777167
Nagaland,mokokchung district,2019,Q1 (Jan - Mar),11808,22421067
Nagaland,kiphire district,2019,Q1 (Jan - Mar),2103,4550857
Nagaland,kohima district,2019,Q1 (Jan - Mar),34373,93498426
Nagaland,tuensang district,2019,Q1 (Jan - Mar),5962,15964521
Nagaland,peren district,2019,Q1 (Jan - Mar),2689,6473296
Nagaland,dimapur district,2019,Q1 (Jan - Mar),80741,222202606
Nagaland,zunheboto district,2019,Q1 (Jan - Mar),8860,16471426
Nagaland,wokha district,2019,Q1 (Jan - Mar),5694,13111143
Odisha,rayagada district,2019,Q1 (Jan - Mar),340244,595120420
Odisha,koraput district,2019,Q1 (Jan - Mar),316520,630823035
Odisha,malkangiri district,2019,Q1 (Jan - Mar),70405,160691430
Odisha,sambalpur district,2019,Q1 (Jan - Mar),895013,918259581
Odisha,kalahandi district,2019,Q1 (Jan - Mar),431549,586265031
Odisha,anugul district,2019,Q1 (Jan - Mar),1023176,1083105252
Odisha,ganjam district,2019,Q1 (Jan - Mar),2226839,2660856143
Odisha,jajapur district,2019,Q1 (Jan - Mar),2005354,1597716033
Odisha,bargarh district,2019,Q1 (Jan - Mar),461241,528962055
Odisha,dhenkanal district,2019,Q1 (Jan - Mar),1112474,855542150
Odisha,bhadrak district,2019,Q1 (Jan - Mar),1224209,1137735927
Odisha,nuapada district,2019,Q1 (Jan - Mar),108374,179419439
Odisha,kendujhar district,2019,Q1 (Jan - Mar),1099272,1219690306
Odisha,mayurbhanj district,2019,Q1 (Jan - Mar),839604,818274530
Odisha,jharsuguda district,2019,Q1 (Jan - Mar),564885,714563396
Odisha,kandhamal district,2019,Q1 (Jan - Mar),162039,223691661
Odisha,deogarh district,2019,Q1 (Jan - Mar),115802,116546935
Odisha,sundargarh district,2019,Q1 (Jan - Mar),923180,1246173000
Odisha,jagatsinghapur district,2019,Q1 (Jan - Mar),1002784,836101925
Odisha,balangir district,2019,Q1 (Jan - Mar),508744,735304021
Odisha,baleshwar district,2019,Q1 (Jan - Mar),2052883,1780121522
Odisha,puri district,2019,Q1 (Jan - Mar),1300890,1292024780
Odisha,sonepur district,2019,Q1 (Jan - Mar),280808,316438049
Odisha,khordha district,2019,Q1 (Jan - Mar),9928652,10292381463
Odisha,boudh district,2019,Q1 (Jan - Mar),172499,182312483
Odisha,gajapati district,2019,Q1 (Jan - Mar),167455,244816781
Odisha,nayagarh district,2019,Q1 (Jan - Mar),755115,600356133
Odisha,nabarangpur district,2019,Q1 (Jan - Mar),144603,281842707
Odisha,kendrapara district,2019,Q1 (Jan - Mar),953388,845608921
Odisha,cuttack district,2019,Q1 (Jan - Mar),2843941,2746382808
Puducherry,karaikal district,2019,Q1 (Jan - Mar),47329,97328630
Puducherry,puducherry district,2019,Q1 (Jan - Mar),422723,753546044
Puducherry,yanam district,2019,Q1 (Jan - Mar),24489,44751664
Puducherry,mahe district,2019,Q1 (Jan - Mar),6551,10846685
Punjab,shahid bhagat singh nagar district,2019,Q1 (Jan - Mar),79445,119470786
Punjab,fazilka district,2019,Q1 (Jan - Mar),273038,537572832
Punjab,barnala district,2019,Q1 (Jan - Mar),57783,138982287
Punjab,mansa district,2019,Q1 (Jan - Mar),101738,199555980
Punjab,ludhiana district,2019,Q1 (Jan - Mar),1955827,3406467299
Punjab,sri muktsar sahib district,2019,Q1 (Jan - Mar),118323,247591887
Punjab,patiala district,2019,Q1 (Jan - Mar),440799,957447018
Punjab,pathankot district,2019,Q1 (Jan - Mar),155221,397808784
Punjab,fatehgarh sahib district,2019,Q1 (Jan - Mar),111014,183861710
Punjab,rupnagar district,2019,Q1 (Jan - Mar),118161,228939443
Punjab,tarn taran district,2019,Q1 (Jan - Mar),75154,216842790
Punjab,sas nagar district,2019,Q1 (Jan - Mar),1284091,2129328199
Punjab,sangrur district,2019,Q1 (Jan - Mar),366386,472831751
Punjab,jalandhar district,2019,Q1 (Jan - Mar),463733,969367415
Punjab,bathinda district,2019,Q1 (Jan - Mar),323075,712296730
Punjab,kapurthala district,2019,Q1 (Jan - Mar),262162,366249498
Punjab,firozepur district,2019,Q1 (Jan - Mar),144747,336231172
Punjab,gurdaspur district,2019,Q1 (Jan - Mar),121130,294899537
Punjab,amritsar district,2019,Q1 (Jan - Mar),404192,922712816
Punjab,faridkot district,2019,Q1 (Jan - Mar),84034,194474367
Punjab,hoshiarpur district,2019,Q1 (Jan - Mar),159087,333307889
Punjab,moga district,2019,Q1 (Jan - Mar),72997,208249802
Rajasthan,pali district,2019,Q1 (Jan - Mar),458129,813017709
Rajasthan,ganganagar district,2019,Q1 (Jan - Mar),820390,1483030347
Rajasthan,churu district,2019,Q1 (Jan - Mar),573196,891262149
Rajasthan,jaipur district,2019,Q1 (Jan - Mar),19178441,25043540802
Rajasthan,baran district,2019,Q1 (Jan - Mar),401945,386281315
Rajasthan,bhilwara district,2019,Q1 (Jan - Mar),1615975,2126329687
Rajasthan,banswara district,2019,Q1 (Jan - Mar),128168,252141282
Rajasthan,dungarpur district,2019,Q1 (Jan - Mar),97368,181711642
Rajasthan,tonk district,2019,Q1 (Jan - Mar),918261,911288432
Rajasthan,jodhpur district,2019,Q1 (Jan - Mar),1535328,2762592744
Rajasthan,karauli district,2019,Q1 (Jan - Mar),536247,640605077
Rajasthan,udaipur district,2019,Q1 (Jan - Mar),998792,1584751474
Rajasthan,dausa district,2019,Q1 (Jan - Mar),1370483,1416280224
Rajasthan,nagaur district,2019,Q1 (Jan - Mar),863586,1464335915
Rajasthan,bharatpur district,2019,Q1 (Jan - Mar),757764,1170616317
Rajasthan,barmer district,2019,Q1 (Jan - Mar),566001,1166351999
Rajasthan,ajmer district,2019,Q1 (Jan - Mar),1030802,1810602285
Rajasthan,chittorgarh district,2019,Q1 (Jan - Mar),695076,929874618
Rajasthan,hanumangarh district,2019,Q1 (Jan - Mar),656471,1014404082
Rajasthan,pratapgarh district,2019,Q1 (Jan - Mar),109425,193048992
Rajasthan,sawai madhopur district,2019,Q1 (Jan - Mar),916728,872514914
Rajasthan,jalore district,2019,Q1 (Jan - Mar),253294,465905604
Rajasthan,bikaner district,2019,Q1 (Jan - Mar),718960,1317130557
Rajasthan,sikar district,2019,Q1 (Jan - Mar),1310064,2164835681
Rajasthan,dholpur district,2019,Q1 (Jan - Mar),227953,369840318
Rajasthan,sirohi district,2019,Q1 (Jan - Mar),249948,388223692
Rajasthan,rajsamand district,2019,Q1 (Jan - Mar),246874,479694936
Rajasthan,jaisalmer district,2019,Q1 (Jan - Mar),222169,450360216
Rajasthan,bundi district,2019,Q1 (Jan - Mar),433877,395522468
Rajasthan,jhalawar district,2019,Q1 (Jan - Mar),540106,671919666
Rajasthan,alwar district,2019,Q1 (Jan - Mar),2791195,3949132714
Rajasthan,kota district,2019,Q1 (Jan - Mar),1748396,1712973062
Rajasthan,jhunjhunu district,2019,Q1 (Jan - Mar),984628,1661037639
Sikkim,south district,2019,Q1 (Jan - Mar),47506,76869333
Sikkim,west district,2019,Q1 (Jan - Mar),21489,46329216
Sikkim,east district,2019,Q1 (Jan - Mar),155482,291845617
Sikkim,north district,2019,Q1 (Jan - Mar),15810,42949466
Tamil Nadu,tiruchirappalli district,2019,Q1 (Jan - Mar),739515,1460934059
Tamil Nadu,ramanathapuram district,2019,Q1 (Jan - Mar),117510,261212990
Tamil Nadu,krishnagiri district,2019,Q1 (Jan - Mar),848874,1549327562
Tamil Nadu,cuddalore district,2019,Q1 (Jan - Mar),371882,699951874
Tamil Nadu,kancheepuram district,2019,Q1 (Jan - Mar),1732340,2735468905
Tamil Nadu,tiruppur district,2019,Q1 (Jan - Mar),1078231,2186722074
Tamil Nadu,dharmapuri district,2019,Q1 (Jan - Mar),331500,668652808
Tamil Nadu,thoothukkudi district,2019,Q1 (Jan - Mar),180015,359895560
Tamil Nadu,thanjavur district,2019,Q1 (Jan - Mar),405498,669639245
Tamil Nadu,madurai district,2019,Q1 (Jan - Mar),662080,1386372054
Tamil Nadu,tiruvannamalai district,2019,Q1 (Jan - Mar),335517,587600686
Tamil Nadu,salem district,2019,Q1 (Jan - Mar),949562,1916555034
Tamil Nadu,nagapattinam district,2019,Q1 (Jan - Mar),124400,244377942
Tamil Nadu,tirupathur district,2019,Q1 (Jan - Mar),202883,385038982
Tamil Nadu,ariyalur district,2019,Q1 (Jan - Mar),73816,152352863
Tamil Nadu,chennai district,2019,Q1 (Jan - Mar),11642449,18810971714
Tamil Nadu,the nilgiris district,2019,Q1 (Jan - Mar),158492,309832942
Tamil Nadu,erode district,2019,Q1 (Jan - Mar),530256,1057858607
Tamil Nadu,karur district,2019,Q1 (Jan - Mar),185137,377068327
Tamil Nadu,kallakkurichi district,2019,Q1 (Jan - Mar),156496,337609667
Tamil Nadu,viluppuram district,2019,Q1 (Jan - Mar),286859,514030368
Tamil Nadu,pudukkottai district,2019,Q1 (Jan - Mar),184227,348619009
Tamil Nadu,perambalur district,2019,Q1 (Jan - Mar),67010,140622320
Tamil Nadu,coimbatore district,2019,Q1 (Jan - Mar),2709665,5072064993
Tamil Nadu,virudhunagar district,2019,Q1 (Jan - Mar),222473,434593501
Tamil Nadu,dindigul district,2019,Q1 (Jan - Mar),296645,653290732
Tamil Nadu,sivaganga district,2019,Q1 (Jan - Mar),159965,364945762
Tamil Nadu,tenkasi district,2019,Q1 (Jan - Mar),126012,235423158
Tamil Nadu,chengalpattu district,2019,Q1 (Jan - Mar),3285713,4918695631
Tamil Nadu,kanniyakumari district,2019,Q1 (Jan - Mar),181053,403789101
Tamil Nadu,tirunelveli district,2019,Q1 (Jan - Mar),206676,446437662
