State,Year,Quarter,Transaction_type,Total_transaction,Transaction_amount
Karnataka,2019,Q3 (Jul - Sep),Financial Services,189716,57194690
Karnataka,2019,Q3 (Jul - Sep),Others,1494923,732228821
Kerala,2019,Q3 (Jul - Sep),Peer-to-peer payments,4181954,14433990011
Kerala,2019,Q3 (Jul - Sep),Recharge & bill payments,3431236,1051007778
Kerala,2019,Q3 (Jul - Sep),Merchant payments,1497029,879510566
Kerala,2019,Q3 (Jul - Sep),Financial Services,96130,8910528
Kerala,2019,Q3 (Jul - Sep),Others,79747,56390837
Ladakh,2019,Q3 (Jul - Sep),Peer-to-peer payments,43198,303596367
Ladakh,2019,Q3 (Jul - Sep),Recharge & bill payments,41491,18054746
Ladakh,2019,Q3 (Jul - Sep),Merchant payments,6963,8096082
Ladakh,2019,Q3 (Jul - Sep),Financial Services,48,148633
Ladakh,2019,Q3 (Jul - Sep),Others,696,1233697
Lakshadweep,2019,Q3 (Jul - Sep),Recharge & bill payments,1528,503049
Lakshadweep,2019,Q3 (Jul - Sep),Peer-to-peer payments,1455,8923273
Lakshadweep,2019,Q3 (Jul - Sep),Merchant payments,111,215159
Lakshadweep,2019,Q3 (Jul - Sep),Others,10,10278
Madhya Pradesh,2019,Q3 (Jul - Sep),Peer-to-peer payments,22631038,67648107703
Madhya Pradesh,2019,Q3 (Jul - Sep),Merchant payments,17163551,5147459307
Madhya Pradesh,2019,Q3 (Jul - Sep),Recharge & bill payments,13156616,4576521609
Madhya Pradesh,2019,Q3 (Jul - Sep),Financial Services,192821,25654168
Madhya Pradesh,2019,Q3 (Jul - Sep),Others,466385,278578703
Maharashtra,2019,Q3 (Jul - Sep),Peer-to-peer payments,57991699,165731686168
Maharashtra,2019,Q3 (Jul - Sep),Merchant payments,54683738,17545729507
Maharashtra,2019,Q3 (Jul - Sep),Recharge & bill payments,34309301,15471698543
Maharashtra,2019,Q3 (Jul - Sep),Financial Services,231467,54108447
Maharashtra,2019,Q3 (Jul - Sep),Others,1519376,814284077
Manipur,2019,Q3 (Jul - Sep),Recharge & bill payments,180057,36634657
Manipur,2019,Q3 (Jul - Sep),Peer-to-peer payments,144965,803335616
Manipur,2019,Q3 (Jul - Sep),Merchant payments,17683,20490224
Manipur,2019,Q3 (Jul - Sep),Financial Services,358,367865
Manipur,2019,Q3 (Jul - Sep),Others,1945,2723638
Meghalaya,2019,Q3 (Jul - Sep),Recharge & bill payments,155949,38916251
Meghalaya,2019,Q3 (Jul - Sep),Peer-to-peer payments,116168,546221812
Meghalaya,2019,Q3 (Jul - Sep),Merchant payments,31201,23461321
Meghalaya,2019,Q3 (Jul - Sep),Financial Services,421,584192
Meghalaya,2019,Q3 (Jul - Sep),Others,2811,3035023
Mizoram,2019,Q3 (Jul - Sep),Recharge & bill payments,49073,12966806
Mizoram,2019,Q3 (Jul - Sep),Peer-to-peer payments,42645,257538220
Mizoram,2019,Q3 (Jul - Sep),Merchant payments,5560,7397529
Mizoram,2019,Q3 (Jul - Sep),Financial Services,94,72985
Mizoram,2019,Q3 (Jul - Sep),Others,722,818358
Nagaland,2019,Q3 (Jul - Sep),Recharge & bill payments,145812,33293527
Nagaland,2019,Q3 (Jul - Sep),Peer-to-peer payments,100736,601803135
Nagaland,2019,Q3 (Jul - Sep),Merchant payments,13031,13381591
Nagaland,2019,Q3 (Jul - Sep),Financial Services,210,229319
Nagaland,2019,Q3 (Jul - Sep),Others,2089,2248897
Odisha,2019,Q3 (Jul - Sep),Peer-to-peer payments,18490877,51447586885
Odisha,2019,Q3 (Jul - Sep),Merchant payments,13984738,3895753253
Odisha,2019,Q3 (Jul - Sep),Recharge & bill payments,8565917,1806123698
Odisha,2019,Q3 (Jul - Sep),Financial Services,195034,31079934
Odisha,2019,Q3 (Jul - Sep),Others,185706,124033587
Puducherry,2019,Q3 (Jul - Sep),Peer-to-peer payments,394866,1316118199
Puducherry,2019,Q3 (Jul - Sep),Recharge & bill payments,158483,57003044
Puducherry,2019,Q3 (Jul - Sep),Merchant payments,156137,82601335
Puducherry,2019,Q3 (Jul - Sep),Financial Services,1090,528680
Puducherry,2019,Q3 (Jul - Sep),Others,6250,4457097
Punjab,2019,Q3 (Jul - Sep),Peer-to-peer payments,4726946,19146726286
Punjab,2019,Q3 (Jul - Sep),Recharge & bill payments,3455594,2481094964
Punjab,2019,Q3 (Jul - Sep),Merchant payments,2374014,1183743251
Punjab,2019,Q3 (Jul - Sep),Financial Services,32359,7912219
Punjab,2019,Q3 (Jul - Sep),Others,117899,86338883
Rajasthan,2019,Q3 (Jul - Sep),Peer-to-peer payments,29885618,97443950786
Rajasthan,2019,Q3 (Jul - Sep),Merchant payments,19646612,6705923742
Rajasthan,2019,Q3 (Jul - Sep),Recharge & bill payments,16970783,7872719571
Rajasthan,2019,Q3 (Jul - Sep),Financial Services,217029,37899900
Rajasthan,2019,Q3 (Jul - Sep),Others,583575,407796030
Sikkim,2019,Q3 (Jul - Sep),Peer-to-peer payments,203052,794235862
Sikkim,2019,Q3 (Jul - Sep),Merchant payments,188753,52337322
Sikkim,2019,Q3 (Jul - Sep),Recharge & bill payments,156125,33922224
Sikkim,2019,Q3 (Jul - Sep),Financial Services,288,548142
Sikkim,2019,Q3 (Jul - Sep),Others,4218,3672895
Tamil Nadu,2019,Q3 (Jul - Sep),Peer-to-peer payments,21277636,70615331408
Tamil Nadu,2019,Q3 (Jul - Sep),Merchant payments,10344027,4079315732
Tamil Nadu,2019,Q3 (Jul - Sep),Recharge & bill payments,9246678,3964144354
Tamil Nadu,2019,Q3 (Jul - Sep),Financial Services,88261,27213741
Tamil Nadu,2019,Q3 (Jul - Sep),Others,453581,273599406
Telangana,2019,Q3 (Jul - Sep),Peer-to-peer payments,59981113,180342868388
Telangana,2019,Q3 (Jul - Sep),Merchant payments,44035953,14308557740
Telangana,2019,Q3 (Jul - Sep),Recharge & bill payments,16437222,6793699069
Telangana,2019,Q3 (Jul - Sep),Financial Services,183163,39617186
Telangana,2019,Q3 (Jul - Sep),Others,857925,445278745
Tripura,2019,Q3 (Jul - Sep),Recharge & bill payments,339539,81845425
Tripura,2019,Q3 (Jul - Sep),Peer-to-peer payments,270163,884623553
Tripura,2019,Q3 (Jul - Sep),Merchant payments,68399,44802063
Tripura,2019,Q3 (Jul - Sep),Financial Services,27970,582020
Tripura,2019,Q3 (Jul - Sep),Others,5646,5524358
Uttar Pradesh,2019,Q3 (Jul - Sep),Peer-to-peer payments,26990786,95134023863
Uttar Pradesh,2019,Q3 (Jul - Sep),Recharge & bill payments,20359672,8000160942
Uttar Pradesh,2019,Q3 (Jul - Sep),Merchant payments,19625935,7399443975
Uttar Pradesh,2019,Q3 (Jul - Sep),Financial Services,258548,51363215
Uttar Pradesh,2019,Q3 (Jul - Sep),Others,1389018,683145478
Uttarakhand,2019,Q3 (Jul - Sep),Peer-to-peer payments,2313544,8512622076
Uttarakhand,2019,Q3 (Jul - Sep),Recharge & bill payments,2201606,683772296
Uttarakhand,2019,Q3 (Jul - Sep),Merchant payments,1121052,480794827
Uttarakhand,2019,Q3 (Jul - Sep),Financial Services,12119,4570326
Uttarakhand,2019,Q3 (Jul - Sep),Others,62155,47272543
West Bengal,2019,Q3 (Jul - Sep),Merchant payments,30804036,8273187167
West Bengal,2019,Q3 (Jul - Sep),Peer-to-peer payments,21522913,57058405341
West Bengal,2019,Q3 (Jul - Sep),Recharge & bill payments,13011501,4832486821
West Bengal,2019,Q3 (Jul - Sep),Financial Services,558653,57054414
West Bengal,2019,Q3 (Jul - Sep),Others,547726,319398871
Andaman & Nicobar,2019,Q4 (Oct - Dec),Peer-to-peer payments,18128,121493224
Andaman & Nicobar,2019,Q4 (Oct - Dec),Recharge & bill payments,13851,9538690
Andaman & Nicobar,2019,Q4 (Oct - Dec),Merchant payments,2920,5247500
Andaman & Nicobar,2019,Q4 (Oct - Dec),Financial Services,60,295937
Andaman & Nicobar,2019,Q4 (Oct - Dec),Others,200,263177
Andhra Pradesh,2019,Q4 (Oct - Dec),Peer-to-peer payments,57181511,178893550050
Andhra Pradesh,2019,Q4 (Oct - Dec),Merchant payments,25122370,13476303367
Andhra Pradesh,2019,Q4 (Oct - Dec),Recharge & bill payments,24469888,8335168605
Andhra Pradesh,2019,Q4 (Oct - Dec),Financial Services,105662,26796571
Andhra Pradesh,2019,Q4 (Oct - Dec),Others,338672,216496893
Arunachal Pradesh,2019,Q4 (Oct - Dec),Recharge & bill payments,259183,63516906
Arunachal Pradesh,2019,Q4 (Oct - Dec),Peer-to-peer payments,177833,1100137447
Arunachal Pradesh,2019,Q4 (Oct - Dec),Merchant payments,19769,23192271
Arunachal Pradesh,2019,Q4 (Oct - Dec),Financial Services,314,305379
Arunachal Pradesh,2019,Q4 (Oct - Dec),Others,2376,3421174
Assam,2019,Q4 (Oct - Dec),Peer-to-peer payments,3222143,14083346879
Assam,2019,Q4 (Oct - Dec),Recharge & bill payments,2937800,704118873
Assam,2019,Q4 (Oct - Dec),Merchant payments,544053,456318130
Assam,2019,Q4 (Oct - Dec),Financial Services,9621,3492255
Assam,2019,Q4 (Oct - Dec),Others,46893,34707757
Bihar,2019,Q4 (Oct - Dec),Peer-to-peer payments,26337842,86340631422
Bihar,2019,Q4 (Oct - Dec),Recharge & bill payments,11358597,2649616529
Bihar,2019,Q4 (Oct - Dec),Merchant payments,5519582,4177574379
Bihar,2019,Q4 (Oct - Dec),Financial Services,100192,18815964
Bihar,2019,Q4 (Oct - Dec),Others,214101,126788281
Chandigarh,2019,Q4 (Oct - Dec),Peer-to-peer payments,927850,3586763928
Chandigarh,2019,Q4 (Oct - Dec),Merchant payments,561630,318692521
Chandigarh,2019,Q4 (Oct - Dec),Recharge & bill payments,338203,237695594
Chandigarh,2019,Q4 (Oct - Dec),Financial Services,1911,654298
Chandigarh,2019,Q4 (Oct - Dec),Others,21321,8707473
Chhattisgarh,2019,Q4 (Oct - Dec),Peer-to-peer payments,7241974,24112075521
Chhattisgarh,2019,Q4 (Oct - Dec),Recharge & bill payments,5112337,1257371454
Chhattisgarh,2019,Q4 (Oct - Dec),Merchant payments,3852716,1720930747
Chhattisgarh,2019,Q4 (Oct - Dec),Financial Services,14974,4665759
Chhattisgarh,2019,Q4 (Oct - Dec),Others,83757,48745253
Dadra and Nagar Haveli and Daman and Diu,2019,Q4 (Oct - Dec),Recharge & bill payments,351819,125809568
Dadra and Nagar Haveli and Daman and Diu,2019,Q4 (Oct - Dec),Peer-to-peer payments,324464,1051976410
Dadra and Nagar Haveli and Daman and Diu,2019,Q4 (Oct - Dec),Merchant payments,86758,45361559
Dadra and Nagar Haveli and Daman and Diu,2019,Q4 (Oct - Dec),Financial Services,1019,267762
Dadra and Nagar Haveli and Daman and Diu,2019,Q4 (Oct - Dec),Others,4911,3225961
Delhi,2019,Q4 (Oct - Dec),Peer-to-peer payments,33040093,105858524152
Delhi,2019,Q4 (Oct - Dec),Merchant payments,32537378,12864577363
Delhi,2019,Q4 (Oct - Dec),Recharge & bill payments,11609898,9500486080
Delhi,2019,Q4 (Oct - Dec),Financial Services,57063,21512527
Delhi,2019,Q4 (Oct - Dec),Others,3500565,779367300
Goa,2019,Q4 (Oct - Dec),Peer-to-peer payments,698728,2484453030
Goa,2019,Q4 (Oct - Dec),Recharge & bill payments,552421,205602115
Goa,2019,Q4 (Oct - Dec),Merchant payments,250893,218404664
Goa,2019,Q4 (Oct - Dec),Financial Services,1497,649712
Goa,2019,Q4 (Oct - Dec),Others,11733,14350825
Gujarat,2019,Q4 (Oct - Dec),Peer-to-peer payments,19107911,64477452638
Gujarat,2019,Q4 (Oct - Dec),Recharge & bill payments,12967713,6517891166
Gujarat,2019,Q4 (Oct - Dec),Merchant payments,9964076,5480269119
Gujarat,2019,Q4 (Oct - Dec),Financial Services,63498,20202767
Gujarat,2019,Q4 (Oct - Dec),Others,444434,194846362
Haryana,2019,Q4 (Oct - Dec),Peer-to-peer payments,15729819,58242027266
Haryana,2019,Q4 (Oct - Dec),Merchant payments,11615667,5253780278
Haryana,2019,Q4 (Oct - Dec),Recharge & bill payments,9648003,5637358525
Haryana,2019,Q4 (Oct - Dec),Financial Services,41688,13756049
Haryana,2019,Q4 (Oct - Dec),Others,790808,212797749
Himachal Pradesh,2019,Q4 (Oct - Dec),Peer-to-peer payments,1579582,6533855301
Himachal Pradesh,2019,Q4 (Oct - Dec),Recharge & bill payments,1442940,402619114
Himachal Pradesh,2019,Q4 (Oct - Dec),Merchant payments,467309,314965060
Himachal Pradesh,2019,Q4 (Oct - Dec),Financial Services,4576,1769641
Himachal Pradesh,2019,Q4 (Oct - Dec),Others,22239,17954418
Jammu & Kashmir,2019,Q4 (Oct - Dec),Peer-to-peer payments,310620,1799955855
Jammu & Kashmir,2019,Q4 (Oct - Dec),Merchant payments,91303,77859073
Jammu & Kashmir,2019,Q4 (Oct - Dec),Recharge & bill payments,84803,49065907
Jammu & Kashmir,2019,Q4 (Oct - Dec),Financial Services,197,213741
Jammu & Kashmir,2019,Q4 (Oct - Dec),Others,3005,2601419
Jharkhand,2019,Q4 (Oct - Dec),Peer-to-peer payments,10301226,25360155657
Jharkhand,2019,Q4 (Oct - Dec),Recharge & bill payments,4390094,966539484
Jharkhand,2019,Q4 (Oct - Dec),Merchant payments,3359590,1725990595
Jharkhand,2019,Q4 (Oct - Dec),Financial Services,104630,45850806
Jharkhand,2019,Q4 (Oct - Dec),Others,93078,49211833
Karnataka,2019,Q4 (Oct - Dec),Merchant payments,114044901,31602890835
Karnataka,2019,Q4 (Oct - Dec),Peer-to-peer payments,93311589,250562864352
Karnataka,2019,Q4 (Oct - Dec),Recharge & bill payments,28862161,12183568521
Karnataka,2019,Q4 (Oct - Dec),Financial Services,101937,51145982
Karnataka,2019,Q4 (Oct - Dec),Others,1475664,646673755
Kerala,2019,Q4 (Oct - Dec),Peer-to-peer payments,5859068,18537483865
Kerala,2019,Q4 (Oct - Dec),Recharge & bill payments,4097032,1287955351
Kerala,2019,Q4 (Oct - Dec),Merchant payments,2418428,1268704040
Kerala,2019,Q4 (Oct - Dec),Financial Services,50728,10816332
Kerala,2019,Q4 (Oct - Dec),Others,73381,46367047
Ladakh,2019,Q4 (Oct - Dec),Peer-to-peer payments,42095,298044908
Ladakh,2019,Q4 (Oct - Dec),Recharge & bill payments,35467,16510212
Ladakh,2019,Q4 (Oct - Dec),Merchant payments,6522,8717893
Ladakh,2019,Q4 (Oct - Dec),Financial Services,46,162760
Ladakh,2019,Q4 (Oct - Dec),Others,576,1253584
Lakshadweep,2019,Q4 (Oct - Dec),Recharge & bill payments,1801,618155
Lakshadweep,2019,Q4 (Oct - Dec),Peer-to-peer payments,1753,10383413
Lakshadweep,2019,Q4 (Oct - Dec),Merchant payments,188,211413
Lakshadweep,2019,Q4 (Oct - Dec),Financial Services,2,34
Lakshadweep,2019,Q4 (Oct - Dec),Others,21,56896
Madhya Pradesh,2019,Q4 (Oct - Dec),Peer-to-peer payments,32083162,92064471161
Madhya Pradesh,2019,Q4 (Oct - Dec),Merchant payments,19447707,7304157801
Madhya Pradesh,2019,Q4 (Oct - Dec),Recharge & bill payments,16081734,5104821720
Madhya Pradesh,2019,Q4 (Oct - Dec),Financial Services,127116,24020060
Madhya Pradesh,2019,Q4 (Oct - Dec),Others,392270,190456045
Maharashtra,2019,Q4 (Oct - Dec),Merchant payments,80127804,27209874138
Maharashtra,2019,Q4 (Oct - Dec),Peer-to-peer payments,78795871,227268054757
Maharashtra,2019,Q4 (Oct - Dec),Recharge & bill payments,40705998,17794666215
Maharashtra,2019,Q4 (Oct - Dec),Financial Services,129755,49622863
Maharashtra,2019,Q4 (Oct - Dec),Others,1501192,672210824
Manipur,2019,Q4 (Oct - Dec),Recharge & bill payments,212136,44202546
Manipur,2019,Q4 (Oct - Dec),Peer-to-peer payments,211927,1123258478
Manipur,2019,Q4 (Oct - Dec),Merchant payments,23094,30486780
Manipur,2019,Q4 (Oct - Dec),Financial Services,548,240641
Manipur,2019,Q4 (Oct - Dec),Others,1639,2709234
Meghalaya,2019,Q4 (Oct - Dec),Recharge & bill payments,175084,43611775
Meghalaya,2019,Q4 (Oct - Dec),Peer-to-peer payments,163734,670870023
Meghalaya,2019,Q4 (Oct - Dec),Merchant payments,24430,25344714
Meghalaya,2019,Q4 (Oct - Dec),Financial Services,382,124511
Meghalaya,2019,Q4 (Oct - Dec),Others,2351,2485447
Mizoram,2019,Q4 (Oct - Dec),Recharge & bill payments,60511,16857122
Mizoram,2019,Q4 (Oct - Dec),Peer-to-peer payments,57109,341664291
Mizoram,2019,Q4 (Oct - Dec),Merchant payments,6939,9451111
Mizoram,2019,Q4 (Oct - Dec),Financial Services,100,20966
Mizoram,2019,Q4 (Oct - Dec),Others,580,695859
Nagaland,2019,Q4 (Oct - Dec),Recharge & bill payments,172761,39720745
Nagaland,2019,Q4 (Oct - Dec),Peer-to-peer payments,128674,777298578
Nagaland,2019,Q4 (Oct - Dec),Merchant payments,13578,15460907
Nagaland,2019,Q4 (Oct - Dec),Financial Services,499,283291
Nagaland,2019,Q4 (Oct - Dec),Others,1658,1773615
Odisha,2019,Q4 (Oct - Dec),Peer-to-peer payments,43284477,72966050937
Odisha,2019,Q4 (Oct - Dec),Recharge & bill payments,10629461,2290841668
Odisha,2019,Q4 (Oct - Dec),Merchant payments,10601703,4395710870
Odisha,2019,Q4 (Oct - Dec),Financial Services,323887,38782542
Odisha,2019,Q4 (Oct - Dec),Others,156105,77987614
Puducherry,2019,Q4 (Oct - Dec),Peer-to-peer payments,559670,1725523873
Puducherry,2019,Q4 (Oct - Dec),Merchant payments,249621,128039884
Puducherry,2019,Q4 (Oct - Dec),Recharge & bill payments,195707,74383571
Puducherry,2019,Q4 (Oct - Dec),Financial Services,1481,391196
Puducherry,2019,Q4 (Oct - Dec),Others,6176,3689792
Punjab,2019,Q4 (Oct - Dec),Peer-to-peer payments,6386367,25564144629
Punjab,2019,Q4 (Oct - Dec),Recharge & bill payments,4068332,2622222199
Punjab,2019,Q4 (Oct - Dec),Merchant payments,3122413,1741259163
Punjab,2019,Q4 (Oct - Dec),Financial Services,22956,6382345
Punjab,2019,Q4 (Oct - Dec),Others,98557,55793908
Rajasthan,2019,Q4 (Oct - Dec),Peer-to-peer payments,43354317,140449134717
Rajasthan,2019,Q4 (Oct - Dec),Recharge & bill payments,20604852,9028860435
Rajasthan,2019,Q4 (Oct - Dec),Merchant payments,20544791,9721826538
Rajasthan,2019,Q4 (Oct - Dec),Financial Services,101805,25014672
Rajasthan,2019,Q4 (Oct - Dec),Others,468477,227573686
Sikkim,2019,Q4 (Oct - Dec),Peer-to-peer payments,508471,1086457147
Sikkim,2019,Q4 (Oct - Dec),Recharge & bill payments,181287,42705664
Sikkim,2019,Q4 (Oct - Dec),Merchant payments,73992,43954548
Sikkim,2019,Q4 (Oct - Dec),Financial Services,373,494076
Sikkim,2019,Q4 (Oct - Dec),Others,2947,2898164
Tamil Nadu,2019,Q4 (Oct - Dec),Peer-to-peer payments,28814008,91858026341
Tamil Nadu,2019,Q4 (Oct - Dec),Merchant payments,16153034,6420193204
Tamil Nadu,2019,Q4 (Oct - Dec),Recharge & bill payments,11157765,4681454397
Tamil Nadu,2019,Q4 (Oct - Dec),Financial Services,60624,24332240
Tamil Nadu,2019,Q4 (Oct - Dec),Others,410980,206859328
Telangana,2019,Q4 (Oct - Dec),Peer-to-peer payments,82587060,249346680995
Telangana,2019,Q4 (Oct - Dec),Merchant payments,59347809,21510626607
Telangana,2019,Q4 (Oct - Dec),Recharge & bill payments,20797056,9561315124
Telangana,2019,Q4 (Oct - Dec),Financial Services,137291,33453857
Telangana,2019,Q4 (Oct - Dec),Others,703042,294688962
Tripura,2019,Q4 (Oct - Dec),Recharge & bill payments,373779,88001651
Tripura,2019,Q4 (Oct - Dec),Peer-to-peer payments,359076,1071507585
Tripura,2019,Q4 (Oct - Dec),Merchant payments,62458,51274033
Tripura,2019,Q4 (Oct - Dec),Financial Services,2239,377097
Tripura,2019,Q4 (Oct - Dec),Others,4272,4239791
Uttar Pradesh,2019,Q4 (Oct - Dec),Peer-to-peer payments,40540310,126564888408
Uttar Pradesh,2019,Q4 (Oct - Dec),Recharge & bill payments,24299776,9082140369
Uttar Pradesh,2019,Q4 (Oct - Dec),Merchant payments,20582052,9412924984
Uttar Pradesh,2019,Q4 (Oct - Dec),Financial Services,242936,45686806
Uttar Pradesh,2019,Q4 (Oct - Dec),Others,1239931,433285937
Uttarakhand,2019,Q4 (Oct - Dec),Peer-to-peer payments,3210116,11020339546
Uttarakhand,2019,Q4 (Oct - Dec),Recharge & bill payments,2547173,817728111
Uttarakhand,2019,Q4 (Oct - Dec),Merchant payments,1542944,701746516
Uttarakhand,2019,Q4 (Oct - Dec),Financial Services,11585,3555524
Uttarakhand,2019,Q4 (Oct - Dec),Others,50298,30336605
West Bengal,2019,Q4 (Oct - Dec),Peer-to-peer payments,67037576,76593333397
West Bengal,2019,Q4 (Oct - Dec),Recharge & bill payments,14511711,4859794689
West Bengal,2019,Q4 (Oct - Dec),Merchant payments,14187744,6477138700
West Bengal,2019,Q4 (Oct - Dec),Financial Services,653648,77047243
West Bengal,2019,Q4 (Oct - Dec),Others,415159,196296222
Andaman & Nicobar,2020,Q1 (Jan - Mar),Peer-to-peer payments,18324,142332401
Andaman & Nicobar,2020,Q1 (Jan - Mar),Recharge & bill payments,18268,10850414
Andaman & Nicobar,2020,Q1 (Jan - Mar),Merchant payments,4424,7752871
Andaman & Nicobar,2020,Q1 (Jan - Mar),Financial Services,66,208231
Andaman & Nicobar,2020,Q1 (Jan - Mar),Others,216,332393
Andhra Pradesh,2020,Q1 (Jan - Mar),Peer-to-peer payments,65452143,223088554055
Andhra Pradesh,2020,Q1 (Jan - Mar),Merchant payments,31408022,18603161784
Andhra Pradesh,2020,Q1 (Jan - Mar),Recharge & bill payments,30449644,10813530777
Andhra Pradesh,2020,Q1 (Jan - Mar),Financial Services,75238,43739133
Andhra Pradesh,2020,Q1 (Jan - Mar),Others,292310,188228538
Arunachal Pradesh,2020,Q1 (Jan - Mar),Recharge & bill payments,329834,86011654
Arunachal Pradesh,2020,Q1 (Jan - Mar),Peer-to-peer payments,203429,1263912288
Arunachal Pradesh,2020,Q1 (Jan - Mar),Merchant payments,31181,28553052
Arunachal Pradesh,2020,Q1 (Jan - Mar),Financial Services,470,337812
Arunachal Pradesh,2020,Q1 (Jan - Mar),Others,2261,2943873
Assam,2020,Q1 (Jan - Mar),Peer-to-peer payments,4058740,18977446151
Assam,2020,Q1 (Jan - Mar),Recharge & bill payments,3897975,971722606
Assam,2020,Q1 (Jan - Mar),Merchant payments,792646,675423852
Assam,2020,Q1 (Jan - Mar),Financial Services,10173,7054325
Assam,2020,Q1 (Jan - Mar),Others,49326,36781411
Bihar,2020,Q1 (Jan - Mar),Peer-to-peer payments,23163922,99873688132
Bihar,2020,Q1 (Jan - Mar),Recharge & bill payments,13837430,3680590624
Bihar,2020,Q1 (Jan - Mar),Merchant payments,7822567,5562692116
Bihar,2020,Q1 (Jan - Mar),Financial Services,57233,23954789
Bihar,2020,Q1 (Jan - Mar),Others,200663,115927863
Chandigarh,2020,Q1 (Jan - Mar),Peer-to-peer payments,1087401,4421372542
Chandigarh,2020,Q1 (Jan - Mar),Merchant payments,764832,438193845
Chandigarh,2020,Q1 (Jan - Mar),Recharge & bill payments,389851,257250007
