State,District,Year,Quarter,Register,App_opened
Andaman & Nicobar,north and middle andaman district,2018,Q1 (Jan - Mar),632,0
Andaman & Nicobar,south andaman district,2018,Q1 (Jan - Mar),5846,0
Andaman & Nicobar,nicobars district,2018,Q1 (Jan - Mar),262,0
Andhra Pradesh,east godavari district,2018,Q1 (Jan - Mar),350356,0
Andhra Pradesh,srikakulam district,2018,Q1 (Jan - Mar),143839,0
Andhra Pradesh,visakhapatnam district,2018,Q1 (Jan - Mar),497187,0
Andhra Pradesh,prakasam district,2018,Q1 (Jan - Mar),189949,0
Andhra Pradesh,anantapur district,2018,Q1 (Jan - Mar),241192,0
Andhra Pradesh,kurnool district,2018,Q1 (Jan - Mar),240133,0
Andhra Pradesh,guntur district,2018,Q1 (Jan - Mar),317065,0
Andhra Pradesh,krishna district,2018,Q1 (Jan - Mar),323673,0
Andhra Pradesh,spsr nellore district,2018,Q1 (Jan - Mar),194475,0
Andhra Pradesh,vizianagaram district,2018,Q1 (Jan - Mar),128905,0
Andhra Pradesh,ysr district,2018,Q1 (Jan - Mar),186800,0
Andhra Pradesh,west godavari district,2018,Q1 (Jan - Mar),213335,0
Andhra Pradesh,chittoor district,2018,Q1 (Jan - Mar),309541,0
Arunachal Pradesh,lower subansiri district,2018,Q1 (Jan - Mar),498,0
Arunachal Pradesh,tirap district,2018,Q1 (Jan - Mar),557,0
Arunachal Pradesh,papum pare district,2018,Q1 (Jan - Mar),7649,0
Arunachal Pradesh,anjaw district,2018,Q1 (Jan - Mar),278,0
Arunachal Pradesh,lower siang district,2018,Q1 (Jan - Mar),270,0
Arunachal Pradesh,dibang valley district,2018,Q1 (Jan - Mar),66,0
Arunachal Pradesh,west kameng district,2018,Q1 (Jan - Mar),2202,0
Arunachal Pradesh,shi yomi district,2018,Q1 (Jan - Mar),49,0
Arunachal Pradesh,east kameng district,2018,Q1 (Jan - Mar),222,0
Arunachal Pradesh,lohit district,2018,Q1 (Jan - Mar),1207,0
Arunachal Pradesh,lepa rada district,2018,Q1 (Jan - Mar),210,0
Arunachal Pradesh,lower dibang valley district,2018,Q1 (Jan - Mar),601,0
Arunachal Pradesh,longding district,2018,Q1 (Jan - Mar),256,0
Arunachal Pradesh,west siang district,2018,Q1 (Jan - Mar),846,0
Arunachal Pradesh,kamle district,2018,Q1 (Jan - Mar),22,0
Arunachal Pradesh,upper siang district,2018,Q1 (Jan - Mar),301,0
Arunachal Pradesh,kurung kumey district,2018,Q1 (Jan - Mar),97,0
Arunachal Pradesh,siang district,2018,Q1 (Jan - Mar),192,0
Arunachal Pradesh,kra daadi district,2018,Q1 (Jan - Mar),88,0
Arunachal Pradesh,changlang district,2018,Q1 (Jan - Mar),1208,0
Arunachal Pradesh,pakke kessang district,2018,Q1 (Jan - Mar),39,0
Arunachal Pradesh,east siang district,2018,Q1 (Jan - Mar),1803,0
Arunachal Pradesh,upper subansiri district,2018,Q1 (Jan - Mar),572,0
Arunachal Pradesh,tawang district,2018,Q1 (Jan - Mar),1525,0
Arunachal Pradesh,namsai district,2018,Q1 (Jan - Mar),737,0
Assam,tinsukia district,2018,Q1 (Jan - Mar),15998,0
Assam,lakhimpur district,2018,Q1 (Jan - Mar),8143,0
Assam,kamrup district,2018,Q1 (Jan - Mar),15241,0
Assam,kokrajhar district,2018,Q1 (Jan - Mar),6566,0
Assam,karbi anglong district,2018,Q1 (Jan - Mar),5694,0
Assam,sivasagar district,2018,Q1 (Jan - Mar),8292,0
Assam,dibrugarh district,2018,Q1 (Jan - Mar),21182,0
Assam,south salmara mancachar district,2018,Q1 (Jan - Mar),2420,0
Assam,nagaon district,2018,Q1 (Jan - Mar),19619,0
Assam,dhubri district,2018,Q1 (Jan - Mar),11421,0
Assam,golaghat district,2018,Q1 (Jan - Mar),10102,0
Assam,udalguri district,2018,Q1 (Jan - Mar),4768,0
Assam,majuli district,2018,Q1 (Jan - Mar),1274,0
Assam,sonitpur district,2018,Q1 (Jan - Mar),18986,0
Assam,hojai district,2018,Q1 (Jan - Mar),7571,0
Assam,marigaon district,2018,Q1 (Jan - Mar),7193,0
Assam,chirang district,2018,Q1 (Jan - Mar),3487,0
Assam,cachar district,2018,Q1 (Jan - Mar),19567,0
Assam,nalbari district,2018,Q1 (Jan - Mar),6874,0
Assam,west karbi anglong district,2018,Q1 (Jan - Mar),835,0
Assam,dhemaji district,2018,Q1 (Jan - Mar),6623,0
Assam,karimganj district,2018,Q1 (Jan - Mar),7367,0
Assam,bongaigaon district,2018,Q1 (Jan - Mar),9724,0
Assam,dima hasao district,2018,Q1 (Jan - Mar),2245,0
Assam,baksa district,2018,Q1 (Jan - Mar),6082,0
Assam,charaideo district,2018,Q1 (Jan - Mar),4366,0
Assam,darrang district,2018,Q1 (Jan - Mar),8050,0
Assam,kamrup metropolitan district,2018,Q1 (Jan - Mar),87336,0
Assam,hailakandi district,2018,Q1 (Jan - Mar),5700,0
Assam,barpeta district,2018,Q1 (Jan - Mar),20485,0
Assam,goalpara district,2018,Q1 (Jan - Mar),10420,0
Assam,biswanath district,2018,Q1 (Jan - Mar),5164,0
Assam,jorhat district,2018,Q1 (Jan - Mar),16442,0
Bihar,madhepura district,2018,Q1 (Jan - Mar),26881,0
Bihar,purnia district,2018,Q1 (Jan - Mar),51858,0
Bihar,nalanda district,2018,Q1 (Jan - Mar),75201,0
Bihar,buxar district,2018,Q1 (Jan - Mar),27689,0
Bihar,darbhanga district,2018,Q1 (Jan - Mar),74414,0
Bihar,nawada district,2018,Q1 (Jan - Mar),32228,0
Bihar,jamui district,2018,Q1 (Jan - Mar),23266,0
Bihar,sheikhpura district,2018,Q1 (Jan - Mar),10567,0
Bihar,siwan district,2018,Q1 (Jan - Mar),52000,0
Bihar,muzaffarpur district,2018,Q1 (Jan - Mar),125298,0
Bihar,patna district,2018,Q1 (Jan - Mar),425009,0
Bihar,jehanabad district,2018,Q1 (Jan - Mar),20394,0
Bihar,rohtas district,2018,Q1 (Jan - Mar),64983,0
Bihar,begusarai district,2018,Q1 (Jan - Mar),57409,0
Bihar,supaul district,2018,Q1 (Jan - Mar),29348,0
Bihar,sitamarhi district,2018,Q1 (Jan - Mar),47288,0
Bihar,saran district,2018,Q1 (Jan - Mar),63245,0
Bihar,arwal district,2018,Q1 (Jan - Mar),11087,0
Bihar,vaishali district,2018,Q1 (Jan - Mar),67921,0
Bihar,pashchim champaran district,2018,Q1 (Jan - Mar),67656,0
Bihar,gopalganj district,2018,Q1 (Jan - Mar),41306,0
Bihar,lakhisarai district,2018,Q1 (Jan - Mar),18119,0
Bihar,aurangabad district,2018,Q1 (Jan - Mar),42349,0
Bihar,kaimur bhabua district,2018,Q1 (Jan - Mar),22464,0
Bihar,araria district,2018,Q1 (Jan - Mar),30576,0
Bihar,munger district,2018,Q1 (Jan - Mar),32219,0
Bihar,katihar district,2018,Q1 (Jan - Mar),44233,0
Bihar,khagaria district,2018,Q1 (Jan - Mar),25026,0
Bihar,saharsa district,2018,Q1 (Jan - Mar),32380,0
Bihar,bhagalpur district,2018,Q1 (Jan - Mar),76063,0
Bihar,madhubani district,2018,Q1 (Jan - Mar),66664,0
Bihar,kishanganj district,2018,Q1 (Jan - Mar),16507,0
Bihar,gaya district,2018,Q1 (Jan - Mar),91015,0
Bihar,samastipur district,2018,Q1 (Jan - Mar),76068,0
Bihar,banka district,2018,Q1 (Jan - Mar),19504,0
Bihar,purbi champaran district,2018,Q1 (Jan - Mar),87561,0
Bihar,sheohar district,2018,Q1 (Jan - Mar),7645,0
Bihar,bhojpur district,2018,Q1 (Jan - Mar),50363,0
Chandigarh,chandigarh district,2018,Q1 (Jan - Mar),86268,0
Chhattisgarh,dhamtari district,2018,Q1 (Jan - Mar),15571,0
Chhattisgarh,korba district,2018,Q1 (Jan - Mar),39075,0
Chhattisgarh,surajpur district,2018,Q1 (Jan - Mar),12279,0
Chhattisgarh,baloda bazar district,2018,Q1 (Jan - Mar),21747,0
Chhattisgarh,sukma district,2018,Q1 (Jan - Mar),3205,0
Chhattisgarh,raigarh district,2018,Q1 (Jan - Mar),51628,0
Chhattisgarh,janjgir champa district,2018,Q1 (Jan - Mar),42297,0
Chhattisgarh,jashpur district,2018,Q1 (Jan - Mar),12420,0
Chhattisgarh,balod district,2018,Q1 (Jan - Mar),13500,0
Chhattisgarh,kabirdham district,2018,Q1 (Jan - Mar),10892,0
Chhattisgarh,surguja district,2018,Q1 (Jan - Mar),22001,0
Chhattisgarh,dantewada district,2018,Q1 (Jan - Mar),4894,0
Chhattisgarh,gariyaband district,2018,Q1 (Jan - Mar),8679,0
Chhattisgarh,durg district,2018,Q1 (Jan - Mar),91516,0
Chhattisgarh,rajnandgaon district,2018,Q1 (Jan - Mar),26295,0
Chhattisgarh,raipur district,2018,Q1 (Jan - Mar),135308,0
Chhattisgarh,narayanpur district,2018,Q1 (Jan - Mar),1768,0
Chhattisgarh,kanker district,2018,Q1 (Jan - Mar),10256,0
Chhattisgarh,korea district,2018,Q1 (Jan - Mar),15517,0
Chhattisgarh,mungeli district,2018,Q1 (Jan - Mar),7387,0
Chhattisgarh,bilaspur district,2018,Q1 (Jan - Mar),68704,0
Chhattisgarh,balrampur district,2018,Q1 (Jan - Mar),9313,0
Chhattisgarh,bijapur district,2018,Q1 (Jan - Mar),3606,0
Chhattisgarh,bemetara district,2018,Q1 (Jan - Mar),12283,0
Chhattisgarh,bastar district,2018,Q1 (Jan - Mar),13889,0
Chhattisgarh,kondagaon district,2018,Q1 (Jan - Mar),5625,0
Chhattisgarh,mahasamund district,2018,Q1 (Jan - Mar),19608,0
Dadra and Nagar Haveli and Daman and Diu,diu district,2018,Q1 (Jan - Mar),2553,0
Dadra and Nagar Haveli and Daman and Diu,daman district,2018,Q1 (Jan - Mar),18677,0
Dadra and Nagar Haveli and Daman and Diu,dadra and nagar haveli district,2018,Q1 (Jan - Mar),32028,0
Delhi,south district,2018,Q1 (Jan - Mar),156706,0
Delhi,central district,2018,Q1 (Jan - Mar),202723,0
Delhi,new delhi district,2018,Q1 (Jan - Mar),212008,0
Delhi,west district,2018,Q1 (Jan - Mar),308558,0
Delhi,south west district,2018,Q1 (Jan - Mar),179197,0
Delhi,south east delhi district,2018,Q1 (Jan - Mar),251213,0
Delhi,shahdara district,2018,Q1 (Jan - Mar),114549,0
Delhi,north east district,2018,Q1 (Jan - Mar),95472,0
Delhi,east district,2018,Q1 (Jan - Mar),169295,0
Delhi,north west district,2018,Q1 (Jan - Mar),223679,0
Delhi,north district,2018,Q1 (Jan - Mar),173622,0
Goa,north goa district,2018,Q1 (Jan - Mar),57769,0
Goa,south goa district,2018,Q1 (Jan - Mar),34167,0
Gujarat,anand district,2018,Q1 (Jan - Mar),68052,0
Gujarat,jamnagar district,2018,Q1 (Jan - Mar),52416,0
Gujarat,devbhumi dwarka district,2018,Q1 (Jan - Mar),15809,0
Gujarat,rajkot district,2018,Q1 (Jan - Mar),133017,0
Gujarat,aravallis district,2018,Q1 (Jan - Mar),21932,0
Gujarat,chhotaudepur district,2018,Q1 (Jan - Mar),6581,0
Gujarat,botad district,2018,Q1 (Jan - Mar),23738,0
Gujarat,bharuch district,2018,Q1 (Jan - Mar),101575,0
Gujarat,bhavnagar district,2018,Q1 (Jan - Mar),87683,0
Gujarat,junagadh district,2018,Q1 (Jan - Mar),35171,0
Gujarat,mahesana district,2018,Q1 (Jan - Mar),97004,0
Gujarat,the dangs district,2018,Q1 (Jan - Mar),2285,0
Gujarat,kheda district,2018,Q1 (Jan - Mar),43776,0
Gujarat,surat district,2018,Q1 (Jan - Mar),489852,0
Gujarat,porbandar district,2018,Q1 (Jan - Mar),12401,0
Gujarat,gandhinagar district,2018,Q1 (Jan - Mar),118201,0
Gujarat,panch mahals district,2018,Q1 (Jan - Mar),32263,0
Gujarat,narmada district,2018,Q1 (Jan - Mar),6464,0
Gujarat,gir somnath district,2018,Q1 (Jan - Mar),28292,0
Gujarat,valsad district,2018,Q1 (Jan - Mar),80138,0
Gujarat,mahisagar district,2018,Q1 (Jan - Mar),11048,0
Gujarat,sabar kantha district,2018,Q1 (Jan - Mar),45018,0
Gujarat,tapi district,2018,Q1 (Jan - Mar),14231,0
Gujarat,vadodara district,2018,Q1 (Jan - Mar),205722,0
Gujarat,banas kantha district,2018,Q1 (Jan - Mar),93506,0
Gujarat,amreli district,2018,Q1 (Jan - Mar),31443,0
Gujarat,ahmadabad district,2018,Q1 (Jan - Mar),572811,0
Gujarat,dohad district,2018,Q1 (Jan - Mar),16212,0
Gujarat,navsari district,2018,Q1 (Jan - Mar),35437,0
Gujarat,patan district,2018,Q1 (Jan - Mar),41580,0
Gujarat,kachchh district,2018,Q1 (Jan - Mar),97838,0
Gujarat,surendranagar district,2018,Q1 (Jan - Mar),38223,0
Gujarat,morbi district,2018,Q1 (Jan - Mar),30329,0
Haryana,yamunanagar district,2018,Q1 (Jan - Mar),46198,0
Haryana,sonipat district,2018,Q1 (Jan - Mar),79638,0
Haryana,jind district,2018,Q1 (Jan - Mar),51815,0
Haryana,rohtak district,2018,Q1 (Jan - Mar),62452,0
Haryana,faridabad district,2018,Q1 (Jan - Mar),231504,0
Haryana,mahendragarh district,2018,Q1 (Jan - Mar),45460,0
Haryana,hisar district,2018,Q1 (Jan - Mar),113872,0
Haryana,karnal district,2018,Q1 (Jan - Mar),73612,0
Haryana,fatehabad district,2018,Q1 (Jan - Mar),48955,0
Haryana,palwal district,2018,Q1 (Jan - Mar),48774,0
Haryana,charkhi dadri district,2018,Q1 (Jan - Mar),14712,0
Haryana,ambala district,2018,Q1 (Jan - Mar),54127,0
Haryana,rewari district,2018,Q1 (Jan - Mar),85350,0
Haryana,panchkula district,2018,Q1 (Jan - Mar),41867,0
Haryana,bhiwani district,2018,Q1 (Jan - Mar),57585,0
Haryana,sirsa district,2018,Q1 (Jan - Mar),70800,0
Haryana,mewat district,2018,Q1 (Jan - Mar),29541,0
Haryana,panipat district,2018,Q1 (Jan - Mar),74739,0
Haryana,gurugram district,2018,Q1 (Jan - Mar),474081,0
Haryana,kaithal district,2018,Q1 (Jan - Mar),41222,0
Haryana,kurukshetra district,2018,Q1 (Jan - Mar),47932,0
Haryana,jhajjar district,2018,Q1 (Jan - Mar),53121,0
Himachal Pradesh,solan district,2018,Q1 (Jan - Mar),50035,0
Himachal Pradesh,sirmaur district,2018,Q1 (Jan - Mar),15880,0
Himachal Pradesh,shimla district,2018,Q1 (Jan - Mar),28214,0
Himachal Pradesh,bilaspur district,2018,Q1 (Jan - Mar),11975,0
Himachal Pradesh,hamirpur district,2018,Q1 (Jan - Mar),15614,0
Himachal Pradesh,una district,2018,Q1 (Jan - Mar),13234,0
Himachal Pradesh,kangra district,2018,Q1 (Jan - Mar),39016,0
Himachal Pradesh,kullu district,2018,Q1 (Jan - Mar),15318,0
Himachal Pradesh,mandi district,2018,Q1 (Jan - Mar),26238,0
Himachal Pradesh,lahul and spiti district,2018,Q1 (Jan - Mar),487,0
Himachal Pradesh,chamba district,2018,Q1 (Jan - Mar),8678,0
Himachal Pradesh,kinnaur district,2018,Q1 (Jan - Mar),2684,0
Jammu & Kashmir,muzaffarabad district,2018,Q1 (Jan - Mar),41,0
Jammu & Kashmir,doda district,2018,Q1 (Jan - Mar),2648,0
Jammu & Kashmir,samba district,2018,Q1 (Jan - Mar),6534,0
Jammu & Kashmir,mirpur district,2018,Q1 (Jan - Mar),544,0
Jammu & Kashmir,srinagar district,2018,Q1 (Jan - Mar),18233,0
Jammu & Kashmir,baramulla district,2018,Q1 (Jan - Mar),16299,0
Jammu & Kashmir,jammu district,2018,Q1 (Jan - Mar),45294,0
Jammu & Kashmir,ganderbal district,2018,Q1 (Jan - Mar),4117,0
Jammu & Kashmir,udhampur district,2018,Q1 (Jan - Mar),8457,0
Jammu & Kashmir,bandipore district,2018,Q1 (Jan - Mar),4609,0
Jammu & Kashmir,reasi district,2018,Q1 (Jan - Mar),3583,0
Jammu & Kashmir,shopian district,2018,Q1 (Jan - Mar),2537,0
Jammu & Kashmir,poonch district,2018,Q1 (Jan - Mar),2539,0
Jammu & Kashmir,kathua district,2018,Q1 (Jan - Mar),8039,0
Jammu & Kashmir,kishtwar district,2018,Q1 (Jan - Mar),1298,0
Jammu & Kashmir,pulwama district,2018,Q1 (Jan - Mar),8441,0
Jammu & Kashmir,ramban district,2018,Q1 (Jan - Mar),1876,0
Jammu & Kashmir,rajouri district,2018,Q1 (Jan - Mar),5232,0
Jammu & Kashmir,kulgam district,2018,Q1 (Jan - Mar),5700,0
Jammu & Kashmir,budgam district,2018,Q1 (Jan - Mar),11594,0
Jammu & Kashmir,anantnag district,2018,Q1 (Jan - Mar),11556,0
Jammu & Kashmir,kupwara district,2018,Q1 (Jan - Mar),7254,0
Jharkhand,ramgarh district,2018,Q1 (Jan - Mar),37875,0
Jharkhand,ranchi district,2018,Q1 (Jan - Mar),159444,0
Jharkhand,east singhbhum district,2018,Q1 (Jan - Mar),103016,0
Jharkhand,jamtara district,2018,Q1 (Jan - Mar),10659,0
Jharkhand,dumka district,2018,Q1 (Jan - Mar),16027,0
Jharkhand,koderma district,2018,Q1 (Jan - Mar),21423,0
Jharkhand,hazaribagh district,2018,Q1 (Jan - Mar),56421,0
Jharkhand,simdega district,2018,Q1 (Jan - Mar),2983,0
Jharkhand,garhwa district,2018,Q1 (Jan - Mar),14981,0
Jharkhand,saraikela kharsawan district,2018,Q1 (Jan - Mar),31177,0
Jharkhand,gumla district,2018,Q1 (Jan - Mar),6616,0
Jharkhand,chatra district,2018,Q1 (Jan - Mar),11805,0
Jharkhand,khunti district,2018,Q1 (Jan - Mar),4037,0
Jharkhand,dhanbad district,2018,Q1 (Jan - Mar),130195,0
Jharkhand,godda district,2018,Q1 (Jan - Mar),16608,0
Jharkhand,deoghar district,2018,Q1 (Jan - Mar),35229,0
Jharkhand,palamu district,2018,Q1 (Jan - Mar),31788,0
Jharkhand,latehar district,2018,Q1 (Jan - Mar),7580,0
Jharkhand,west singhbhum district,2018,Q1 (Jan - Mar),15529,0
Jharkhand,pakur district,2018,Q1 (Jan - Mar),6846,0
Jharkhand,lohardaga district,2018,Q1 (Jan - Mar),5431,0
Jharkhand,sahebganj district,2018,Q1 (Jan - Mar),12479,0
Jharkhand,giridih district,2018,Q1 (Jan - Mar),45940,0
Jharkhand,bokaro district,2018,Q1 (Jan - Mar),101673,0
Karnataka,mysuru district,2018,Q1 (Jan - Mar),150799,0
Karnataka,chitradurga district,2018,Q1 (Jan - Mar),41656,0
Karnataka,kalaburagi district,2018,Q1 (Jan - Mar),81933,0
Karnataka,ramanagara district,2018,Q1 (Jan - Mar),47100,0
Karnataka,mandya district,2018,Q1 (Jan - Mar),50951,0
Karnataka,kodagu district,2018,Q1 (Jan - Mar),14783,0
Karnataka,chikkamagaluru district,2018,Q1 (Jan - Mar),32240,0
Karnataka,haveri district,2018,Q1 (Jan - Mar),33262,0
Karnataka,ballari district,2018,Q1 (Jan - Mar),103566,0
Karnataka,belagavi district,2018,Q1 (Jan - Mar),140320,0
Karnataka,kolar district,2018,Q1 (Jan - Mar),60498,0
Karnataka,uttara kannada district,2018,Q1 (Jan - Mar),48635,0
Karnataka,tumakuru district,2018,Q1 (Jan - Mar),82955,0
Karnataka,yadgir district,2018,Q1 (Jan - Mar),21121,0
Karnataka,bengaluru urban district,2018,Q1 (Jan - Mar),1922368,0
Karnataka,chikkaballapura district,2018,Q1 (Jan - Mar),43074,0
Karnataka,davanagere district,2018,Q1 (Jan - Mar),68178,0
Karnataka,bagalkote district,2018,Q1 (Jan - Mar),63460,0
Karnataka,vijayapura district,2018,Q1 (Jan - Mar),68814,0
Karnataka,koppal district,2018,Q1 (Jan - Mar),34963,0
Karnataka,bidar district,2018,Q1 (Jan - Mar),58446,0
Karnataka,bengaluru rural district,2018,Q1 (Jan - Mar),87955,0
Karnataka,raichur district,2018,Q1 (Jan - Mar),58544,0
Karnataka,chamarajanagara district,2018,Q1 (Jan - Mar),17398,0
Karnataka,dakshina kannada district,2018,Q1 (Jan - Mar),87491,0
Karnataka,hassan district,2018,Q1 (Jan - Mar),51642,0
Karnataka,dharwad district,2018,Q1 (Jan - Mar),106877,0
Karnataka,shivamogga district,2018,Q1 (Jan - Mar),60797,0
Karnataka,udupi district,2018,Q1 (Jan - Mar),49362,0
Karnataka,gadag district,2018,Q1 (Jan - Mar),28575,0
Kerala,thiruvananthapuram district,2018,Q1 (Jan - Mar),81846,0
Kerala,kasaragod district,2018,Q1 (Jan - Mar),20008,0
Kerala,malappuram district,2018,Q1 (Jan - Mar),86063,0
Kerala,pathanamthitta district,2018,Q1 (Jan - Mar),18890,0
Kerala,wayanad district,2018,Q1 (Jan - Mar),16239,0
Kerala,alappuzha district,2018,Q1 (Jan - Mar),39275,0
Kerala,kozhikode district,2018,Q1 (Jan - Mar),83422,0
Kerala,kollam district,2018,Q1 (Jan - Mar),41946,0
Kerala,thrissur district,2018,Q1 (Jan - Mar),67247,0
Kerala,palakkad district,2018,Q1 (Jan - Mar),51507,0
Kerala,kannur district,2018,Q1 (Jan - Mar),54093,0
Kerala,kottayam district,2018,Q1 (Jan - Mar),43142,0
Kerala,ernakulam district,2018,Q1 (Jan - Mar),159188,0
Kerala,idukki district,2018,Q1 (Jan - Mar),21318,0
Ladakh,kargil district,2018,Q1 (Jan - Mar),1529,0
Ladakh,leh ladakh district,2018,Q1 (Jan - Mar),7255,0
Lakshadweep,lakshadweep district,2018,Q1 (Jan - Mar),501,0
Madhya Pradesh,morena district,2018,Q1 (Jan - Mar),42153,0
Madhya Pradesh,alirajpur district,2018,Q1 (Jan - Mar),3746,0
Madhya Pradesh,sehore district,2018,Q1 (Jan - Mar),61158,0
Madhya Pradesh,rajgarh district,2018,Q1 (Jan - Mar),39336,0
Madhya Pradesh,khargone district,2018,Q1 (Jan - Mar),40995,0
Madhya Pradesh,satna district,2018,Q1 (Jan - Mar),59252,0
Madhya Pradesh,narsinghpur district,2018,Q1 (Jan - Mar),38027,0
Madhya Pradesh,jabalpur district,2018,Q1 (Jan - Mar),115953,0
Madhya Pradesh,hoshangabad district,2018,Q1 (Jan - Mar),50658,0
Madhya Pradesh,vidisha district,2018,Q1 (Jan - Mar),43378,0
Madhya Pradesh,balaghat district,2018,Q1 (Jan - Mar),38064,0
Madhya Pradesh,singrauli district,2018,Q1 (Jan - Mar),45254,0
Madhya Pradesh,betul district,2018,Q1 (Jan - Mar),49045,0
Madhya Pradesh,sidhi district,2018,Q1 (Jan - Mar),20030,0
Madhya Pradesh,datia district,2018,Q1 (Jan - Mar),16322,0
Madhya Pradesh,dewas district,2018,Q1 (Jan - Mar),62902,0
Madhya Pradesh,sheopur district,2018,Q1 (Jan - Mar),9808,0
Madhya Pradesh,neemuch district,2018,Q1 (Jan - Mar),27995,0
Madhya Pradesh,raisen district,2018,Q1 (Jan - Mar),47344,0
Madhya Pradesh,mandsaur district,2018,Q1 (Jan - Mar),42041,0
Madhya Pradesh,barwani district,2018,Q1 (Jan - Mar),15811,0
Madhya Pradesh,katni district,2018,Q1 (Jan - Mar),28098,0
Madhya Pradesh,dindori district,2018,Q1 (Jan - Mar),6114,0
Madhya Pradesh,shivpuri district,2018,Q1 (Jan - Mar),25449,0
Madhya Pradesh,gwalior district,2018,Q1 (Jan - Mar),142453,0
Madhya Pradesh,anuppur district,2018,Q1 (Jan - Mar),18656,0
Madhya Pradesh,agar malwa district,2018,Q1 (Jan - Mar),12058,0
Madhya Pradesh,ashoknagar district,2018,Q1 (Jan - Mar),16495,0
Madhya Pradesh,sagar district,2018,Q1 (Jan - Mar),72857,0
Madhya Pradesh,niwari district,2018,Q1 (Jan - Mar),6771,0
Madhya Pradesh,rewa district,2018,Q1 (Jan - Mar),73336,0
Madhya Pradesh,shajapur district,2018,Q1 (Jan - Mar),29995,0
Madhya Pradesh,ujjain district,2018,Q1 (Jan - Mar),84441,0
Madhya Pradesh,bhind district,2018,Q1 (Jan - Mar),34085,0
Madhya Pradesh,tikamgarh district,2018,Q1 (Jan - Mar),15917,0
Madhya Pradesh,seoni district,2018,Q1 (Jan - Mar),29095,0
Madhya Pradesh,harda district,2018,Q1 (Jan - Mar),18120,0
Madhya Pradesh,burhanpur district,2018,Q1 (Jan - Mar),16077,0
Madhya Pradesh,damoh district,2018,Q1 (Jan - Mar),24961,0
Madhya Pradesh,bhopal district,2018,Q1 (Jan - Mar),307312,0
Madhya Pradesh,jhabua district,2018,Q1 (Jan - Mar),9632,0
Madhya Pradesh,dhar district,2018,Q1 (Jan - Mar),63440,0
Madhya Pradesh,guna district,2018,Q1 (Jan - Mar),36829,0
Madhya Pradesh,east nimar district,2018,Q1 (Jan - Mar),29308,0
Madhya Pradesh,chhindwara district,2018,Q1 (Jan - Mar),65005,0
Madhya Pradesh,umaria district,2018,Q1 (Jan - Mar),11572,0
Madhya Pradesh,mandla district,2018,Q1 (Jan - Mar),13593,0
Madhya Pradesh,indore district,2018,Q1 (Jan - Mar),366977,0
Madhya Pradesh,shahdol district,2018,Q1 (Jan - Mar),26509,0
Madhya Pradesh,ratlam district,2018,Q1 (Jan - Mar),49298,0
Madhya Pradesh,panna district,2018,Q1 (Jan - Mar),13874,0
Madhya Pradesh,chhatarpur district,2018,Q1 (Jan - Mar),36004,0
Maharashtra,jalgaon district,2018,Q1 (Jan - Mar),156359,0
Maharashtra,latur district,2018,Q1 (Jan - Mar),101698,0
Maharashtra,thane district,2018,Q1 (Jan - Mar),631864,0
Maharashtra,bhandara district,2018,Q1 (Jan - Mar),38732,0
Maharashtra,nandurbar district,2018,Q1 (Jan - Mar),27766,0
Maharashtra,chandrapur district,2018,Q1 (Jan - Mar),67034,0
Maharashtra,kolhapur district,2018,Q1 (Jan - Mar),172528,0
Maharashtra,solapur district,2018,Q1 (Jan - Mar),190033,0
Maharashtra,mumbai district,2018,Q1 (Jan - Mar),233538,0
Maharashtra,sindhudurg district,2018,Q1 (Jan - Mar),19427,0
Maharashtra,dhule district,2018,Q1 (Jan - Mar),63040,0
Maharashtra,wardha district,2018,Q1 (Jan - Mar),46502,0
Maharashtra,parbhani district,2018,Q1 (Jan - Mar),57487,0
Maharashtra,mumbai suburban district,2018,Q1 (Jan - Mar),719300,0
Maharashtra,hingoli district,2018,Q1 (Jan - Mar),27545,0
Maharashtra,ratnagiri district,2018,Q1 (Jan - Mar),32596,0
Maharashtra,nanded district,2018,Q1 (Jan - Mar),99716,0
Maharashtra,osmanabad district,2018,Q1 (Jan - Mar),51994,0
Maharashtra,nagpur district,2018,Q1 (Jan - Mar),280007,0
Maharashtra,buldhana district,2018,Q1 (Jan - Mar),84962,0
Maharashtra,nashik district,2018,Q1 (Jan - Mar),321402,0
Maharashtra,akola district,2018,Q1 (Jan - Mar),56295,0
Maharashtra,yavatmal district,2018,Q1 (Jan - Mar),57137,0
Maharashtra,aurangabad district,2018,Q1 (Jan - Mar),266324,0
Maharashtra,amravati district,2018,Q1 (Jan - Mar),100458,0
Maharashtra,washim district,2018,Q1 (Jan - Mar),29299,0
Maharashtra,sangli district,2018,Q1 (Jan - Mar),108867,0
Maharashtra,gadchiroli district,2018,Q1 (Jan - Mar),20462,0
Maharashtra,raigad district,2018,Q1 (Jan - Mar),173015,0
Maharashtra,palghar district,2018,Q1 (Jan - Mar),172502,0
Maharashtra,jalna district,2018,Q1 (Jan - Mar),60373,0
Maharashtra,gondia district,2018,Q1 (Jan - Mar),37761,0
Maharashtra,ahmednagar district,2018,Q1 (Jan - Mar),197473,0
Maharashtra,pune district,2018,Q1 (Jan - Mar),1211643,0
Maharashtra,beed district,2018,Q1 (Jan - Mar),75552,0
Maharashtra,satara district,2018,Q1 (Jan - Mar),116303,0
Manipur,kangpokpi district,2018,Q1 (Jan - Mar),1439,0
