State,District,Year,Quarter,Register,App_opened
West Bengal,purulia district,2020,Q2 (Apr - Jun),323086,4506366
West Bengal,north twenty four parganas district,2020,Q2 (Apr - Jun),1966125,30663226
West Bengal,bankura district,2020,Q2 (Apr - Jun),493964,7119253
West Bengal,jhargram district,2020,Q2 (Apr - Jun),91619,1426586
West Bengal,howrah district,2020,Q2 (Apr - Jun),732829,10749772
West Bengal,hooghly district,2020,Q2 (Apr - Jun),833240,14088639
West Bengal,kolkata district,2020,Q2 (Apr - Jun),1454772,17847613
West Bengal,koch bihar district,2020,Q2 (Apr - Jun),254788,4045982
West Bengal,alipurduar district,2020,Q2 (Apr - Jun),124685,1958735
West Bengal,paschim bardhaman district,2020,Q2 (Apr - Jun),588643,8621392
West Bengal,nadia district,2020,Q2 (Apr - Jun),701101,10567886
West Bengal,birbhum district,2020,Q2 (Apr - Jun),454807,6254279
West Bengal,purba medinipur district,2020,Q2 (Apr - Jun),696243,12407126
West Bengal,maldah district,2020,Q2 (Apr - Jun),477587,8140001
West Bengal,darjiling district,2020,Q2 (Apr - Jun),278780,3613081
Andaman & Nicobar,north and middle andaman district,2020,Q3 (Jul - Sep),5355,76553
Andaman & Nicobar,south andaman district,2020,Q3 (Jul - Sep),34833,417785
Andaman & Nicobar,nicobars district,2020,Q3 (Jul - Sep),1147,21227
Andhra Pradesh,east godavari district,2020,Q3 (Jul - Sep),1601940,64292857
Andhra Pradesh,srikakulam district,2020,Q3 (Jul - Sep),667858,31794753
Andhra Pradesh,visakhapatnam district,2020,Q3 (Jul - Sep),2058346,102589371
Andhra Pradesh,prakasam district,2020,Q3 (Jul - Sep),915240,44970519
Andhra Pradesh,anantapur district,2020,Q3 (Jul - Sep),1186851,55714787
Andhra Pradesh,kurnool district,2020,Q3 (Jul - Sep),1132240,49164718
Andhra Pradesh,guntur district,2020,Q3 (Jul - Sep),1567595,62427501
Andhra Pradesh,krishna district,2020,Q3 (Jul - Sep),1599289,61028114
Andhra Pradesh,spsr nellore district,2020,Q3 (Jul - Sep),937176,43951448
Andhra Pradesh,vizianagaram district,2020,Q3 (Jul - Sep),587784,31199437
Andhra Pradesh,ysr district,2020,Q3 (Jul - Sep),877909,41578067
Andhra Pradesh,west godavari district,2020,Q3 (Jul - Sep),1053674,38126238
Andhra Pradesh,chittoor district,2020,Q3 (Jul - Sep),1506503,69462572
Arunachal Pradesh,lower subansiri district,2020,Q3 (Jul - Sep),6456,117359
Arunachal Pradesh,tirap district,2020,Q3 (Jul - Sep),6119,125437
Arunachal Pradesh,papum pare district,2020,Q3 (Jul - Sep),69419,1157730
Arunachal Pradesh,anjaw district,2020,Q3 (Jul - Sep),2226,42320
Arunachal Pradesh,lower siang district,2020,Q3 (Jul - Sep),2983,51520
Arunachal Pradesh,dibang valley district,2020,Q3 (Jul - Sep),411,4634
Arunachal Pradesh,west kameng district,2020,Q3 (Jul - Sep),17636,461190
Arunachal Pradesh,shi yomi district,2020,Q3 (Jul - Sep),337,2788
Arunachal Pradesh,east kameng district,2020,Q3 (Jul - Sep),3169,63062
Arunachal Pradesh,lohit district,2020,Q3 (Jul - Sep),11755,264444
Arunachal Pradesh,lepa rada district,2020,Q3 (Jul - Sep),2304,47233
Arunachal Pradesh,lower dibang valley district,2020,Q3 (Jul - Sep),6799,117752
Arunachal Pradesh,longding district,2020,Q3 (Jul - Sep),3277,91330
Arunachal Pradesh,west siang district,2020,Q3 (Jul - Sep),8623,158496
Arunachal Pradesh,kamle district,2020,Q3 (Jul - Sep),639,12196
Arunachal Pradesh,upper siang district,2020,Q3 (Jul - Sep),3011,59246
Arunachal Pradesh,kurung kumey district,2020,Q3 (Jul - Sep),1025,18583
Arunachal Pradesh,siang district,2020,Q3 (Jul - Sep),2225,42723
Arunachal Pradesh,kra daadi district,2020,Q3 (Jul - Sep),1026,29126
Arunachal Pradesh,changlang district,2020,Q3 (Jul - Sep),16385,326045
Arunachal Pradesh,pakke kessang district,2020,Q3 (Jul - Sep),508,11721
Arunachal Pradesh,east siang district,2020,Q3 (Jul - Sep),15921,302165
Arunachal Pradesh,upper subansiri district,2020,Q3 (Jul - Sep),5295,106598
Arunachal Pradesh,tawang district,2020,Q3 (Jul - Sep),9944,224583
Arunachal Pradesh,namsai district,2020,Q3 (Jul - Sep),8553,165140
Assam,tinsukia district,2020,Q3 (Jul - Sep),113239,1801945
Assam,lakhimpur district,2020,Q3 (Jul - Sep),74990,1122603
Assam,kamrup district,2020,Q3 (Jul - Sep),124944,1986835
Assam,kokrajhar district,2020,Q3 (Jul - Sep),50223,753891
Assam,karbi anglong district,2020,Q3 (Jul - Sep),48331,769536
Assam,sivasagar district,2020,Q3 (Jul - Sep),64581,875260
Assam,dibrugarh district,2020,Q3 (Jul - Sep),134339,1916894
Assam,south salmara mancachar district,2020,Q3 (Jul - Sep),23212,392792
Assam,nagaon district,2020,Q3 (Jul - Sep),168903,2335984
Assam,dhubri district,2020,Q3 (Jul - Sep),84816,1270648
Assam,golaghat district,2020,Q3 (Jul - Sep),83572,1156145
Assam,udalguri district,2020,Q3 (Jul - Sep),48006,710285
Assam,majuli district,2020,Q3 (Jul - Sep),11422,168946
Assam,sonitpur district,2020,Q3 (Jul - Sep),134006,2252989
Assam,hojai district,2020,Q3 (Jul - Sep),54315,803277
Assam,marigaon district,2020,Q3 (Jul - Sep),74680,959669
Assam,chirang district,2020,Q3 (Jul - Sep),29963,469388
Assam,cachar district,2020,Q3 (Jul - Sep),143851,2043387
Assam,nalbari district,2020,Q3 (Jul - Sep),57691,787804
Assam,west karbi anglong district,2020,Q3 (Jul - Sep),10573,174268
Assam,dhemaji district,2020,Q3 (Jul - Sep),57998,929304
Assam,karimganj district,2020,Q3 (Jul - Sep),73939,1127144
Assam,bongaigaon district,2020,Q3 (Jul - Sep),67790,1060449
Assam,dima hasao district,2020,Q3 (Jul - Sep),20222,351724
Assam,baksa district,2020,Q3 (Jul - Sep),62833,963277
Assam,charaideo district,2020,Q3 (Jul - Sep),34348,517817
Assam,darrang district,2020,Q3 (Jul - Sep),59770,881403
Assam,kamrup metropolitan district,2020,Q3 (Jul - Sep),499403,6578104
Assam,hailakandi district,2020,Q3 (Jul - Sep),47910,766195
Assam,barpeta district,2020,Q3 (Jul - Sep),150166,2675659
Assam,goalpara district,2020,Q3 (Jul - Sep),75578,1281064
Assam,biswanath district,2020,Q3 (Jul - Sep),44880,748906
Assam,jorhat district,2020,Q3 (Jul - Sep),99517,1241686
Bihar,madhepura district,2020,Q3 (Jul - Sep),174888,4332368
Bihar,purnia district,2020,Q3 (Jul - Sep),316746,7186535
Bihar,nalanda district,2020,Q3 (Jul - Sep),361391,7732751
Bihar,buxar district,2020,Q3 (Jul - Sep),167059,3285441
Bihar,darbhanga district,2020,Q3 (Jul - Sep),424611,10414880
Bihar,nawada district,2020,Q3 (Jul - Sep),206562,4721198
Bihar,jamui district,2020,Q3 (Jul - Sep),158308,3814872
Bihar,sheikhpura district,2020,Q3 (Jul - Sep),60415,1213708
Bihar,siwan district,2020,Q3 (Jul - Sep),367414,8688138
Bihar,muzaffarpur district,2020,Q3 (Jul - Sep),617383,14800377
Bihar,patna district,2020,Q3 (Jul - Sep),1625305,29504381
Bihar,jehanabad district,2020,Q3 (Jul - Sep),115993,2663168
Bihar,rohtas district,2020,Q3 (Jul - Sep),343921,7658066
Bihar,begusarai district,2020,Q3 (Jul - Sep),313772,6181347
Bihar,supaul district,2020,Q3 (Jul - Sep),196807,4727298
Bihar,sitamarhi district,2020,Q3 (Jul - Sep),289710,6789210
Bihar,saran district,2020,Q3 (Jul - Sep),424821,10052024
Bihar,arwal district,2020,Q3 (Jul - Sep),64808,1650864
Bihar,vaishali district,2020,Q3 (Jul - Sep),391002,9651945
Bihar,pashchim champaran district,2020,Q3 (Jul - Sep),435319,11415211
Bihar,gopalganj district,2020,Q3 (Jul - Sep),287552,6623470
Bihar,lakhisarai district,2020,Q3 (Jul - Sep),100204,2261382
Bihar,aurangabad district,2020,Q3 (Jul - Sep),256224,6482515
Bihar,kaimur bhabua district,2020,Q3 (Jul - Sep),141417,3032445
Bihar,araria district,2020,Q3 (Jul - Sep),228565,5183545
Bihar,munger district,2020,Q3 (Jul - Sep),161775,3168349
Bihar,katihar district,2020,Q3 (Jul - Sep),275202,6775572
Bihar,khagaria district,2020,Q3 (Jul - Sep),149059,3536206
Bihar,saharsa district,2020,Q3 (Jul - Sep),189601,4790580
Bihar,bhagalpur district,2020,Q3 (Jul - Sep),390116,7283987
Bihar,madhubani district,2020,Q3 (Jul - Sep),425154,11641778
Bihar,kishanganj district,2020,Q3 (Jul - Sep),134304,3023513
Bihar,gaya district,2020,Q3 (Jul - Sep),493207,11314373
Bihar,samastipur district,2020,Q3 (Jul - Sep),424696,9730058
Bihar,banka district,2020,Q3 (Jul - Sep),144279,2875136
Bihar,purbi champaran district,2020,Q3 (Jul - Sep),570592,15404931
Bihar,sheohar district,2020,Q3 (Jul - Sep),48874,1241754
Bihar,bhojpur district,2020,Q3 (Jul - Sep),286157,5799268
Chandigarh,chandigarh district,2020,Q3 (Jul - Sep),362588,4888739
Chhattisgarh,dhamtari district,2020,Q3 (Jul - Sep),89508,1790640
Chhattisgarh,korba district,2020,Q3 (Jul - Sep),204448,5026826
Chhattisgarh,surajpur district,2020,Q3 (Jul - Sep),79907,1841882
Chhattisgarh,baloda bazar district,2020,Q3 (Jul - Sep),150975,3180025
Chhattisgarh,sukma district,2020,Q3 (Jul - Sep),24549,686019
Chhattisgarh,raigarh district,2020,Q3 (Jul - Sep),259581,6050750
Chhattisgarh,janjgir champa district,2020,Q3 (Jul - Sep),254275,7932461
Chhattisgarh,jashpur district,2020,Q3 (Jul - Sep),79728,1779430
Chhattisgarh,balod district,2020,Q3 (Jul - Sep),90672,1852205
Chhattisgarh,kabirdham district,2020,Q3 (Jul - Sep),80175,1675078
Chhattisgarh,surguja district,2020,Q3 (Jul - Sep),124081,2702225
Chhattisgarh,dantewada district,2020,Q3 (Jul - Sep),36067,879769
Chhattisgarh,gariyaband district,2020,Q3 (Jul - Sep),51653,1150137
Chhattisgarh,durg district,2020,Q3 (Jul - Sep),426052,9982427
Chhattisgarh,rajnandgaon district,2020,Q3 (Jul - Sep),166416,3393874
Chhattisgarh,raipur district,2020,Q3 (Jul - Sep),679027,15366190
Chhattisgarh,narayanpur district,2020,Q3 (Jul - Sep),14025,345785
Chhattisgarh,kanker district,2020,Q3 (Jul - Sep),81984,1829476
Chhattisgarh,korea district,2020,Q3 (Jul - Sep),80301,1900699
Chhattisgarh,mungeli district,2020,Q3 (Jul - Sep),59262,1136447
Chhattisgarh,bilaspur district,2020,Q3 (Jul - Sep),349586,6741931
Chhattisgarh,balrampur district,2020,Q3 (Jul - Sep),60953,1765014
Chhattisgarh,bijapur district,2020,Q3 (Jul - Sep),28816,818562
Chhattisgarh,bemetara district,2020,Q3 (Jul - Sep),75434,1493775
Chhattisgarh,bastar district,2020,Q3 (Jul - Sep),89115,1887298
Chhattisgarh,kondagaon district,2020,Q3 (Jul - Sep),46426,1027009
Chhattisgarh,mahasamund district,2020,Q3 (Jul - Sep),116370,2682672
Dadra and Nagar Haveli and Daman and Diu,diu district,2020,Q3 (Jul - Sep),9655,102606
Dadra and Nagar Haveli and Daman and Diu,daman district,2020,Q3 (Jul - Sep),98108,1480490
Dadra and Nagar Haveli and Daman and Diu,dadra and nagar haveli district,2020,Q3 (Jul - Sep),160183,2838403
Delhi,south district,2020,Q3 (Jul - Sep),651616,13811149
Delhi,central district,2020,Q3 (Jul - Sep),888536,17811726
Delhi,new delhi district,2020,Q3 (Jul - Sep),912051,19755770
Delhi,west district,2020,Q3 (Jul - Sep),1343895,27128183
Delhi,south west district,2020,Q3 (Jul - Sep),739034,16937109
Delhi,south east delhi district,2020,Q3 (Jul - Sep),1088989,23898063
Delhi,shahdara district,2020,Q3 (Jul - Sep),543831,10118652
Delhi,north east district,2020,Q3 (Jul - Sep),479924,10076533
Delhi,east district,2020,Q3 (Jul - Sep),685955,15039504
Delhi,north west district,2020,Q3 (Jul - Sep),946954,19440720
Delhi,north district,2020,Q3 (Jul - Sep),763389,16007620
Goa,north goa district,2020,Q3 (Jul - Sep),294195,3452539
Goa,south goa district,2020,Q3 (Jul - Sep),180767,2677227
Gujarat,anand district,2020,Q3 (Jul - Sep),336799,4331672
Gujarat,jamnagar district,2020,Q3 (Jul - Sep),227798,2485735
Gujarat,devbhumi dwarka district,2020,Q3 (Jul - Sep),76991,860629
Gujarat,rajkot district,2020,Q3 (Jul - Sep),573062,5528685
Gujarat,aravallis district,2020,Q3 (Jul - Sep),122687,2133497
Gujarat,chhotaudepur district,2020,Q3 (Jul - Sep),49929,741433
Gujarat,botad district,2020,Q3 (Jul - Sep),109438,1607234
Gujarat,bharuch district,2020,Q3 (Jul - Sep),462292,8024617
Gujarat,bhavnagar district,2020,Q3 (Jul - Sep),387781,5290196
Gujarat,junagadh district,2020,Q3 (Jul - Sep),163177,1718468
Gujarat,mahesana district,2020,Q3 (Jul - Sep),427950,7432916
Gujarat,the dangs district,2020,Q3 (Jul - Sep),14501,254123
Gujarat,kheda district,2020,Q3 (Jul - Sep),256968,3629599
Gujarat,surat district,2020,Q3 (Jul - Sep),2092712,23450291
Gujarat,porbandar district,2020,Q3 (Jul - Sep),56130,556557
Gujarat,gandhinagar district,2020,Q3 (Jul - Sep),529771,9721563
Gujarat,panch mahals district,2020,Q3 (Jul - Sep),165251,2379253
Gujarat,narmada district,2020,Q3 (Jul - Sep),44654,787689
Gujarat,gir somnath district,2020,Q3 (Jul - Sep),139141,1786233
Gujarat,valsad district,2020,Q3 (Jul - Sep),410740,6542204
Gujarat,mahisagar district,2020,Q3 (Jul - Sep),73191,1039369
Gujarat,sabar kantha district,2020,Q3 (Jul - Sep),218309,4022650
Gujarat,tapi district,2020,Q3 (Jul - Sep),84921,1370436
Gujarat,vadodara district,2020,Q3 (Jul - Sep),901492,13501217
Gujarat,banas kantha district,2020,Q3 (Jul - Sep),501471,9413818
Gujarat,amreli district,2020,Q3 (Jul - Sep),161288,2326604
Gujarat,ahmadabad district,2020,Q3 (Jul - Sep),2580178,43984650
Gujarat,dohad district,2020,Q3 (Jul - Sep),118431,1832118
Gujarat,navsari district,2020,Q3 (Jul - Sep),183779,2416323
Gujarat,patan district,2020,Q3 (Jul - Sep),206708,3658324
Gujarat,kachchh district,2020,Q3 (Jul - Sep),423729,6675502
Gujarat,surendranagar district,2020,Q3 (Jul - Sep),197594,2754011
Gujarat,morbi district,2020,Q3 (Jul - Sep),168984,2144856
Haryana,yamunanagar district,2020,Q3 (Jul - Sep),221375,3252209
Haryana,sonipat district,2020,Q3 (Jul - Sep),402001,7704246
Haryana,jind district,2020,Q3 (Jul - Sep),232549,3961859
Haryana,rohtak district,2020,Q3 (Jul - Sep),280325,5088867
Haryana,faridabad district,2020,Q3 (Jul - Sep),1094570,26881573
Haryana,mahendragarh district,2020,Q3 (Jul - Sep),225580,5818789
Haryana,hisar district,2020,Q3 (Jul - Sep),453910,8467943
Haryana,karnal district,2020,Q3 (Jul - Sep),344289,6013147
Haryana,fatehabad district,2020,Q3 (Jul - Sep),184755,2802419
Haryana,palwal district,2020,Q3 (Jul - Sep),285223,9607743
Haryana,charkhi dadri district,2020,Q3 (Jul - Sep),74479,1577462
Haryana,ambala district,2020,Q3 (Jul - Sep),262146,4037143
Haryana,rewari district,2020,Q3 (Jul - Sep),388025,10985340
Haryana,panchkula district,2020,Q3 (Jul - Sep),191215,2948241
Haryana,bhiwani district,2020,Q3 (Jul - Sep),255889,5174248
Haryana,sirsa district,2020,Q3 (Jul - Sep),266572,3948058
Haryana,mewat district,2020,Q3 (Jul - Sep),234889,8159589
Haryana,panipat district,2020,Q3 (Jul - Sep),357830,6114120
Haryana,gurugram district,2020,Q3 (Jul - Sep),1949331,52547158
Haryana,kaithal district,2020,Q3 (Jul - Sep),185714,3114941
Haryana,kurukshetra district,2020,Q3 (Jul - Sep),223297,3932294
Haryana,jhajjar district,2020,Q3 (Jul - Sep),284852,6477380
Himachal Pradesh,solan district,2020,Q3 (Jul - Sep),265701,3875019
Himachal Pradesh,sirmaur district,2020,Q3 (Jul - Sep),97464,1390310
Himachal Pradesh,shimla district,2020,Q3 (Jul - Sep),172418,2337051
Himachal Pradesh,bilaspur district,2020,Q3 (Jul - Sep),67233,833764
Himachal Pradesh,hamirpur district,2020,Q3 (Jul - Sep),93465,1201125
Himachal Pradesh,una district,2020,Q3 (Jul - Sep),86177,1178220
Himachal Pradesh,kangra district,2020,Q3 (Jul - Sep),261293,3450088
Himachal Pradesh,kullu district,2020,Q3 (Jul - Sep),90699,979226
Himachal Pradesh,mandi district,2020,Q3 (Jul - Sep),158237,1859694
Himachal Pradesh,lahul and spiti district,2020,Q3 (Jul - Sep),3008,91931
Himachal Pradesh,chamba district,2020,Q3 (Jul - Sep),65214,893371
Himachal Pradesh,kinnaur district,2020,Q3 (Jul - Sep),17725,321951
Jammu & Kashmir,muzaffarabad district,2020,Q3 (Jul - Sep),304,6388
Jammu & Kashmir,doda district,2020,Q3 (Jul - Sep),20833,287357
Jammu & Kashmir,samba district,2020,Q3 (Jul - Sep),42915,522691
Jammu & Kashmir,mirpur district,2020,Q3 (Jul - Sep),4128,70985
Jammu & Kashmir,srinagar district,2020,Q3 (Jul - Sep),87182,1051310
Jammu & Kashmir,baramulla district,2020,Q3 (Jul - Sep),73162,811950
Jammu & Kashmir,jammu district,2020,Q3 (Jul - Sep),248814,2720674
Jammu & Kashmir,ganderbal district,2020,Q3 (Jul - Sep),18259,225894
Jammu & Kashmir,udhampur district,2020,Q3 (Jul - Sep),47399,661207
Jammu & Kashmir,bandipore district,2020,Q3 (Jul - Sep),20153,223661
Jammu & Kashmir,reasi district,2020,Q3 (Jul - Sep),22063,243175
Jammu & Kashmir,shopian district,2020,Q3 (Jul - Sep),13294,160453
Jammu & Kashmir,poonch district,2020,Q3 (Jul - Sep),22704,342181
Jammu & Kashmir,kathua district,2020,Q3 (Jul - Sep),50914,593205
Jammu & Kashmir,kishtwar district,2020,Q3 (Jul - Sep),9745,126649
Jammu & Kashmir,pulwama district,2020,Q3 (Jul - Sep),38434,514441
Jammu & Kashmir,ramban district,2020,Q3 (Jul - Sep),13674,196197
Jammu & Kashmir,rajouri district,2020,Q3 (Jul - Sep),38071,557098
Jammu & Kashmir,kulgam district,2020,Q3 (Jul - Sep),25887,249487
Jammu & Kashmir,budgam district,2020,Q3 (Jul - Sep),55153,667385
Jammu & Kashmir,anantnag district,2020,Q3 (Jul - Sep),49443,501949
Jammu & Kashmir,kupwara district,2020,Q3 (Jul - Sep),47288,709117
Jharkhand,ramgarh district,2020,Q3 (Jul - Sep),182149,4719920
Jharkhand,ranchi district,2020,Q3 (Jul - Sep),722352,14371567
Jharkhand,east singhbhum district,2020,Q3 (Jul - Sep),476881,9601377
Jharkhand,jamtara district,2020,Q3 (Jul - Sep),82584,1071457
Jharkhand,dumka district,2020,Q3 (Jul - Sep),88903,1564610
Jharkhand,koderma district,2020,Q3 (Jul - Sep),103523,2918884
Jharkhand,hazaribagh district,2020,Q3 (Jul - Sep),306623,8188515
Jharkhand,simdega district,2020,Q3 (Jul - Sep),24233,453592
Jharkhand,garhwa district,2020,Q3 (Jul - Sep),112486,3145878
Jharkhand,saraikela kharsawan district,2020,Q3 (Jul - Sep),150480,3088081
Jharkhand,gumla district,2020,Q3 (Jul - Sep),46938,854422
Jharkhand,chatra district,2020,Q3 (Jul - Sep),86445,2422661
Jharkhand,khunti district,2020,Q3 (Jul - Sep),28530,538438
Jharkhand,dhanbad district,2020,Q3 (Jul - Sep),564484,11502948
Jharkhand,godda district,2020,Q3 (Jul - Sep),98410,2166338
Jharkhand,deoghar district,2020,Q3 (Jul - Sep),238221,4346879
Jharkhand,palamu district,2020,Q3 (Jul - Sep),204809,5512618
Jharkhand,latehar district,2020,Q3 (Jul - Sep),54768,1507817
Jharkhand,west singhbhum district,2020,Q3 (Jul - Sep),98640,1895347
Jharkhand,pakur district,2020,Q3 (Jul - Sep),44056,835095
Jharkhand,lohardaga district,2020,Q3 (Jul - Sep),36103,759662
Jharkhand,sahebganj district,2020,Q3 (Jul - Sep),73039,1451892
Jharkhand,giridih district,2020,Q3 (Jul - Sep),242810,5878227
Jharkhand,bokaro district,2020,Q3 (Jul - Sep),412560,10522559
Karnataka,mysuru district,2020,Q3 (Jul - Sep),923296,26595871
Karnataka,chitradurga district,2020,Q3 (Jul - Sep),300719,10159890
Karnataka,kalaburagi district,2020,Q3 (Jul - Sep),507894,16580065
Karnataka,ramanagara district,2020,Q3 (Jul - Sep),329112,12931411
Karnataka,mandya district,2020,Q3 (Jul - Sep),386051,13267940
Karnataka,kodagu district,2020,Q3 (Jul - Sep),127160,2791774
Karnataka,chikkamagaluru district,2020,Q3 (Jul - Sep),240177,6269375
Karnataka,haveri district,2020,Q3 (Jul - Sep),243591,6367113
Karnataka,ballari district,2020,Q3 (Jul - Sep),595935,23172796
Karnataka,belagavi district,2020,Q3 (Jul - Sep),951629,24325882
Karnataka,kolar district,2020,Q3 (Jul - Sep),449470,18721704
Karnataka,uttara kannada district,2020,Q3 (Jul - Sep),287730,6238135
Karnataka,tumakuru district,2020,Q3 (Jul - Sep),618091,21713087
Karnataka,yadgir district,2020,Q3 (Jul - Sep),157834,5211314
Karnataka,bengaluru urban district,2020,Q3 (Jul - Sep),8611452,322860571
Karnataka,chikkaballapura district,2020,Q3 (Jul - Sep),313480,13001841
Karnataka,davanagere district,2020,Q3 (Jul - Sep),426961,12583087
Karnataka,bagalkote district,2020,Q3 (Jul - Sep),376754,11151542
Karnataka,vijayapura district,2020,Q3 (Jul - Sep),458119,14492659
Karnataka,koppal district,2020,Q3 (Jul - Sep),239771,8347850
Karnataka,bidar district,2020,Q3 (Jul - Sep),347354,13891230
Karnataka,bengaluru rural district,2020,Q3 (Jul - Sep),543893,22521395
Karnataka,raichur district,2020,Q3 (Jul - Sep),357794,13008515
Karnataka,chamarajanagara district,2020,Q3 (Jul - Sep),145166,4038938
Karnataka,dakshina kannada district,2020,Q3 (Jul - Sep),617552,11393774
Karnataka,hassan district,2020,Q3 (Jul - Sep),407970,11515402
Karnataka,dharwad district,2020,Q3 (Jul - Sep),608659,17999599
Karnataka,shivamogga district,2020,Q3 (Jul - Sep),411810,10667405
Karnataka,udupi district,2020,Q3 (Jul - Sep),314731,6056848
Karnataka,gadag district,2020,Q3 (Jul - Sep),187395,5806199
Kerala,thiruvananthapuram district,2020,Q3 (Jul - Sep),624681,7345447
Kerala,kasaragod district,2020,Q3 (Jul - Sep),180232,2179862
Kerala,malappuram district,2020,Q3 (Jul - Sep),533108,5623411
Kerala,pathanamthitta district,2020,Q3 (Jul - Sep),167320,1736047
Kerala,wayanad district,2020,Q3 (Jul - Sep),142714,1846742
Kerala,alappuzha district,2020,Q3 (Jul - Sep),330393,3840522
Kerala,kozhikode district,2020,Q3 (Jul - Sep),554275,6888523
Kerala,kollam district,2020,Q3 (Jul - Sep),385866,4660522
Kerala,thrissur district,2020,Q3 (Jul - Sep),479671,4994319
Kerala,palakkad district,2020,Q3 (Jul - Sep),384712,4352750
Kerala,kannur district,2020,Q3 (Jul - Sep),400107,4640937
Kerala,kottayam district,2020,Q3 (Jul - Sep),311954,3190433
Kerala,ernakulam district,2020,Q3 (Jul - Sep),917356,11265204
Kerala,idukki district,2020,Q3 (Jul - Sep),169911,1744303
Ladakh,kargil district,2020,Q3 (Jul - Sep),12814,229879
Ladakh,leh ladakh district,2020,Q3 (Jul - Sep),45587,785801
Lakshadweep,lakshadweep district,2020,Q3 (Jul - Sep),3644,32128
Madhya Pradesh,morena district,2020,Q3 (Jul - Sep),243100,5515627
Madhya Pradesh,alirajpur district,2020,Q3 (Jul - Sep),36425,771655
Madhya Pradesh,sehore district,2020,Q3 (Jul - Sep),276075,9913991
Madhya Pradesh,rajgarh district,2020,Q3 (Jul - Sep),224388,7130757
Madhya Pradesh,khargone district,2020,Q3 (Jul - Sep),234694,6430041
Madhya Pradesh,satna district,2020,Q3 (Jul - Sep),311884,7299985
Madhya Pradesh,narsinghpur district,2020,Q3 (Jul - Sep),182823,4534535
Madhya Pradesh,jabalpur district,2020,Q3 (Jul - Sep),555235,10924773
Madhya Pradesh,hoshangabad district,2020,Q3 (Jul - Sep),235930,5467865
Madhya Pradesh,vidisha district,2020,Q3 (Jul - Sep),231156,5977596
Madhya Pradesh,balaghat district,2020,Q3 (Jul - Sep),232874,6555205
Madhya Pradesh,singrauli district,2020,Q3 (Jul - Sep),188497,6614617
Madhya Pradesh,betul district,2020,Q3 (Jul - Sep),241045,6751236
Madhya Pradesh,sidhi district,2020,Q3 (Jul - Sep),114892,3240245
Madhya Pradesh,datia district,2020,Q3 (Jul - Sep),89996,1971313
Madhya Pradesh,dewas district,2020,Q3 (Jul - Sep),303624,9541669
Madhya Pradesh,sheopur district,2020,Q3 (Jul - Sep),61321,1465485
Madhya Pradesh,neemuch district,2020,Q3 (Jul - Sep),150072,3607288
Madhya Pradesh,raisen district,2020,Q3 (Jul - Sep),230222,6621543
Madhya Pradesh,mandsaur district,2020,Q3 (Jul - Sep),233832,5525088
Madhya Pradesh,barwani district,2020,Q3 (Jul - Sep),111594,2704695
Madhya Pradesh,katni district,2020,Q3 (Jul - Sep),164877,3754041
Madhya Pradesh,dindori district,2020,Q3 (Jul - Sep),53140,1482035
Madhya Pradesh,shivpuri district,2020,Q3 (Jul - Sep),178433,4190392
Madhya Pradesh,gwalior district,2020,Q3 (Jul - Sep),603096,13858039
Madhya Pradesh,anuppur district,2020,Q3 (Jul - Sep),94947,2743203
Madhya Pradesh,agar malwa district,2020,Q3 (Jul - Sep),75042,2067746
Madhya Pradesh,ashoknagar district,2020,Q3 (Jul - Sep),90944,2218641
Madhya Pradesh,sagar district,2020,Q3 (Jul - Sep),368745,8520052
Madhya Pradesh,niwari district,2020,Q3 (Jul - Sep),40044,943976
Madhya Pradesh,rewa district,2020,Q3 (Jul - Sep),343897,8609066
Madhya Pradesh,shajapur district,2020,Q3 (Jul - Sep),158634,4836627
Madhya Pradesh,ujjain district,2020,Q3 (Jul - Sep),436068,11102536
Madhya Pradesh,bhind district,2020,Q3 (Jul - Sep),204515,4603385
Madhya Pradesh,tikamgarh district,2020,Q3 (Jul - Sep),99435,2355794
Madhya Pradesh,seoni district,2020,Q3 (Jul - Sep),169843,4472061
Madhya Pradesh,harda district,2020,Q3 (Jul - Sep),84771,2045684
Madhya Pradesh,burhanpur district,2020,Q3 (Jul - Sep),94468,2236883
Madhya Pradesh,damoh district,2020,Q3 (Jul - Sep),126047,2720247
Madhya Pradesh,bhopal district,2020,Q3 (Jul - Sep),1162000,34412697
Madhya Pradesh,jhabua district,2020,Q3 (Jul - Sep),78359,1855019
Madhya Pradesh,dhar district,2020,Q3 (Jul - Sep),346394,9730750
Madhya Pradesh,guna district,2020,Q3 (Jul - Sep),215479,5194184
Madhya Pradesh,east nimar district,2020,Q3 (Jul - Sep),163928,4383655
Madhya Pradesh,chhindwara district,2020,Q3 (Jul - Sep),336306,8957880
Madhya Pradesh,umaria district,2020,Q3 (Jul - Sep),64323,1797853
Madhya Pradesh,mandla district,2020,Q3 (Jul - Sep),102626,2401861
Madhya Pradesh,indore district,2020,Q3 (Jul - Sep),1524036,37661995
Madhya Pradesh,shahdol district,2020,Q3 (Jul - Sep),139177,4001386
Madhya Pradesh,ratlam district,2020,Q3 (Jul - Sep),260470,6567251
Madhya Pradesh,panna district,2020,Q3 (Jul - Sep),83059,2181466
Madhya Pradesh,chhatarpur district,2020,Q3 (Jul - Sep),211442,4379380
Maharashtra,jalgaon district,2020,Q3 (Jul - Sep),743569,17695427
