State,District,Year,Quarter,Register
Madhya Pradesh,rewa,2018,Q2 (Apr - Jun),100661
Madhya Pradesh,sagar,2018,Q2 (Apr - Jun),100623
Madhya Pradesh,chhindwara,2018,Q2 (Apr - Jun),87704
Madhya Pradesh,dhar,2018,Q2 (Apr - Jun),86280
Madhya Pradesh,dewas,2018,Q2 (Apr - Jun),84342
Maharashtra,pune,2018,Q2 (Apr - Jun),1592293
Maharashtra,mumbai suburban,2018,Q2 (Apr - Jun),957633
Maharashtra,thane,2018,Q2 (Apr - Jun),861292
Maharashtra,nashik,2018,Q2 (Apr - Jun),436668
Maharashtra,nagpur,2018,Q2 (Apr - Jun),380425
Maharashtra,aurangabad,2018,Q2 (Apr - Jun),347838
Maharashtra,mumbai,2018,Q2 (Apr - Jun),319588
Maharashtra,ahmednagar,2018,Q2 (Apr - Jun),268520
Maharashtra,solapur,2018,Q2 (Apr - Jun),259084
Maharashtra,palghar,2018,Q2 (Apr - Jun),239053
Manipur,imphal west,2018,Q2 (Apr - Jun),16541
Manipur,imphal east,2018,Q2 (Apr - Jun),10390
Manipur,thoubal,2018,Q2 (Apr - Jun),4771
Manipur,bishnupur,2018,Q2 (Apr - Jun),3751
Manipur,churachandpur,2018,Q2 (Apr - Jun),2362
Manipur,kangpokpi,2018,Q2 (Apr - Jun),2183
Manipur,kakching,2018,Q2 (Apr - Jun),1571
Manipur,ukhrul,2018,Q2 (Apr - Jun),905
Manipur,tamenglong,2018,Q2 (Apr - Jun),824
Manipur,jiribam,2018,Q2 (Apr - Jun),732
Meghalaya,east khasi hills,2018,Q2 (Apr - Jun),12907
Meghalaya,west garo hills,2018,Q2 (Apr - Jun),5289
Meghalaya,ribhoi,2018,Q2 (Apr - Jun),2869
Meghalaya,east jaintia hills,2018,Q2 (Apr - Jun),2051
Meghalaya,west jaintia hills,2018,Q2 (Apr - Jun),1023
Meghalaya,south garo hills,2018,Q2 (Apr - Jun),530
Meghalaya,south west garo hills,2018,Q2 (Apr - Jun),485
Meghalaya,west khasi hills,2018,Q2 (Apr - Jun),472
Meghalaya,north garo hills,2018,Q2 (Apr - Jun),445
Meghalaya,east garo hills,2018,Q2 (Apr - Jun),437
Mizoram,aizawl,2018,Q2 (Apr - Jun),6211
Mizoram,lunglei,2018,Q2 (Apr - Jun),1241
Mizoram,kolasib,2018,Q2 (Apr - Jun),692
Mizoram,lawngtlai,2018,Q2 (Apr - Jun),607
Mizoram,champhai,2018,Q2 (Apr - Jun),501
Mizoram,serchhip,2018,Q2 (Apr - Jun),440
Mizoram,mamit,2018,Q2 (Apr - Jun),435
Mizoram,saiha,2018,Q2 (Apr - Jun),295
Nagaland,dimapur,2018,Q2 (Apr - Jun),12093
Nagaland,kohima,2018,Q2 (Apr - Jun),4395
Nagaland,mokokchung,2018,Q2 (Apr - Jun),1616
Nagaland,mon,2018,Q2 (Apr - Jun),892
Nagaland,phek,2018,Q2 (Apr - Jun),736
Nagaland,wokha,2018,Q2 (Apr - Jun),703
Nagaland,tuensang,2018,Q2 (Apr - Jun),594
Nagaland,zunheboto,2018,Q2 (Apr - Jun),593
Nagaland,peren,2018,Q2 (Apr - Jun),358
Nagaland,kiphire,2018,Q2 (Apr - Jun),258
Odisha,khordha,2018,Q2 (Apr - Jun),406689
Odisha,cuttack,2018,Q2 (Apr - Jun),187723
Odisha,ganjam,2018,Q2 (Apr - Jun),169386
Odisha,baleshwar,2018,Q2 (Apr - Jun),139968
Odisha,jajapur,2018,Q2 (Apr - Jun),114580
Odisha,sundargarh,2018,Q2 (Apr - Jun),102838
Odisha,puri,2018,Q2 (Apr - Jun),97920
Odisha,kendujhar,2018,Q2 (Apr - Jun),83050
Odisha,bhadrak,2018,Q2 (Apr - Jun),81249
Odisha,anugul,2018,Q2 (Apr - Jun),76885
Puducherry,puducherry,2018,Q2 (Apr - Jun),55513
Puducherry,karaikal,2018,Q2 (Apr - Jun),5393
Puducherry,yanam,2018,Q2 (Apr - Jun),3232
Puducherry,mahe,2018,Q2 (Apr - Jun),1442
Punjab,ludhiana,2018,Q2 (Apr - Jun),230404
Punjab,sas nagar,2018,Q2 (Apr - Jun),161605
Punjab,patiala,2018,Q2 (Apr - Jun),90123
Punjab,amritsar,2018,Q2 (Apr - Jun),82735
Punjab,jalandhar,2018,Q2 (Apr - Jun),79991
Punjab,bathinda,2018,Q2 (Apr - Jun),70948
Punjab,fazilka,2018,Q2 (Apr - Jun),60134
Punjab,sangrur,2018,Q2 (Apr - Jun),50749
Punjab,hoshiarpur,2018,Q2 (Apr - Jun),34576
Punjab,gurdaspur,2018,Q2 (Apr - Jun),29910
Rajasthan,jaipur,2018,Q2 (Apr - Jun),1182983
Rajasthan,alwar,2018,Q2 (Apr - Jun),275869
Rajasthan,jodhpur,2018,Q2 (Apr - Jun),229215
Rajasthan,kota,2018,Q2 (Apr - Jun),184759
Rajasthan,sikar,2018,Q2 (Apr - Jun),178308
Rajasthan,ajmer,2018,Q2 (Apr - Jun),157947
Rajasthan,bhilwara,2018,Q2 (Apr - Jun),149055
Rajasthan,udaipur,2018,Q2 (Apr - Jun),146348
Rajasthan,nagaur,2018,Q2 (Apr - Jun),138240
Rajasthan,jhunjhunu,2018,Q2 (Apr - Jun),134221
Sikkim,east,2018,Q2 (Apr - Jun),17767
Sikkim,south,2018,Q2 (Apr - Jun),5147
Sikkim,west,2018,Q2 (Apr - Jun),2868
Sikkim,north,2018,Q2 (Apr - Jun),2315
Tamil Nadu,chennai,2018,Q2 (Apr - Jun),401349
Tamil Nadu,thiruvallur,2018,Q2 (Apr - Jun),300210
Tamil Nadu,chengalpattu,2018,Q2 (Apr - Jun),292432
Tamil Nadu,coimbatore,2018,Q2 (Apr - Jun),244374
Tamil Nadu,kancheepuram,2018,Q2 (Apr - Jun),188583
Tamil Nadu,tiruppur,2018,Q2 (Apr - Jun),128535
Tamil Nadu,salem,2018,Q2 (Apr - Jun),126830
Tamil Nadu,madurai,2018,Q2 (Apr - Jun),105957
Tamil Nadu,krishnagiri,2018,Q2 (Apr - Jun),96842
Tamil Nadu,tiruchirappalli,2018,Q2 (Apr - Jun),91156
Telangana,hyderabad,2018,Q2 (Apr - Jun),842483
Telangana,rangareddy,2018,Q2 (Apr - Jun),804959
Telangana,medchal malkajgiri,2018,Q2 (Apr - Jun),696211
Telangana,sangareddy,2018,Q2 (Apr - Jun),182673
Telangana,warangal urban,2018,Q2 (Apr - Jun),171260
Telangana,karimnagar,2018,Q2 (Apr - Jun),126122
Telangana,khammam,2018,Q2 (Apr - Jun),111361
Telangana,nalgonda,2018,Q2 (Apr - Jun),110668
Telangana,nizamabad,2018,Q2 (Apr - Jun),100652
Telangana,peddapalle,2018,Q2 (Apr - Jun),86033
Tripura,west tripura,2018,Q2 (Apr - Jun),40345
Tripura,south tripura,2018,Q2 (Apr - Jun),8068
Tripura,sepahijala,2018,Q2 (Apr - Jun),7217
Tripura,gomati,2018,Q2 (Apr - Jun),6973
Tripura,north tripura,2018,Q2 (Apr - Jun),6702
Tripura,dhalai,2018,Q2 (Apr - Jun),5549
Tripura,khowai,2018,Q2 (Apr - Jun),4674
Tripura,unakoti,2018,Q2 (Apr - Jun),3841
Uttar Pradesh,gautam buddha nagar,2018,Q2 (Apr - Jun),586350
Uttar Pradesh,lucknow,2018,Q2 (Apr - Jun),506261
Uttar Pradesh,ghaziabad,2018,Q2 (Apr - Jun),434115
Uttar Pradesh,prayagraj,2018,Q2 (Apr - Jun),297113
Uttar Pradesh,varanasi,2018,Q2 (Apr - Jun),288325
Uttar Pradesh,kanpur nagar,2018,Q2 (Apr - Jun),285101
Uttar Pradesh,agra,2018,Q2 (Apr - Jun),205298
Uttar Pradesh,gorakhpur,2018,Q2 (Apr - Jun),181126
Uttar Pradesh,meerut,2018,Q2 (Apr - Jun),167212
Uttar Pradesh,bareilly,2018,Q2 (Apr - Jun),152939
Uttarakhand,dehradun,2018,Q2 (Apr - Jun),198296
Uttarakhand,haridwar,2018,Q2 (Apr - Jun),140718
Uttarakhand,udham singh nagar,2018,Q2 (Apr - Jun),132549
Uttarakhand,nainital,2018,Q2 (Apr - Jun),65142
Uttarakhand,pauri garhwal,2018,Q2 (Apr - Jun),28153
Uttarakhand,tehri garhwal,2018,Q2 (Apr - Jun),18021
Uttarakhand,almora,2018,Q2 (Apr - Jun),15473
Uttarakhand,pithoragarh,2018,Q2 (Apr - Jun),12486
Uttarakhand,chamoli,2018,Q2 (Apr - Jun),10502
Uttarakhand,uttarkashi,2018,Q2 (Apr - Jun),8227
West Bengal,north twenty four parganas,2018,Q2 (Apr - Jun),572438
West Bengal,kolkata,2018,Q2 (Apr - Jun),431481
West Bengal,murshidabad,2018,Q2 (Apr - Jun),276931
West Bengal,hooghly,2018,Q2 (Apr - Jun),221090
West Bengal,south twenty four parganas,2018,Q2 (Apr - Jun),214056
West Bengal,nadia,2018,Q2 (Apr - Jun),209683
West Bengal,paschim bardhaman,2018,Q2 (Apr - Jun),203750
West Bengal,howrah,2018,Q2 (Apr - Jun),198699
West Bengal,purba medinipur,2018,Q2 (Apr - Jun),195830
West Bengal,paschim medinipur,2018,Q2 (Apr - Jun),185542
Andaman & Nicobar,south andaman,2018,Q3 (Jul - Sep),10474
Andaman & Nicobar,north and middle andaman,2018,Q3 (Jul - Sep),1208
Andaman & Nicobar,nicobars,2018,Q3 (Jul - Sep),467
Andhra Pradesh,visakhapatnam,2018,Q3 (Jul - Sep),769096
Andhra Pradesh,east godavari,2018,Q3 (Jul - Sep),558982
Andhra Pradesh,krishna,2018,Q3 (Jul - Sep),537086
Andhra Pradesh,guntur,2018,Q3 (Jul - Sep),518931
Andhra Pradesh,chittoor,2018,Q3 (Jul - Sep),515727
Andhra Pradesh,anantapur,2018,Q3 (Jul - Sep),405855
Andhra Pradesh,kurnool,2018,Q3 (Jul - Sep),394311
Andhra Pradesh,west godavari,2018,Q3 (Jul - Sep),349782
Andhra Pradesh,spsr nellore,2018,Q3 (Jul - Sep),322446
Andhra Pradesh,prakasam,2018,Q3 (Jul - Sep),314899
Arunachal Pradesh,papum pare,2018,Q3 (Jul - Sep),16009
Arunachal Pradesh,west kameng,2018,Q3 (Jul - Sep),4765
Arunachal Pradesh,east siang,2018,Q3 (Jul - Sep),3590
Arunachal Pradesh,tawang,2018,Q3 (Jul - Sep),3112
Arunachal Pradesh,changlang,2018,Q3 (Jul - Sep),2889
Arunachal Pradesh,lohit,2018,Q3 (Jul - Sep),2612
Arunachal Pradesh,namsai,2018,Q3 (Jul - Sep),1862
Arunachal Pradesh,west siang,2018,Q3 (Jul - Sep),1652
Arunachal Pradesh,lower dibang valley,2018,Q3 (Jul - Sep),1286
Arunachal Pradesh,tirap,2018,Q3 (Jul - Sep),1226
Assam,kamrup metropolitan,2018,Q3 (Jul - Sep),164101
Assam,barpeta,2018,Q3 (Jul - Sep),41158
Assam,cachar,2018,Q3 (Jul - Sep),40888
Assam,dibrugarh,2018,Q3 (Jul - Sep),40711
Assam,nagaon,2018,Q3 (Jul - Sep),40687
Assam,sonitpur,2018,Q3 (Jul - Sep),38797
Assam,kamrup,2018,Q3 (Jul - Sep),33197
Assam,tinsukia,2018,Q3 (Jul - Sep),32870
Assam,jorhat,2018,Q3 (Jul - Sep),32134
Assam,dhubri,2018,Q3 (Jul - Sep),22705
Bihar,patna,2018,Q3 (Jul - Sep),684421
Bihar,muzaffarpur,2018,Q3 (Jul - Sep),211519
Bihar,purbi champaran,2018,Q3 (Jul - Sep),162122
Bihar,gaya,2018,Q3 (Jul - Sep),160375
Bihar,samastipur,2018,Q3 (Jul - Sep),134680
Bihar,darbhanga,2018,Q3 (Jul - Sep),132803
Bihar,bhagalpur,2018,Q3 (Jul - Sep),131270
Bihar,nalanda,2018,Q3 (Jul - Sep),128472
Bihar,pashchim champaran,2018,Q3 (Jul - Sep),124955
Bihar,saran,2018,Q3 (Jul - Sep),123407
Chandigarh,chandigarh,2018,Q3 (Jul - Sep),143893
Chhattisgarh,raipur,2018,Q3 (Jul - Sep),231146
Chhattisgarh,durg,2018,Q3 (Jul - Sep),150753
Chhattisgarh,bilaspur,2018,Q3 (Jul - Sep),119415
Chhattisgarh,raigarh,2018,Q3 (Jul - Sep),89911
Chhattisgarh,janjgir champa,2018,Q3 (Jul - Sep),77834
Chhattisgarh,korba,2018,Q3 (Jul - Sep),68746
Chhattisgarh,rajnandgaon,2018,Q3 (Jul - Sep),50271
Chhattisgarh,baloda bazar,2018,Q3 (Jul - Sep),43335
Chhattisgarh,surguja,2018,Q3 (Jul - Sep),40025
Chhattisgarh,mahasamund,2018,Q3 (Jul - Sep),36628
Dadra and Nagar Haveli and Daman and Diu,dadra and nagar haveli,2018,Q3 (Jul - Sep),55626
Dadra and Nagar Haveli and Daman and Diu,daman,2018,Q3 (Jul - Sep),32651
Dadra and Nagar Haveli and Daman and Diu,diu,2018,Q3 (Jul - Sep),3830
Delhi,west,2018,Q3 (Jul - Sep),515854
Delhi,south east delhi,2018,Q3 (Jul - Sep),423177
Delhi,north west,2018,Q3 (Jul - Sep),376806
Delhi,new delhi,2018,Q3 (Jul - Sep),363140
Delhi,central delhi,2018,Q3 (Jul - Sep),340549
Delhi,south west,2018,Q3 (Jul - Sep),297663
Delhi,north,2018,Q3 (Jul - Sep),290251
Delhi,east,2018,Q3 (Jul - Sep),280847
Delhi,south,2018,Q3 (Jul - Sep),264628
Delhi,shahdara,2018,Q3 (Jul - Sep),192430
Goa,north goa,2018,Q3 (Jul - Sep),95307
Goa,south goa,2018,Q3 (Jul - Sep),58495
Gujarat,ahmadabad,2018,Q3 (Jul - Sep),919252
Gujarat,surat,2018,Q3 (Jul - Sep),808005
Gujarat,vadodara,2018,Q3 (Jul - Sep),335125
Gujarat,rajkot,2018,Q3 (Jul - Sep),215459
Gujarat,gandhinagar,2018,Q3 (Jul - Sep),190882
Gujarat,bharuch,2018,Q3 (Jul - Sep),169322
Gujarat,banas kantha,2018,Q3 (Jul - Sep),159591
Gujarat,kachchh,2018,Q3 (Jul - Sep),158762
Gujarat,mahesana,2018,Q3 (Jul - Sep),157274
Gujarat,bhavnagar,2018,Q3 (Jul - Sep),141243
Haryana,gurugram,2018,Q3 (Jul - Sep),767369
Haryana,faridabad,2018,Q3 (Jul - Sep),383316
Haryana,hisar,2018,Q3 (Jul - Sep),176380
Haryana,rewari,2018,Q3 (Jul - Sep),138368
Haryana,sonipat,2018,Q3 (Jul - Sep),132705
Haryana,panipat,2018,Q3 (Jul - Sep),124290
Haryana,karnal,2018,Q3 (Jul - Sep),121471
Haryana,sirsa,2018,Q3 (Jul - Sep),109165
Haryana,rohtak,2018,Q3 (Jul - Sep),101649
Haryana,ambala,2018,Q3 (Jul - Sep),92472
Himachal Pradesh,solan,2018,Q3 (Jul - Sep),88724
Himachal Pradesh,kangra,2018,Q3 (Jul - Sep),71494
Himachal Pradesh,shimla,2018,Q3 (Jul - Sep),49820
Himachal Pradesh,mandi,2018,Q3 (Jul - Sep),45876
Himachal Pradesh,sirmaur,2018,Q3 (Jul - Sep),28959
Himachal Pradesh,hamirpur,2018,Q3 (Jul - Sep),27915
Himachal Pradesh,kullu,2018,Q3 (Jul - Sep),26840
Himachal Pradesh,una,2018,Q3 (Jul - Sep),24952
Himachal Pradesh,bilaspur,2018,Q3 (Jul - Sep),21030
Himachal Pradesh,chamba,2018,Q3 (Jul - Sep),16157
Jammu & Kashmir,jammu,2018,Q3 (Jul - Sep),86877
Jammu & Kashmir,srinagar,2018,Q3 (Jul - Sep),35583
Jammu & Kashmir,baramulla,2018,Q3 (Jul - Sep),31069
Jammu & Kashmir,budgam,2018,Q3 (Jul - Sep),22301
Jammu & Kashmir,anantnag,2018,Q3 (Jul - Sep),20234
Jammu & Kashmir,udhampur,2018,Q3 (Jul - Sep),16058
Jammu & Kashmir,kathua,2018,Q3 (Jul - Sep),15849
Jammu & Kashmir,kupwara,2018,Q3 (Jul - Sep),15754
Jammu & Kashmir,pulwama,2018,Q3 (Jul - Sep),15427
Jammu & Kashmir,samba,2018,Q3 (Jul - Sep),13304
Jharkhand,ranchi,2018,Q3 (Jul - Sep),265341
Jharkhand,dhanbad,2018,Q3 (Jul - Sep),219103
Jharkhand,east singhbhum,2018,Q3 (Jul - Sep),176668
Jharkhand,bokaro,2018,Q3 (Jul - Sep),167183
Jharkhand,hazaribagh,2018,Q3 (Jul - Sep),99502
Jharkhand,giridih,2018,Q3 (Jul - Sep),80440
Jharkhand,deoghar,2018,Q3 (Jul - Sep),63814
Jharkhand,ramgarh,2018,Q3 (Jul - Sep),63704
Jharkhand,palamu,2018,Q3 (Jul - Sep),59382
Jharkhand,saraikela kharsawan,2018,Q3 (Jul - Sep),54706
Karnataka,bengaluru urban,2018,Q3 (Jul - Sep),3167597
Karnataka,mysuru,2018,Q3 (Jul - Sep),262075
Karnataka,belagavi,2018,Q3 (Jul - Sep),252307
Karnataka,dharwad,2018,Q3 (Jul - Sep),181324
Karnataka,ballari,2018,Q3 (Jul - Sep),177311
Karnataka,bengaluru rural,2018,Q3 (Jul - Sep),156268
Karnataka,tumakuru,2018,Q3 (Jul - Sep),154217
Karnataka,dakshina kannada,2018,Q3 (Jul - Sep),153231
Karnataka,kalaburagi,2018,Q3 (Jul - Sep),145495
Karnataka,vijayapura,2018,Q3 (Jul - Sep),124561
Kerala,ernakulam,2018,Q3 (Jul - Sep),263779
Kerala,thiruvananthapuram,2018,Q3 (Jul - Sep),147475
Kerala,kozhikode,2018,Q3 (Jul - Sep),136469
Kerala,malappuram,2018,Q3 (Jul - Sep),134338
Kerala,thrissur,2018,Q3 (Jul - Sep),115170
Kerala,kannur,2018,Q3 (Jul - Sep),91537
Kerala,palakkad,2018,Q3 (Jul - Sep),91071
Kerala,kottayam,2018,Q3 (Jul - Sep),77331
Kerala,kollam,2018,Q3 (Jul - Sep),77192
Kerala,alappuzha,2018,Q3 (Jul - Sep),71052
Ladakh,leh ladakh,2018,Q3 (Jul - Sep),14617
Ladakh,kargil,2018,Q3 (Jul - Sep),3132
Lakshadweep,lakshadweep,2018,Q3 (Jul - Sep),918
Madhya Pradesh,indore,2018,Q3 (Jul - Sep),585621
Madhya Pradesh,bhopal,2018,Q3 (Jul - Sep),474192
Madhya Pradesh,gwalior,2018,Q3 (Jul - Sep),236305
Madhya Pradesh,jabalpur,2018,Q3 (Jul - Sep),193535
Madhya Pradesh,ujjain,2018,Q3 (Jul - Sep),143770
Madhya Pradesh,sagar,2018,Q3 (Jul - Sep),128283
Madhya Pradesh,rewa,2018,Q3 (Jul - Sep),125803
Madhya Pradesh,dhar,2018,Q3 (Jul - Sep),110726
Madhya Pradesh,chhindwara,2018,Q3 (Jul - Sep),109266
Madhya Pradesh,dewas,2018,Q3 (Jul - Sep),105774
Maharashtra,pune,2018,Q3 (Jul - Sep),1974138
Maharashtra,mumbai suburban,2018,Q3 (Jul - Sep),1218632
Maharashtra,thane,2018,Q3 (Jul - Sep),1104206
Maharashtra,nashik,2018,Q3 (Jul - Sep),552556
Maharashtra,nagpur,2018,Q3 (Jul - Sep),487280
Maharashtra,aurangabad,2018,Q3 (Jul - Sep),428394
Maharashtra,mumbai,2018,Q3 (Jul - Sep),410878
Maharashtra,ahmednagar,2018,Q3 (Jul - Sep),344804
Maharashtra,solapur,2018,Q3 (Jul - Sep),331428
Maharashtra,palghar,2018,Q3 (Jul - Sep),312322
Manipur,imphal west,2018,Q3 (Jul - Sep),21696
Manipur,imphal east,2018,Q3 (Jul - Sep),13541
Manipur,thoubal,2018,Q3 (Jul - Sep),6112
Manipur,bishnupur,2018,Q3 (Jul - Sep),5106
Manipur,churachandpur,2018,Q3 (Jul - Sep),3420
Manipur,kangpokpi,2018,Q3 (Jul - Sep),3073
Manipur,kakching,2018,Q3 (Jul - Sep),2326
Manipur,ukhrul,2018,Q3 (Jul - Sep),1346
Manipur,tamenglong,2018,Q3 (Jul - Sep),1268
Manipur,jiribam,2018,Q3 (Jul - Sep),1086
Meghalaya,east khasi hills,2018,Q3 (Jul - Sep),17543
Meghalaya,west garo hills,2018,Q3 (Jul - Sep),7529
Meghalaya,ribhoi,2018,Q3 (Jul - Sep),3889
Meghalaya,east jaintia hills,2018,Q3 (Jul - Sep),2886
Meghalaya,west jaintia hills,2018,Q3 (Jul - Sep),1465
Meghalaya,south garo hills,2018,Q3 (Jul - Sep),821
Meghalaya,south west garo hills,2018,Q3 (Jul - Sep),810
Meghalaya,north garo hills,2018,Q3 (Jul - Sep),737
Meghalaya,west khasi hills,2018,Q3 (Jul - Sep),730
Meghalaya,east garo hills,2018,Q3 (Jul - Sep),694
Mizoram,aizawl,2018,Q3 (Jul - Sep),8460
Mizoram,lunglei,2018,Q3 (Jul - Sep),1751
Mizoram,kolasib,2018,Q3 (Jul - Sep),1012
Mizoram,lawngtlai,2018,Q3 (Jul - Sep),922
Mizoram,champhai,2018,Q3 (Jul - Sep),729
Mizoram,serchhip,2018,Q3 (Jul - Sep),633
Mizoram,mamit,2018,Q3 (Jul - Sep),599
Mizoram,saiha,2018,Q3 (Jul - Sep),396
Nagaland,dimapur,2018,Q3 (Jul - Sep),17039
Nagaland,kohima,2018,Q3 (Jul - Sep),6298
Nagaland,mokokchung,2018,Q3 (Jul - Sep),2313
Nagaland,mon,2018,Q3 (Jul - Sep),1287
Nagaland,phek,2018,Q3 (Jul - Sep),1083
Nagaland,wokha,2018,Q3 (Jul - Sep),1017
Nagaland,tuensang,2018,Q3 (Jul - Sep),934
Nagaland,zunheboto,2018,Q3 (Jul - Sep),821
Nagaland,peren,2018,Q3 (Jul - Sep),526
Nagaland,kiphire,2018,Q3 (Jul - Sep),465
Odisha,khordha,2018,Q3 (Jul - Sep),499472
Odisha,cuttack,2018,Q3 (Jul - Sep),239067
Odisha,ganjam,2018,Q3 (Jul - Sep),217114
Odisha,baleshwar,2018,Q3 (Jul - Sep),180370
Odisha,jajapur,2018,Q3 (Jul - Sep),149049
Odisha,sundargarh,2018,Q3 (Jul - Sep),130288
Odisha,puri,2018,Q3 (Jul - Sep),124859
Odisha,kendujhar,2018,Q3 (Jul - Sep),108387
Odisha,bhadrak,2018,Q3 (Jul - Sep),105030
Odisha,anugul,2018,Q3 (Jul - Sep),97856
Puducherry,puducherry,2018,Q3 (Jul - Sep),68634
Puducherry,karaikal,2018,Q3 (Jul - Sep),7174
Puducherry,yanam,2018,Q3 (Jul - Sep),3926
Puducherry,mahe,2018,Q3 (Jul - Sep),1812
Punjab,ludhiana,2018,Q3 (Jul - Sep),296414
Punjab,sas nagar,2018,Q3 (Jul - Sep),201458
Punjab,patiala,2018,Q3 (Jul - Sep),113902
Punjab,amritsar,2018,Q3 (Jul - Sep),108935
Punjab,jalandhar,2018,Q3 (Jul - Sep),104824
Punjab,bathinda,2018,Q3 (Jul - Sep),88508
Punjab,fazilka,2018,Q3 (Jul - Sep),73785
Punjab,sangrur,2018,Q3 (Jul - Sep),64978
Punjab,hoshiarpur,2018,Q3 (Jul - Sep),45862
Punjab,gurdaspur,2018,Q3 (Jul - Sep),39920
Rajasthan,jaipur,2018,Q3 (Jul - Sep),1438305
Rajasthan,alwar,2018,Q3 (Jul - Sep),345018
Rajasthan,jodhpur,2018,Q3 (Jul - Sep),278965
Rajasthan,kota,2018,Q3 (Jul - Sep),218406
Rajasthan,sikar,2018,Q3 (Jul - Sep),216465
Rajasthan,ajmer,2018,Q3 (Jul - Sep),193489
Rajasthan,bhilwara,2018,Q3 (Jul - Sep),184376
Rajasthan,udaipur,2018,Q3 (Jul - Sep),176698
Rajasthan,nagaur,2018,Q3 (Jul - Sep),170749
Rajasthan,jhunjhunu,2018,Q3 (Jul - Sep),162942
Sikkim,east,2018,Q3 (Jul - Sep),23460
Sikkim,south,2018,Q3 (Jul - Sep),6943
Sikkim,west,2018,Q3 (Jul - Sep),4042
Sikkim,north,2018,Q3 (Jul - Sep),3192
Tamil Nadu,chennai,2018,Q3 (Jul - Sep),511138
Tamil Nadu,thiruvallur,2018,Q3 (Jul - Sep),381620
Tamil Nadu,chengalpattu,2018,Q3 (Jul - Sep),368413
Tamil Nadu,coimbatore,2018,Q3 (Jul - Sep),318461
Tamil Nadu,kancheepuram,2018,Q3 (Jul - Sep),239985
Tamil Nadu,tiruppur,2018,Q3 (Jul - Sep),172195
Tamil Nadu,salem,2018,Q3 (Jul - Sep),164489
Tamil Nadu,madurai,2018,Q3 (Jul - Sep),138064
Tamil Nadu,krishnagiri,2018,Q3 (Jul - Sep),128769
Tamil Nadu,tiruchirappalli,2018,Q3 (Jul - Sep),119661
Telangana,hyderabad,2018,Q3 (Jul - Sep),1024241
Telangana,rangareddy,2018,Q3 (Jul - Sep),963186
Telangana,medchal malkajgiri,2018,Q3 (Jul - Sep),828425
Telangana,sangareddy,2018,Q3 (Jul - Sep),220802
Telangana,warangal urban,2018,Q3 (Jul - Sep),199919
Telangana,karimnagar,2018,Q3 (Jul - Sep),148562
Telangana,khammam,2018,Q3 (Jul - Sep),135353
Telangana,nalgonda,2018,Q3 (Jul - Sep),134723
Telangana,nizamabad,2018,Q3 (Jul - Sep),120650
Telangana,peddapalle,2018,Q3 (Jul - Sep),102365
Tripura,west tripura,2018,Q3 (Jul - Sep),53531
Tripura,south tripura,2018,Q3 (Jul - Sep),12286
Tripura,sepahijala,2018,Q3 (Jul - Sep),10803
Tripura,gomati,2018,Q3 (Jul - Sep),10168
Tripura,north tripura,2018,Q3 (Jul - Sep),9771
Tripura,dhalai,2018,Q3 (Jul - Sep),8039
Tripura,khowai,2018,Q3 (Jul - Sep),6816
Tripura,unakoti,2018,Q3 (Jul - Sep),5460
Uttar Pradesh,gautam buddha nagar,2018,Q3 (Jul - Sep),727480
Uttar Pradesh,lucknow,2018,Q3 (Jul - Sep),620328
Uttar Pradesh,ghaziabad,2018,Q3 (Jul - Sep),538532
Uttar Pradesh,prayagraj,2018,Q3 (Jul - Sep),363743
Uttar Pradesh,varanasi,2018,Q3 (Jul - Sep),352604
Uttar Pradesh,kanpur nagar,2018,Q3 (Jul - Sep),349250
Uttar Pradesh,agra,2018,Q3 (Jul - Sep),257453
Uttar Pradesh,gorakhpur,2018,Q3 (Jul - Sep),224409
Uttar Pradesh,meerut,2018,Q3 (Jul - Sep),205977
Uttar Pradesh,bareilly,2018,Q3 (Jul - Sep),187467
Uttarakhand,dehradun,2018,Q3 (Jul - Sep),246477
Uttarakhand,haridwar,2018,Q3 (Jul - Sep),174526
Uttarakhand,udham singh nagar,2018,Q3 (Jul - Sep),162754
Uttarakhand,nainital,2018,Q3 (Jul - Sep),79936
Uttarakhand,pauri garhwal,2018,Q3 (Jul - Sep),36059
Uttarakhand,tehri garhwal,2018,Q3 (Jul - Sep),23575
Uttarakhand,almora,2018,Q3 (Jul - Sep),20152
Uttarakhand,pithoragarh,2018,Q3 (Jul - Sep),16483
Uttarakhand,chamoli,2018,Q3 (Jul - Sep),14112
Uttarakhand,uttarkashi,2018,Q3 (Jul - Sep),10793
West Bengal,north twenty four parganas,2018,Q3 (Jul - Sep),722572
West Bengal,kolkata,2018,Q3 (Jul - Sep),548600
West Bengal,murshidabad,2018,Q3 (Jul - Sep),335935
West Bengal,south twenty four parganas,2018,Q3 (Jul - Sep),284988
West Bengal,hooghly,2018,Q3 (Jul - Sep),280640
West Bengal,nadia,2018,Q3 (Jul - Sep),262694
West Bengal,howrah,2018,Q3 (Jul - Sep),255445
West Bengal,purba medinipur,2018,Q3 (Jul - Sep),252759
West Bengal,paschim bardhaman,2018,Q3 (Jul - Sep),251021
West Bengal,paschim medinipur,2018,Q3 (Jul - Sep),238405
Andaman & Nicobar,south andaman,2018,Q4 (Oct - Dec),13133
Andaman & Nicobar,north and middle andaman,2018,Q4 (Oct - Dec),1553
