State,District,Year,Quarter,Total_transaction,Transaction_amount
Kerala,palakkad,2018,Q4 (Oct - Dec),278099,493228367
Kerala,kottayam,2018,Q4 (Oct - Dec),244161,436012749
Kerala,kannur,2018,Q4 (Oct - Dec),221021,387384391
Kerala,kollam,2018,Q4 (Oct - Dec),201274,339663300
Kerala,alappuzha,2018,Q4 (Oct - Dec),180730,307021229
Ladakh,leh ladakh,2018,Q4 (Oct - Dec),26838,103879000
Ladakh,kargil,2018,Q4 (Oct - Dec),8373,31643842
Lakshadweep,lakshadweep,2018,Q4 (Oct - Dec),1642,4463213
Madhya Pradesh,bhopal,2018,Q4 (Oct - Dec),4226983,6249310700
Madhya Pradesh,indore,2018,Q4 (Oct - Dec),2826520,5075021922
Madhya Pradesh,gwalior,2018,Q4 (Oct - Dec),894712,1644666010
Madhya Pradesh,jabalpur,2018,Q4 (Oct - Dec),866243,1360238729
Madhya Pradesh,sehore,2018,Q4 (Oct - Dec),783146,1051788224
Madhya Pradesh,rewa,2018,Q4 (Oct - Dec),588836,933681137
Madhya Pradesh,ujjain,2018,Q4 (Oct - Dec),585638,981666410
Madhya Pradesh,sagar,2018,Q4 (Oct - Dec),573261,742271402
Madhya Pradesh,dhar,2018,Q4 (Oct - Dec),536104,820460181
Madhya Pradesh,dewas,2018,Q4 (Oct - Dec),501654,821092172
Maharashtra,pune,2018,Q4 (Oct - Dec),11075153,18048884123
Maharashtra,mumbai,2018,Q4 (Oct - Dec),6060284,11506143747
Maharashtra,mumbai suburban,2018,Q4 (Oct - Dec),4635750,8268990734
Maharashtra,thane,2018,Q4 (Oct - Dec),4198385,7592415202
Maharashtra,nagpur,2018,Q4 (Oct - Dec),1884842,3079870457
Maharashtra,nashik,2018,Q4 (Oct - Dec),1881354,3510737505
Maharashtra,aurangabad,2018,Q4 (Oct - Dec),1685901,2758523355
Maharashtra,solapur,2018,Q4 (Oct - Dec),1266285,2368140884
Maharashtra,ahmednagar,2018,Q4 (Oct - Dec),1226980,2363347728
Maharashtra,palghar,2018,Q4 (Oct - Dec),1088141,1842460037
Manipur,imphal west,2018,Q4 (Oct - Dec),71845,181598328
Manipur,imphal east,2018,Q4 (Oct - Dec),54610,129176222
Manipur,thoubal,2018,Q4 (Oct - Dec),24817,52899731
Manipur,bishnupur,2018,Q4 (Oct - Dec),19048,37263259
Manipur,churachandpur,2018,Q4 (Oct - Dec),14801,54503246
Manipur,kangpokpi,2018,Q4 (Oct - Dec),13325,42081524
Manipur,kakching,2018,Q4 (Oct - Dec),6508,13429124
Manipur,jiribam,2018,Q4 (Oct - Dec),5444,13414981
Manipur,tengnoupal,2018,Q4 (Oct - Dec),5426,22155446
Manipur,tamenglong,2018,Q4 (Oct - Dec),4866,13057576
Meghalaya,east khasi hills,2018,Q4 (Oct - Dec),70386,167808906
Meghalaya,west garo hills,2018,Q4 (Oct - Dec),29000,52674487
Meghalaya,east jaintia hills,2018,Q4 (Oct - Dec),20614,37885027
Meghalaya,ribhoi,2018,Q4 (Oct - Dec),18294,42066652
Meghalaya,west jaintia hills,2018,Q4 (Oct - Dec),4693,7562803
Meghalaya,north garo hills,2018,Q4 (Oct - Dec),4011,4590211
Meghalaya,south west garo hills,2018,Q4 (Oct - Dec),3950,4531236
Meghalaya,south garo hills,2018,Q4 (Oct - Dec),3037,6001319
Meghalaya,west khasi hills,2018,Q4 (Oct - Dec),2821,5962239
Meghalaya,east garo hills,2018,Q4 (Oct - Dec),2808,5832920
Mizoram,aizawl,2018,Q4 (Oct - Dec),31828,114757156
Mizoram,lunglei,2018,Q4 (Oct - Dec),6349,20867419
Mizoram,kolasib,2018,Q4 (Oct - Dec),4701,13882638
Mizoram,mamit,2018,Q4 (Oct - Dec),4168,12100776
Mizoram,serchhip,2018,Q4 (Oct - Dec),2830,9311124
Mizoram,lawngtlai,2018,Q4 (Oct - Dec),2341,5862745
Mizoram,champhai,2018,Q4 (Oct - Dec),1726,6092672
Mizoram,saiha,2018,Q4 (Oct - Dec),1299,7552316
Nagaland,dimapur,2018,Q4 (Oct - Dec),68046,202172094
Nagaland,kohima,2018,Q4 (Oct - Dec),28604,84867917
Nagaland,mokokchung,2018,Q4 (Oct - Dec),10673,21026422
Nagaland,mon,2018,Q4 (Oct - Dec),7966,25315124
Nagaland,tuensang,2018,Q4 (Oct - Dec),5518,14443409
Nagaland,zunheboto,2018,Q4 (Oct - Dec),4966,12449027
Nagaland,wokha,2018,Q4 (Oct - Dec),4959,8954846
Nagaland,phek,2018,Q4 (Oct - Dec),3615,6547794
Nagaland,peren,2018,Q4 (Oct - Dec),2071,6712394
Nagaland,kiphire,2018,Q4 (Oct - Dec),2008,3577703
Odisha,khordha,2018,Q4 (Oct - Dec),4036038,4756776453
Odisha,baleshwar,2018,Q4 (Oct - Dec),1996845,1819634443
Odisha,cuttack,2018,Q4 (Oct - Dec),1823683,1900469800
Odisha,ganjam,2018,Q4 (Oct - Dec),1402146,1733900621
Odisha,jajapur,2018,Q4 (Oct - Dec),1228698,1110622397
Odisha,puri,2018,Q4 (Oct - Dec),1076748,919852799
Odisha,bhadrak,2018,Q4 (Oct - Dec),1048520,1040836292
Odisha,kendujhar,2018,Q4 (Oct - Dec),774382,951193274
Odisha,dhenkanal,2018,Q4 (Oct - Dec),736715,606485615
Odisha,jagatsinghapur,2018,Q4 (Oct - Dec),729403,588561101
Puducherry,puducherry,2018,Q4 (Oct - Dec),253397,511150128
Puducherry,karaikal,2018,Q4 (Oct - Dec),34809,77106295
Puducherry,yanam,2018,Q4 (Oct - Dec),14991,30135590
Puducherry,mahe,2018,Q4 (Oct - Dec),4767,7299650
Punjab,ludhiana,2018,Q4 (Oct - Dec),1098598,2226953590
Punjab,sas nagar,2018,Q4 (Oct - Dec),771033,1538255981
Punjab,patiala,2018,Q4 (Oct - Dec),343229,854933124
Punjab,jalandhar,2018,Q4 (Oct - Dec),309298,787278146
Punjab,sangrur,2018,Q4 (Oct - Dec),300930,429092237
Punjab,amritsar,2018,Q4 (Oct - Dec),300266,797440476
Punjab,bathinda,2018,Q4 (Oct - Dec),253384,614565899
Punjab,fazilka,2018,Q4 (Oct - Dec),213017,434770271
Punjab,pathankot,2018,Q4 (Oct - Dec),155199,443194938
Punjab,kapurthala,2018,Q4 (Oct - Dec),140093,271879526
Rajasthan,jaipur,2018,Q4 (Oct - Dec),7271209,12107341570
Rajasthan,alwar,2018,Q4 (Oct - Dec),1532807,2700489271
Rajasthan,jodhpur,2018,Q4 (Oct - Dec),854003,1928732779
Rajasthan,kota,2018,Q4 (Oct - Dec),831676,1186913794
Rajasthan,bhilwara,2018,Q4 (Oct - Dec),781679,1420324850
Rajasthan,sikar,2018,Q4 (Oct - Dec),735428,1558681541
Rajasthan,dausa,2018,Q4 (Oct - Dec),673282,921613483
Rajasthan,udaipur,2018,Q4 (Oct - Dec),606049,1219187067
Rajasthan,ajmer,2018,Q4 (Oct - Dec),577840,1318562548
Rajasthan,ganganagar,2018,Q4 (Oct - Dec),561084,1174061620
Sikkim,east,2018,Q4 (Oct - Dec),84485,216960325
Sikkim,south,2018,Q4 (Oct - Dec),34495,60113689
Sikkim,west,2018,Q4 (Oct - Dec),19567,51859359
Sikkim,north,2018,Q4 (Oct - Dec),15986,54207984
Tamil Nadu,chennai,2018,Q4 (Oct - Dec),8007699,14632395110
Tamil Nadu,chengalpattu,2018,Q4 (Oct - Dec),1974233,3371036660
Tamil Nadu,coimbatore,2018,Q4 (Oct - Dec),1902305,3656789906
Tamil Nadu,thiruvallur,2018,Q4 (Oct - Dec),1578958,2979682370
Tamil Nadu,kancheepuram,2018,Q4 (Oct - Dec),1161731,2100098547
Tamil Nadu,tiruppur,2018,Q4 (Oct - Dec),811860,1780229997
Tamil Nadu,salem,2018,Q4 (Oct - Dec),696312,1471377592
Tamil Nadu,krishnagiri,2018,Q4 (Oct - Dec),593519,1260396240
Tamil Nadu,tiruchirappalli,2018,Q4 (Oct - Dec),521026,1117403132
Tamil Nadu,madurai,2018,Q4 (Oct - Dec),474612,1067216902
Telangana,hyderabad,2018,Q4 (Oct - Dec),9360515,14727846731
Telangana,rangareddy,2018,Q4 (Oct - Dec),5803319,9396311751
Telangana,medchal malkajgiri,2018,Q4 (Oct - Dec),4598129,7288821271
Telangana,warangal urban,2018,Q4 (Oct - Dec),917418,1553820916
Telangana,sangareddy,2018,Q4 (Oct - Dec),868099,1617023609
Telangana,karimnagar,2018,Q4 (Oct - Dec),597642,1058366451
Telangana,nalgonda,2018,Q4 (Oct - Dec),520637,1111613192
Telangana,khammam,2018,Q4 (Oct - Dec),462678,958128373
Telangana,siddipet,2018,Q4 (Oct - Dec),414378,824913162
Telangana,peddapalle,2018,Q4 (Oct - Dec),390467,777939864
Tripura,west tripura,2018,Q4 (Oct - Dec),192827,305112898
Tripura,sepahijala,2018,Q4 (Oct - Dec),53688,62851730
Tripura,south tripura,2018,Q4 (Oct - Dec),49820,66095950
Tripura,gomati,2018,Q4 (Oct - Dec),38970,48523976
Tripura,north tripura,2018,Q4 (Oct - Dec),34385,44032488
Tripura,dhalai,2018,Q4 (Oct - Dec),28775,46429185
Tripura,khowai,2018,Q4 (Oct - Dec),26880,33718919
Tripura,unakoti,2018,Q4 (Oct - Dec),22714,18120450
Uttar Pradesh,gautam buddha nagar,2018,Q4 (Oct - Dec),6083056,7483532543
Uttar Pradesh,ghaziabad,2018,Q4 (Oct - Dec),2891774,4117778328
Uttar Pradesh,lucknow,2018,Q4 (Oct - Dec),2611582,4678614438
Uttar Pradesh,varanasi,2018,Q4 (Oct - Dec),1806800,2082572099
Uttar Pradesh,prayagraj,2018,Q4 (Oct - Dec),1603709,2373886785
Uttar Pradesh,kanpur nagar,2018,Q4 (Oct - Dec),1254123,2045066575
Uttar Pradesh,gorakhpur,2018,Q4 (Oct - Dec),879250,1682899421
Uttar Pradesh,bareilly,2018,Q4 (Oct - Dec),797506,1011406319
Uttar Pradesh,agra,2018,Q4 (Oct - Dec),705927,1401083560
Uttar Pradesh,meerut,2018,Q4 (Oct - Dec),700099,1476906079
Uttarakhand,dehradun,2018,Q4 (Oct - Dec),839564,1866928298
Uttarakhand,udham singh nagar,2018,Q4 (Oct - Dec),817760,1063327513
Uttarakhand,haridwar,2018,Q4 (Oct - Dec),780667,1361862781
Uttarakhand,nainital,2018,Q4 (Oct - Dec),262453,434444465
Uttarakhand,pauri garhwal,2018,Q4 (Oct - Dec),124351,217330050
Uttarakhand,tehri garhwal,2018,Q4 (Oct - Dec),72394,157761446
Uttarakhand,almora,2018,Q4 (Oct - Dec),71874,117821119
Uttarakhand,pithoragarh,2018,Q4 (Oct - Dec),54756,120923916
Uttarakhand,chamoli,2018,Q4 (Oct - Dec),44084,93713092
Uttarakhand,uttarkashi,2018,Q4 (Oct - Dec),32970,74788538
West Bengal,kolkata,2018,Q4 (Oct - Dec),5401244,8502095208
West Bengal,birbhum,2018,Q4 (Oct - Dec),4639212,6605150572
West Bengal,north twenty four parganas,2018,Q4 (Oct - Dec),4412163,5106478584
West Bengal,murshidabad,2018,Q4 (Oct - Dec),2771908,2073820544
West Bengal,hooghly,2018,Q4 (Oct - Dec),2105799,1620745549
West Bengal,south twenty four parganas,2018,Q4 (Oct - Dec),1839620,1674747743
West Bengal,bankura,2018,Q4 (Oct - Dec),1674744,830580184
West Bengal,paschim medinipur,2018,Q4 (Oct - Dec),1645590,1540090393
West Bengal,purba medinipur,2018,Q4 (Oct - Dec),1603344,1962876573
West Bengal,nadia,2018,Q4 (Oct - Dec),1602207,1483069809
Andaman & Nicobar,south andaman,2019,Q1 (Jan - Mar),25683,85501972
Andaman & Nicobar,north and middle andaman,2019,Q1 (Jan - Mar),3264,9561708
Andaman & Nicobar,nicobars,2019,Q1 (Jan - Mar),1539,7236059
Andhra Pradesh,visakhapatnam,2019,Q1 (Jan - Mar),9690866,13459857440
Andhra Pradesh,chittoor,2019,Q1 (Jan - Mar),6486813,8223371732
Andhra Pradesh,krishna,2019,Q1 (Jan - Mar),5443981,9061346433
Andhra Pradesh,east godavari,2019,Q1 (Jan - Mar),5440146,7382264724
Andhra Pradesh,guntur,2019,Q1 (Jan - Mar),4846553,7765934169
Andhra Pradesh,kurnool,2019,Q1 (Jan - Mar),4193432,5541564892
Andhra Pradesh,anantapur,2019,Q1 (Jan - Mar),3891336,6044730653
Andhra Pradesh,spsr nellore,2019,Q1 (Jan - Mar),3333584,5161932216
Andhra Pradesh,prakasam,2019,Q1 (Jan - Mar),2931081,4807527779
Andhra Pradesh,ysr,2019,Q1 (Jan - Mar),2852197,4915811593
Arunachal Pradesh,papum pare,2019,Q1 (Jan - Mar),70941,188556716
Arunachal Pradesh,west kameng,2019,Q1 (Jan - Mar),34289,101333633
Arunachal Pradesh,changlang,2019,Q1 (Jan - Mar),17589,40239141
Arunachal Pradesh,lohit,2019,Q1 (Jan - Mar),15896,42834776
Arunachal Pradesh,east siang,2019,Q1 (Jan - Mar),15621,39284373
Arunachal Pradesh,tawang,2019,Q1 (Jan - Mar),13102,39489779
Arunachal Pradesh,namsai,2019,Q1 (Jan - Mar),8600,20065516
Arunachal Pradesh,longding,2019,Q1 (Jan - Mar),7287,25349462
Arunachal Pradesh,tirap,2019,Q1 (Jan - Mar),6877,14075747
Arunachal Pradesh,lower dibang valley,2019,Q1 (Jan - Mar),6314,13738776
Assam,kamrup metropolitan,2019,Q1 (Jan - Mar),1306775,2605380335
Assam,nagaon,2019,Q1 (Jan - Mar),265767,382986937
Assam,barpeta,2019,Q1 (Jan - Mar),262834,416977891
Assam,cachar,2019,Q1 (Jan - Mar),206705,335675210
Assam,kamrup,2019,Q1 (Jan - Mar),205094,325387078
Assam,sonitpur,2019,Q1 (Jan - Mar),197716,409811805
Assam,dibrugarh,2019,Q1 (Jan - Mar),180303,308520050
Assam,marigaon,2019,Q1 (Jan - Mar),162645,225891536
Assam,tinsukia,2019,Q1 (Jan - Mar),147896,296016100
Assam,dhubri,2019,Q1 (Jan - Mar),129363,168832530
Bihar,patna,2019,Q1 (Jan - Mar),7894598,11217940482
Bihar,muzaffarpur,2019,Q1 (Jan - Mar),1262299,2061506662
Bihar,purbi champaran,2019,Q1 (Jan - Mar),1069790,1856147556
Bihar,gaya,2019,Q1 (Jan - Mar),1025084,1460009336
Bihar,nalanda,2019,Q1 (Jan - Mar),946010,1077003028
Bihar,pashchim champaran,2019,Q1 (Jan - Mar),938338,1627339576
Bihar,rohtas,2019,Q1 (Jan - Mar),879724,1104230103
Bihar,samastipur,2019,Q1 (Jan - Mar),792952,1239854737
Bihar,darbhanga,2019,Q1 (Jan - Mar),763583,1448771357
Bihar,vaishali,2019,Q1 (Jan - Mar),749004,1174950625
Chandigarh,chandigarh,2019,Q1 (Jan - Mar),1274476,2396032050
Chhattisgarh,raipur,2019,Q1 (Jan - Mar),1847370,2956050311
Chhattisgarh,durg,2019,Q1 (Jan - Mar),1008156,1453318461
Chhattisgarh,janjgir champa,2019,Q1 (Jan - Mar),772956,1002709901
Chhattisgarh,bilaspur,2019,Q1 (Jan - Mar),760633,1049002076
Chhattisgarh,raigarh,2019,Q1 (Jan - Mar),487271,806661077
Chhattisgarh,korba,2019,Q1 (Jan - Mar),372554,577233813
Chhattisgarh,rajnandgaon,2019,Q1 (Jan - Mar),247733,400107405
Chhattisgarh,baloda bazar,2019,Q1 (Jan - Mar),241579,389323840
Chhattisgarh,surguja,2019,Q1 (Jan - Mar),227723,429088362
Chhattisgarh,mahasamund,2019,Q1 (Jan - Mar),195292,369728146
Dadra and Nagar Haveli and Daman and Diu,dadra and nagar haveli,2019,Q1 (Jan - Mar),386213,505553450
Dadra and Nagar Haveli and Daman and Diu,daman,2019,Q1 (Jan - Mar),259564,315877185
Dadra and Nagar Haveli and Daman and Diu,diu,2019,Q1 (Jan - Mar),16037,21939140
Delhi,central delhi,2019,Q1 (Jan - Mar),12885975,16258175800
Delhi,new delhi,2019,Q1 (Jan - Mar),10000765,13939472234
Delhi,south east delhi,2019,Q1 (Jan - Mar),4177871,4783209115
Delhi,west,2019,Q1 (Jan - Mar),3962949,5022146273
Delhi,east,2019,Q1 (Jan - Mar),3074036,2994257491
Delhi,north west,2019,Q1 (Jan - Mar),3030848,3421611240
Delhi,south,2019,Q1 (Jan - Mar),2571440,2944578121
Delhi,north,2019,Q1 (Jan - Mar),2528129,2919441273
Delhi,south west,2019,Q1 (Jan - Mar),2287011,2903464344
Delhi,shahdara,2019,Q1 (Jan - Mar),1402956,1800644587
Goa,north goa,2019,Q1 (Jan - Mar),441807,940864352
Goa,south goa,2019,Q1 (Jan - Mar),297005,534459044
Gujarat,ahmadabad,2019,Q1 (Jan - Mar),7894660,10956007756
Gujarat,surat,2019,Q1 (Jan - Mar),3283182,5664609103
Gujarat,vadodara,2019,Q1 (Jan - Mar),1655864,2706612327
Gujarat,gandhinagar,2019,Q1 (Jan - Mar),1244457,1559852035
Gujarat,navsari,2019,Q1 (Jan - Mar),1112006,1853217634
Gujarat,bharuch,2019,Q1 (Jan - Mar),926374,1330716993
Gujarat,mahesana,2019,Q1 (Jan - Mar),899763,1021313511
Gujarat,kachchh,2019,Q1 (Jan - Mar),895127,1364193288
Gujarat,banas kantha,2019,Q1 (Jan - Mar),805139,1054321489
Gujarat,valsad,2019,Q1 (Jan - Mar),750124,983591069
Haryana,gurugram,2019,Q1 (Jan - Mar),8723777,10558099866
Haryana,faridabad,2019,Q1 (Jan - Mar),4020631,4128377201
Haryana,rewari,2019,Q1 (Jan - Mar),992599,1395914440
Haryana,palwal,2019,Q1 (Jan - Mar),719323,1032542809
Haryana,hisar,2019,Q1 (Jan - Mar),703750,1656524675
Haryana,sonipat,2019,Q1 (Jan - Mar),699422,1419939621
Haryana,panipat,2019,Q1 (Jan - Mar),685081,1414874465
Haryana,karnal,2019,Q1 (Jan - Mar),589011,1295083691
Haryana,rohtak,2019,Q1 (Jan - Mar),575222,1345411743
Haryana,jhajjar,2019,Q1 (Jan - Mar),548076,1042049466
Himachal Pradesh,solan,2019,Q1 (Jan - Mar),626201,733453989
Himachal Pradesh,shimla,2019,Q1 (Jan - Mar),363648,708861957
Himachal Pradesh,kangra,2019,Q1 (Jan - Mar),266655,478900506
Himachal Pradesh,sirmaur,2019,Q1 (Jan - Mar),174812,238804557
Himachal Pradesh,mandi,2019,Q1 (Jan - Mar),167637,287549707
Himachal Pradesh,una,2019,Q1 (Jan - Mar),151550,232335414
Himachal Pradesh,hamirpur,2019,Q1 (Jan - Mar),126323,189186708
Himachal Pradesh,chamba,2019,Q1 (Jan - Mar),104811,170503559
Himachal Pradesh,kullu,2019,Q1 (Jan - Mar),92009,187262819
Himachal Pradesh,bilaspur,2019,Q1 (Jan - Mar),73141,109483745
Jammu & Kashmir,poonch,2019,Q1 (Jan - Mar),1923655,2702486522
Jammu & Kashmir,jammu,2019,Q1 (Jan - Mar),336553,880021398
Jammu & Kashmir,srinagar,2019,Q1 (Jan - Mar),310516,595281412
Jammu & Kashmir,baramulla,2019,Q1 (Jan - Mar),164873,235373167
Jammu & Kashmir,budgam,2019,Q1 (Jan - Mar),141988,182507224
Jammu & Kashmir,anantnag,2019,Q1 (Jan - Mar),92467,115882661
Jammu & Kashmir,pulwama,2019,Q1 (Jan - Mar),73558,128624249
Jammu & Kashmir,kathua,2019,Q1 (Jan - Mar),65843,123437204
Jammu & Kashmir,kupwara,2019,Q1 (Jan - Mar),65813,158106446
Jammu & Kashmir,kulgam,2019,Q1 (Jan - Mar),64816,58528128
Jharkhand,ranchi,2019,Q1 (Jan - Mar),1958897,3112736131
Jharkhand,dhanbad,2019,Q1 (Jan - Mar),1390250,1330543703
Jharkhand,bokaro,2019,Q1 (Jan - Mar),1074907,1046148508
Jharkhand,east singhbhum,2019,Q1 (Jan - Mar),909285,1244357275
Jharkhand,hazaribagh,2019,Q1 (Jan - Mar),658381,1096533636
Jharkhand,giridih,2019,Q1 (Jan - Mar),540524,695057378
Jharkhand,saraikela kharsawan,2019,Q1 (Jan - Mar),395831,376316821
Jharkhand,ramgarh,2019,Q1 (Jan - Mar),349693,489903880
Jharkhand,palamu,2019,Q1 (Jan - Mar),336935,875063883
Jharkhand,koderma,2019,Q1 (Jan - Mar),206484,382615731
Karnataka,bengaluru urban,2019,Q1 (Jan - Mar),65174133,82111161572
Karnataka,mysuru,2019,Q1 (Jan - Mar),1927906,3156454954
Karnataka,bengaluru rural,2019,Q1 (Jan - Mar),1707501,2607054374
Karnataka,belagavi,2019,Q1 (Jan - Mar),1476221,2143704811
Karnataka,ballari,2019,Q1 (Jan - Mar),1396502,2244647823
Karnataka,dharwad,2019,Q1 (Jan - Mar),1312093,1848626654
Karnataka,dakshina kannada,2019,Q1 (Jan - Mar),1086942,1721495724
Karnataka,kolar,2019,Q1 (Jan - Mar),1051914,1634035507
Karnataka,ramanagara,2019,Q1 (Jan - Mar),928541,1444743612
Karnataka,tumakuru,2019,Q1 (Jan - Mar),926600,1788430415
Kerala,ernakulam,2019,Q1 (Jan - Mar),1657527,2766048426
Kerala,thiruvananthapuram,2019,Q1 (Jan - Mar),736407,1242525637
Kerala,kozhikode,2019,Q1 (Jan - Mar),705959,1018056389
Kerala,malappuram,2019,Q1 (Jan - Mar),695313,892807636
Kerala,thrissur,2019,Q1 (Jan - Mar),583045,940781808
Kerala,palakkad,2019,Q1 (Jan - Mar),390957,618358114
Kerala,kottayam,2019,Q1 (Jan - Mar),348566,558480707
Kerala,kannur,2019,Q1 (Jan - Mar),309217,493947068
Kerala,kollam,2019,Q1 (Jan - Mar),267030,424402104
Kerala,alappuzha,2019,Q1 (Jan - Mar),252186,388624847
Ladakh,leh ladakh,2019,Q1 (Jan - Mar),36320,118531360
Ladakh,kargil,2019,Q1 (Jan - Mar),9825,34328560
Lakshadweep,lakshadweep,2019,Q1 (Jan - Mar),2481,8786130
Madhya Pradesh,bhopal,2019,Q1 (Jan - Mar),8252290,9878412374
Madhya Pradesh,indore,2019,Q1 (Jan - Mar),5731364,8462300131
Madhya Pradesh,sehore,2019,Q1 (Jan - Mar),1598108,1381467050
Madhya Pradesh,jabalpur,2019,Q1 (Jan - Mar),1489827,2066194878
Madhya Pradesh,gwalior,2019,Q1 (Jan - Mar),1342886,2088543078
Madhya Pradesh,dhar,2019,Q1 (Jan - Mar),976357,1063530759
Madhya Pradesh,ujjain,2019,Q1 (Jan - Mar),940607,1264261226
Madhya Pradesh,sagar,2019,Q1 (Jan - Mar),925998,1031788235
Madhya Pradesh,dewas,2019,Q1 (Jan - Mar),911351,1084348082
Madhya Pradesh,rewa,2019,Q1 (Jan - Mar),866533,1138882577
Maharashtra,pune,2019,Q1 (Jan - Mar),23360634,32233517413
Maharashtra,mumbai,2019,Q1 (Jan - Mar),8672352,14116666928
Maharashtra,mumbai suburban,2019,Q1 (Jan - Mar),6743762,10706972932
Maharashtra,thane,2019,Q1 (Jan - Mar),6590587,10262365751
Maharashtra,nagpur,2019,Q1 (Jan - Mar),3417783,4445200035
Maharashtra,nashik,2019,Q1 (Jan - Mar),2967544,4544409151
Maharashtra,aurangabad,2019,Q1 (Jan - Mar),2792378,3834151759
Maharashtra,ahmednagar,2019,Q1 (Jan - Mar),1729326,2957722310
Maharashtra,palghar,2019,Q1 (Jan - Mar),1719894,2564696463
Maharashtra,solapur,2019,Q1 (Jan - Mar),1711532,2915291684
Manipur,imphal west,2019,Q1 (Jan - Mar),79612,205676258
Manipur,imphal east,2019,Q1 (Jan - Mar),65076,147611078
Manipur,thoubal,2019,Q1 (Jan - Mar),24257,47210976
Manipur,bishnupur,2019,Q1 (Jan - Mar),19486,48193281
Manipur,churachandpur,2019,Q1 (Jan - Mar),16940,53360483
Manipur,kangpokpi,2019,Q1 (Jan - Mar),15937,42225052
Manipur,kakching,2019,Q1 (Jan - Mar),6683,13774811
Manipur,tamenglong,2019,Q1 (Jan - Mar),6373,13975000
Manipur,ukhrul,2019,Q1 (Jan - Mar),6222,16838560
Manipur,tengnoupal,2019,Q1 (Jan - Mar),6064,21054191
Meghalaya,east khasi hills,2019,Q1 (Jan - Mar),101662,201352082
Meghalaya,west garo hills,2019,Q1 (Jan - Mar),30087,58548564
Meghalaya,ribhoi,2019,Q1 (Jan - Mar),27304,55813436
Meghalaya,east jaintia hills,2019,Q1 (Jan - Mar),25054,46007520
Meghalaya,west jaintia hills,2019,Q1 (Jan - Mar),5411,7594602
Meghalaya,south west garo hills,2019,Q1 (Jan - Mar),3819,4558241
Meghalaya,north garo hills,2019,Q1 (Jan - Mar),3816,4016398
Meghalaya,west khasi hills,2019,Q1 (Jan - Mar),3646,5045464
Meghalaya,east garo hills,2019,Q1 (Jan - Mar),3529,6495149
Meghalaya,south garo hills,2019,Q1 (Jan - Mar),3146,7486873
Mizoram,aizawl,2019,Q1 (Jan - Mar),40608,125499167
Mizoram,lunglei,2019,Q1 (Jan - Mar),8092,24562628
Mizoram,kolasib,2019,Q1 (Jan - Mar),5590,15775791
Mizoram,mamit,2019,Q1 (Jan - Mar),5400,15141345
Mizoram,lawngtlai,2019,Q1 (Jan - Mar),3749,12077236
Mizoram,serchhip,2019,Q1 (Jan - Mar),2964,9972286
Mizoram,saiha,2019,Q1 (Jan - Mar),2038,8448785
Mizoram,champhai,2019,Q1 (Jan - Mar),1865,6683655
Nagaland,dimapur,2019,Q1 (Jan - Mar),80741,222202606
Nagaland,kohima,2019,Q1 (Jan - Mar),34373,93498426
Nagaland,mokokchung,2019,Q1 (Jan - Mar),11808,22421067
Nagaland,mon,2019,Q1 (Jan - Mar),9694,32110056
Nagaland,zunheboto,2019,Q1 (Jan - Mar),8860,16471426
Nagaland,tuensang,2019,Q1 (Jan - Mar),5962,15964521
Nagaland,wokha,2019,Q1 (Jan - Mar),5694,13111143
Nagaland,phek,2019,Q1 (Jan - Mar),5062,12361140
Nagaland,peren,2019,Q1 (Jan - Mar),2689,6473296
Nagaland,kiphire,2019,Q1 (Jan - Mar),2103,4550857
Odisha,khordha,2019,Q1 (Jan - Mar),9928652,10292381463
Odisha,cuttack,2019,Q1 (Jan - Mar),2843941,2746382808
Odisha,ganjam,2019,Q1 (Jan - Mar),2226839,2660856143
Odisha,baleshwar,2019,Q1 (Jan - Mar),2052883,1780121522
Odisha,jajapur,2019,Q1 (Jan - Mar),2005354,1597716033
Odisha,puri,2019,Q1 (Jan - Mar),1300890,1292024780
Odisha,bhadrak,2019,Q1 (Jan - Mar),1224209,1137735927
Odisha,dhenkanal,2019,Q1 (Jan - Mar),1112474,855542150
Odisha,kendujhar,2019,Q1 (Jan - Mar),1099272,1219690306
Odisha,anugul,2019,Q1 (Jan - Mar),1023176,1083105252
Puducherry,puducherry,2019,Q1 (Jan - Mar),422723,753546044
Puducherry,karaikal,2019,Q1 (Jan - Mar),47329,97328630
Puducherry,yanam,2019,Q1 (Jan - Mar),24489,44751664
Puducherry,mahe,2019,Q1 (Jan - Mar),6551,10846685
Punjab,ludhiana,2019,Q1 (Jan - Mar),1955827,3406467299
Punjab,sas nagar,2019,Q1 (Jan - Mar),1284091,2129328199
Punjab,jalandhar,2019,Q1 (Jan - Mar),463733,969367415
Punjab,patiala,2019,Q1 (Jan - Mar),440799,957447018
Punjab,amritsar,2019,Q1 (Jan - Mar),404192,922712816
Punjab,sangrur,2019,Q1 (Jan - Mar),366386,472831751
Punjab,bathinda,2019,Q1 (Jan - Mar),323075,712296730
Punjab,fazilka,2019,Q1 (Jan - Mar),273038,537572832
Punjab,kapurthala,2019,Q1 (Jan - Mar),262162,366249498
Punjab,hoshiarpur,2019,Q1 (Jan - Mar),159087,333307889
Rajasthan,jaipur,2019,Q1 (Jan - Mar),19178441,25043540802
Rajasthan,alwar,2019,Q1 (Jan - Mar),2791195,3949132714
