State,District,Year,Quarter,Total_transaction,Transaction_amount
Gujarat,kachchh,2020,Q2 (Apr - Jun),1428844,2663558233
Gujarat,rajkot,2020,Q2 (Apr - Jun),1360781,2344811087
Haryana,gurugram,2020,Q2 (Apr - Jun),11284856,14426170120
Haryana,faridabad,2020,Q2 (Apr - Jun),5775792,8177450074
Haryana,palwal,2020,Q2 (Apr - Jun),2090627,3788124543
Haryana,sonipat,2020,Q2 (Apr - Jun),2067865,5016220638
Haryana,rohtak,2020,Q2 (Apr - Jun),2050920,5946541938
Haryana,rewari,2020,Q2 (Apr - Jun),2022132,3582603328
Haryana,panipat,2020,Q2 (Apr - Jun),2011582,5207544726
Haryana,hisar,2020,Q2 (Apr - Jun),1644838,4146210408
Haryana,karnal,2020,Q2 (Apr - Jun),1629574,4045109843
Haryana,mewat,2020,Q2 (Apr - Jun),1598705,3658746771
Himachal Pradesh,shimla,2020,Q2 (Apr - Jun),1090361,2702081598
Himachal Pradesh,solan,2020,Q2 (Apr - Jun),808170,1165900725
Himachal Pradesh,kangra,2020,Q2 (Apr - Jun),800587,1148113744
Himachal Pradesh,mandi,2020,Q2 (Apr - Jun),476844,764632316
Himachal Pradesh,hamirpur,2020,Q2 (Apr - Jun),283099,412476792
Himachal Pradesh,sirmaur,2020,Q2 (Apr - Jun),281385,405760136
Himachal Pradesh,una,2020,Q2 (Apr - Jun),271636,407244006
Himachal Pradesh,kullu,2020,Q2 (Apr - Jun),211730,311597474
Himachal Pradesh,chamba,2020,Q2 (Apr - Jun),195242,282218981
Himachal Pradesh,bilaspur,2020,Q2 (Apr - Jun),191375,284432330
Jammu & Kashmir,jammu,2020,Q2 (Apr - Jun),819252,2746977181
Jammu & Kashmir,srinagar,2020,Q2 (Apr - Jun),440808,1810806888
Jammu & Kashmir,baramulla,2020,Q2 (Apr - Jun),139478,414666518
Jammu & Kashmir,udhampur,2020,Q2 (Apr - Jun),127419,319173115
Jammu & Kashmir,kathua,2020,Q2 (Apr - Jun),114835,227977779
Jammu & Kashmir,kupwara,2020,Q2 (Apr - Jun),114772,359166698
Jammu & Kashmir,budgam,2020,Q2 (Apr - Jun),112970,331830464
Jammu & Kashmir,rajouri,2020,Q2 (Apr - Jun),104655,305656997
Jammu & Kashmir,samba,2020,Q2 (Apr - Jun),92336,202733580
Jammu & Kashmir,pulwama,2020,Q2 (Apr - Jun),85402,271480260
Jharkhand,ranchi,2020,Q2 (Apr - Jun),4656822,10380666521
Jharkhand,dhanbad,2020,Q2 (Apr - Jun),2069288,2849779826
Jharkhand,bokaro,2020,Q2 (Apr - Jun),2042748,2612705534
Jharkhand,east singhbhum,2020,Q2 (Apr - Jun),1939867,2840155683
Jharkhand,hazaribagh,2020,Q2 (Apr - Jun),1409834,2588140607
Jharkhand,giridih,2020,Q2 (Apr - Jun),1094408,1886588905
Jharkhand,palamu,2020,Q2 (Apr - Jun),977293,2564725761
Jharkhand,ramgarh,2020,Q2 (Apr - Jun),881527,1300903967
Jharkhand,garhwa,2020,Q2 (Apr - Jun),599059,1748704415
Jharkhand,saraikela kharsawan,2020,Q2 (Apr - Jun),587527,766916078
Karnataka,bengaluru urban,2020,Q2 (Apr - Jun),132120979,176357097466
Karnataka,mysuru,2020,Q2 (Apr - Jun),7184930,13106859536
Karnataka,bengaluru rural,2020,Q2 (Apr - Jun),4985176,7327672246
Karnataka,belagavi,2020,Q2 (Apr - Jun),4972764,8395766920
Karnataka,tumakuru,2020,Q2 (Apr - Jun),4836880,8510119360
Karnataka,ballari,2020,Q2 (Apr - Jun),4733742,8629333001
Karnataka,dharwad,2020,Q2 (Apr - Jun),4199998,6626617210
Karnataka,kolar,2020,Q2 (Apr - Jun),3965696,6790159344
Karnataka,dakshina kannada,2020,Q2 (Apr - Jun),3531912,6376675751
Karnataka,shivamogga,2020,Q2 (Apr - Jun),3119744,5814372127
Kerala,ernakulam,2020,Q2 (Apr - Jun),4530511,9056027224
Kerala,thiruvananthapuram,2020,Q2 (Apr - Jun),1742767,2599631080
Kerala,kozhikode,2020,Q2 (Apr - Jun),1566564,2243504596
Kerala,thrissur,2020,Q2 (Apr - Jun),1351787,2341058567
Kerala,malappuram,2020,Q2 (Apr - Jun),1257378,1803201659
Kerala,kannur,2020,Q2 (Apr - Jun),998243,1189750957
Kerala,kollam,2020,Q2 (Apr - Jun),893973,1193885128
Kerala,palakkad,2020,Q2 (Apr - Jun),893115,1291966407
Kerala,kottayam,2020,Q2 (Apr - Jun),761782,1204970922
Kerala,alappuzha,2020,Q2 (Apr - Jun),755556,942056560
Ladakh,leh ladakh,2020,Q2 (Apr - Jun),116607,398378484
Ladakh,kargil,2020,Q2 (Apr - Jun),38403,125414514
Lakshadweep,lakshadweep,2020,Q2 (Apr - Jun),7220,16942922
Madhya Pradesh,bhopal,2020,Q2 (Apr - Jun),14074026,27679446324
Madhya Pradesh,indore,2020,Q2 (Apr - Jun),13320426,28685653051
Madhya Pradesh,gwalior,2020,Q2 (Apr - Jun),2624767,4775816368
Madhya Pradesh,jabalpur,2020,Q2 (Apr - Jun),2318052,4127023650
Madhya Pradesh,ujjain,2020,Q2 (Apr - Jun),2060273,3502234253
Madhya Pradesh,sehore,2020,Q2 (Apr - Jun),2007098,3502556848
Madhya Pradesh,chhindwara,2020,Q2 (Apr - Jun),1950309,3543387312
Madhya Pradesh,dewas,2020,Q2 (Apr - Jun),1913320,3316587068
Madhya Pradesh,rewa,2020,Q2 (Apr - Jun),1877915,3929625254
Madhya Pradesh,dhar,2020,Q2 (Apr - Jun),1792207,2906918483
Maharashtra,pune,2020,Q2 (Apr - Jun),58840981,94890914730
Maharashtra,mumbai suburban,2020,Q2 (Apr - Jun),14673823,26603760478
Maharashtra,thane,2020,Q2 (Apr - Jun),12230364,18163626280
Maharashtra,nashik,2020,Q2 (Apr - Jun),11893531,17207891612
Maharashtra,nagpur,2020,Q2 (Apr - Jun),8581175,13518590358
Maharashtra,aurangabad,2020,Q2 (Apr - Jun),7820545,11549930061
Maharashtra,ahmednagar,2020,Q2 (Apr - Jun),6617740,11240715303
Maharashtra,solapur,2020,Q2 (Apr - Jun),6271738,11057370637
Maharashtra,palghar,2020,Q2 (Apr - Jun),4237438,5239353069
Maharashtra,raigad,2020,Q2 (Apr - Jun),4056198,5669347658
Manipur,imphal west,2020,Q2 (Apr - Jun),551775,2034861513
Manipur,imphal east,2020,Q2 (Apr - Jun),127255,269647863
Manipur,bishnupur,2020,Q2 (Apr - Jun),70841,142299534
Manipur,thoubal,2020,Q2 (Apr - Jun),66183,158615301
Manipur,churachandpur,2020,Q2 (Apr - Jun),50818,128936170
Manipur,kangpokpi,2020,Q2 (Apr - Jun),48617,105034881
Manipur,kakching,2020,Q2 (Apr - Jun),30404,53791181
Manipur,ukhrul,2020,Q2 (Apr - Jun),24243,43560417
Manipur,chandel,2020,Q2 (Apr - Jun),21517,49008541
Manipur,tamenglong,2020,Q2 (Apr - Jun),21294,47020896
Meghalaya,east khasi hills,2020,Q2 (Apr - Jun),294655,669450297
Meghalaya,west garo hills,2020,Q2 (Apr - Jun),107355,178844205
Meghalaya,ribhoi,2020,Q2 (Apr - Jun),60451,108416383
Meghalaya,east jaintia hills,2020,Q2 (Apr - Jun),50077,79110098
Meghalaya,west jaintia hills,2020,Q2 (Apr - Jun),26041,22356066
Meghalaya,south west garo hills,2020,Q2 (Apr - Jun),20761,21835410
Meghalaya,east garo hills,2020,Q2 (Apr - Jun),19865,19379120
Meghalaya,north garo hills,2020,Q2 (Apr - Jun),19393,16949021
Meghalaya,south garo hills,2020,Q2 (Apr - Jun),15934,18498464
Meghalaya,west khasi hills,2020,Q2 (Apr - Jun),14911,13551099
Mizoram,aizawl,2020,Q2 (Apr - Jun),93369,238637352
Mizoram,lunglei,2020,Q2 (Apr - Jun),27260,60375778
Mizoram,lawngtlai,2020,Q2 (Apr - Jun),22369,44085859
Mizoram,mamit,2020,Q2 (Apr - Jun),15352,24755549
Mizoram,kolasib,2020,Q2 (Apr - Jun),14432,29350410
Mizoram,serchhip,2020,Q2 (Apr - Jun),10425,19459795
Mizoram,champhai,2020,Q2 (Apr - Jun),8480,20817381
Mizoram,saiha,2020,Q2 (Apr - Jun),6775,19711305
Nagaland,dimapur,2020,Q2 (Apr - Jun),232533,564581175
Nagaland,kohima,2020,Q2 (Apr - Jun),98852,235056409
Nagaland,mon,2020,Q2 (Apr - Jun),42193,72681549
Nagaland,mokokchung,2020,Q2 (Apr - Jun),34034,59551064
Nagaland,phek,2020,Q2 (Apr - Jun),21862,39562622
Nagaland,tuensang,2020,Q2 (Apr - Jun),19823,47286166
Nagaland,wokha,2020,Q2 (Apr - Jun),19427,30734350
Nagaland,zunheboto,2020,Q2 (Apr - Jun),18146,34250745
Nagaland,peren,2020,Q2 (Apr - Jun),11337,17709802
Nagaland,kiphire,2020,Q2 (Apr - Jun),11097,21770604
Odisha,khordha,2020,Q2 (Apr - Jun),16842715,34814877058
Odisha,cuttack,2020,Q2 (Apr - Jun),3964715,6130914551
Odisha,ganjam,2020,Q2 (Apr - Jun),2890005,5465974236
Odisha,jajapur,2020,Q2 (Apr - Jun),2289121,3594755068
Odisha,baleshwar,2020,Q2 (Apr - Jun),2140956,3546636201
Odisha,puri,2020,Q2 (Apr - Jun),1909766,2861457530
Odisha,sundargarh,2020,Q2 (Apr - Jun),1703737,2767383294
Odisha,kendujhar,2020,Q2 (Apr - Jun),1613148,2773560564
Odisha,bhadrak,2020,Q2 (Apr - Jun),1596539,2600823926
Odisha,anugul,2020,Q2 (Apr - Jun),1343647,2479132333
Puducherry,puducherry,2020,Q2 (Apr - Jun),868930,1652466844
Puducherry,yanam,2020,Q2 (Apr - Jun),78024,142084095
Puducherry,karaikal,2020,Q2 (Apr - Jun),64779,128626212
Puducherry,mahe,2020,Q2 (Apr - Jun),21650,36853827
Punjab,ludhiana,2020,Q2 (Apr - Jun),3918678,9202417232
Punjab,sas nagar,2020,Q2 (Apr - Jun),1839791,3374122041
Punjab,jalandhar,2020,Q2 (Apr - Jun),1023443,2169814875
Punjab,amritsar,2020,Q2 (Apr - Jun),968730,2109955827
Punjab,patiala,2020,Q2 (Apr - Jun),922228,1936659811
Punjab,bathinda,2020,Q2 (Apr - Jun),627821,1418732928
Punjab,fazilka,2020,Q2 (Apr - Jun),593260,1345296833
Punjab,sangrur,2020,Q2 (Apr - Jun),497181,1065127674
Punjab,hoshiarpur,2020,Q2 (Apr - Jun),430930,740901804
Punjab,pathankot,2020,Q2 (Apr - Jun),394701,828442435
Rajasthan,jaipur,2020,Q2 (Apr - Jun),43871862,88270816977
Rajasthan,alwar,2020,Q2 (Apr - Jun),5981709,10239649719
Rajasthan,jodhpur,2020,Q2 (Apr - Jun),3972317,7649652331
Rajasthan,sikar,2020,Q2 (Apr - Jun),3448263,6813435569
Rajasthan,bhilwara,2020,Q2 (Apr - Jun),3144077,5583955261
Rajasthan,dausa,2020,Q2 (Apr - Jun),2849821,4537835885
Rajasthan,kota,2020,Q2 (Apr - Jun),2674020,4271159445
Rajasthan,ajmer,2020,Q2 (Apr - Jun),2539677,4723275736
Rajasthan,nagaur,2020,Q2 (Apr - Jun),2506689,4856436699
Rajasthan,udaipur,2020,Q2 (Apr - Jun),2293910,3491313530
Sikkim,east,2020,Q2 (Apr - Jun),304581,653853477
Sikkim,south,2020,Q2 (Apr - Jun),95669,152837659
Sikkim,west,2020,Q2 (Apr - Jun),69860,121265798
Sikkim,north,2020,Q2 (Apr - Jun),47621,126661852
Tamil Nadu,chennai,2020,Q2 (Apr - Jun),12611208,29147317644
Tamil Nadu,coimbatore,2020,Q2 (Apr - Jun),4598586,9331489602
Tamil Nadu,chengalpattu,2020,Q2 (Apr - Jun),3911793,5672393784
Tamil Nadu,thiruvallur,2020,Q2 (Apr - Jun),3872452,6511946063
Tamil Nadu,kancheepuram,2020,Q2 (Apr - Jun),2203060,3393883768
Tamil Nadu,salem,2020,Q2 (Apr - Jun),1996687,3860454261
Tamil Nadu,krishnagiri,2020,Q2 (Apr - Jun),1815882,2926042853
Tamil Nadu,tiruppur,2020,Q2 (Apr - Jun),1672101,2911511483
Tamil Nadu,madurai,2020,Q2 (Apr - Jun),1479517,2674909377
Tamil Nadu,tiruchirappalli,2020,Q2 (Apr - Jun),1239752,2259353198
Telangana,hyderabad,2020,Q2 (Apr - Jun),56374644,130820061488
Telangana,rangareddy,2020,Q2 (Apr - Jun),18068048,31273545586
Telangana,medchal malkajgiri,2020,Q2 (Apr - Jun),17860704,29732057894
Telangana,warangal urban,2020,Q2 (Apr - Jun),6239185,13617334891
Telangana,sangareddy,2020,Q2 (Apr - Jun),4807036,8780427655
Telangana,nalgonda,2020,Q2 (Apr - Jun),3786127,8540610042
Telangana,khammam,2020,Q2 (Apr - Jun),3329665,7845967966
Telangana,karimnagar,2020,Q2 (Apr - Jun),3030914,6621194087
Telangana,nizamabad,2020,Q2 (Apr - Jun),2750473,6638415628
Telangana,siddipet,2020,Q2 (Apr - Jun),2417054,5240899389
Tripura,west tripura,2020,Q2 (Apr - Jun),422021,779679849
Tripura,south tripura,2020,Q2 (Apr - Jun),120386,209028177
Tripura,sepahijala,2020,Q2 (Apr - Jun),113723,189445992
Tripura,north tripura,2020,Q2 (Apr - Jun),101129,142793248
Tripura,gomati,2020,Q2 (Apr - Jun),94532,143272330
Tripura,dhalai,2020,Q2 (Apr - Jun),91473,139760407
Tripura,khowai,2020,Q2 (Apr - Jun),57871,87108349
Tripura,unakoti,2020,Q2 (Apr - Jun),51385,78087527
Uttar Pradesh,lucknow,2020,Q2 (Apr - Jun),12430842,30895556075
Uttar Pradesh,gautam buddha nagar,2020,Q2 (Apr - Jun),10896512,12933946780
Uttar Pradesh,ghaziabad,2020,Q2 (Apr - Jun),7640595,11178742327
Uttar Pradesh,kanpur nagar,2020,Q2 (Apr - Jun),3495087,6575767545
Uttar Pradesh,meerut,2020,Q2 (Apr - Jun),2994911,6172148246
Uttar Pradesh,prayagraj,2020,Q2 (Apr - Jun),2935110,5163514764
Uttar Pradesh,agra,2020,Q2 (Apr - Jun),2837641,5153788501
Uttar Pradesh,varanasi,2020,Q2 (Apr - Jun),2569684,4411716947
Uttar Pradesh,gorakhpur,2020,Q2 (Apr - Jun),2231738,4183285969
Uttar Pradesh,aligarh,2020,Q2 (Apr - Jun),1873486,3333199475
Uttarakhand,dehradun,2020,Q2 (Apr - Jun),3619286,7204561616
Uttarakhand,haridwar,2020,Q2 (Apr - Jun),1633204,2717831193
Uttarakhand,udham singh nagar,2020,Q2 (Apr - Jun),1430868,2605047531
Uttarakhand,nainital,2020,Q2 (Apr - Jun),661723,1075299747
Uttarakhand,pauri garhwal,2020,Q2 (Apr - Jun),337679,488475349
Uttarakhand,tehri garhwal,2020,Q2 (Apr - Jun),274627,410098391
Uttarakhand,almora,2020,Q2 (Apr - Jun),256356,333359506
Uttarakhand,pithoragarh,2020,Q2 (Apr - Jun),193141,309868814
Uttarakhand,chamoli,2020,Q2 (Apr - Jun),180349,274419553
Uttarakhand,uttarkashi,2020,Q2 (Apr - Jun),143866,241132342
West Bengal,kolkata,2020,Q2 (Apr - Jun),12981198,28320831275
West Bengal,north twenty four parganas,2020,Q2 (Apr - Jun),7957303,11928129304
West Bengal,south twenty four parganas,2020,Q2 (Apr - Jun),3450717,5442972838
West Bengal,hooghly,2020,Q2 (Apr - Jun),3388361,4695101065
West Bengal,purba medinipur,2020,Q2 (Apr - Jun),2954606,5035068653
West Bengal,murshidabad,2020,Q2 (Apr - Jun),2954461,5450083954
West Bengal,howrah,2020,Q2 (Apr - Jun),2820336,4464236054
West Bengal,nadia,2020,Q2 (Apr - Jun),2630360,4208804458
West Bengal,paschim medinipur,2020,Q2 (Apr - Jun),2623659,4138122881
West Bengal,paschim bardhaman,2020,Q2 (Apr - Jun),2283471,3594187323
Andaman & Nicobar,south andaman,2020,Q3 (Jul - Sep),95323,282366109
Andaman & Nicobar,north and middle andaman,2020,Q3 (Jul - Sep),16747,33486883
Andaman & Nicobar,nicobars,2020,Q3 (Jul - Sep),5413,22166453
Andhra Pradesh,visakhapatnam,2020,Q3 (Jul - Sep),34421299,67628440368
Andhra Pradesh,chittoor,2020,Q3 (Jul - Sep),20501863,42811566246
Andhra Pradesh,krishna,2020,Q3 (Jul - Sep),19110457,44788458672
Andhra Pradesh,east godavari,2020,Q3 (Jul - Sep),17972431,39300043804
Andhra Pradesh,guntur,2020,Q3 (Jul - Sep),17601395,42531195809
Andhra Pradesh,spsr nellore,2020,Q3 (Jul - Sep),16468209,39128324534
Andhra Pradesh,anantapur,2020,Q3 (Jul - Sep),14447683,34102037972
Andhra Pradesh,kurnool,2020,Q3 (Jul - Sep),13243292,32529351107
Andhra Pradesh,prakasam,2020,Q3 (Jul - Sep),12266310,31221704852
Andhra Pradesh,ysr,2020,Q3 (Jul - Sep),11934653,32037007334
Arunachal Pradesh,papum pare,2020,Q3 (Jul - Sep),298350,859373863
Arunachal Pradesh,west kameng,2020,Q3 (Jul - Sep),111029,332812237
Arunachal Pradesh,changlang,2020,Q3 (Jul - Sep),73842,159158438
Arunachal Pradesh,east siang,2020,Q3 (Jul - Sep),69710,176323789
Arunachal Pradesh,lohit,2020,Q3 (Jul - Sep),65889,156523653
Arunachal Pradesh,tawang,2020,Q3 (Jul - Sep),56016,182137862
Arunachal Pradesh,namsai,2020,Q3 (Jul - Sep),37019,76484566
Arunachal Pradesh,west siang,2020,Q3 (Jul - Sep),34295,92449732
Arunachal Pradesh,tirap,2020,Q3 (Jul - Sep),30046,81539831
Arunachal Pradesh,lower dibang valley,2020,Q3 (Jul - Sep),27655,63469161
Assam,kamrup metropolitan,2020,Q3 (Jul - Sep),4268591,13346088870
Assam,barpeta,2020,Q3 (Jul - Sep),553783,1306355860
Assam,sonitpur,2020,Q3 (Jul - Sep),540972,1164586118
Assam,nagaon,2020,Q3 (Jul - Sep),535675,1153926434
Assam,dibrugarh,2020,Q3 (Jul - Sep),526945,1106487215
Assam,cachar,2020,Q3 (Jul - Sep),487493,920279966
Assam,kamrup,2020,Q3 (Jul - Sep),445726,878646586
Assam,tinsukia,2020,Q3 (Jul - Sep),442335,839411510
Assam,jorhat,2020,Q3 (Jul - Sep),315288,542788284
Assam,golaghat,2020,Q3 (Jul - Sep),278714,484885427
Bihar,patna,2020,Q3 (Jul - Sep),20716631,53687192629
Bihar,muzaffarpur,2020,Q3 (Jul - Sep),3476178,8200376318
Bihar,purbi champaran,2020,Q3 (Jul - Sep),3014805,7082795603
Bihar,gaya,2020,Q3 (Jul - Sep),2533169,5418904171
Bihar,madhubani,2020,Q3 (Jul - Sep),2378853,5502534112
Bihar,darbhanga,2020,Q3 (Jul - Sep),2323627,5614591300
Bihar,bhagalpur,2020,Q3 (Jul - Sep),2291210,5919155397
Bihar,pashchim champaran,2020,Q3 (Jul - Sep),2269399,5255815898
Bihar,saran,2020,Q3 (Jul - Sep),2089459,4722794813
Bihar,vaishali,2020,Q3 (Jul - Sep),2036376,4585312142
Chandigarh,chandigarh,2020,Q3 (Jul - Sep),2158086,5089809353
Chhattisgarh,raipur,2020,Q3 (Jul - Sep),6042530,10684762115
Chhattisgarh,durg,2020,Q3 (Jul - Sep),3050549,4422630206
Chhattisgarh,bilaspur,2020,Q3 (Jul - Sep),1745292,2896159000
Chhattisgarh,janjgir champa,2020,Q3 (Jul - Sep),1514440,2490630273
Chhattisgarh,raigarh,2020,Q3 (Jul - Sep),1433072,2458680204
Chhattisgarh,korba,2020,Q3 (Jul - Sep),1244497,2009501714
Chhattisgarh,rajnandgaon,2020,Q3 (Jul - Sep),877383,1486830890
Chhattisgarh,baloda bazar,2020,Q3 (Jul - Sep),771002,1235479975
Chhattisgarh,mahasamund,2020,Q3 (Jul - Sep),711477,1292683804
Chhattisgarh,surguja,2020,Q3 (Jul - Sep),707337,1327658513
Dadra and Nagar Haveli and Daman and Diu,dadra and nagar haveli,2020,Q3 (Jul - Sep),735433,1113115462
Dadra and Nagar Haveli and Daman and Diu,daman,2020,Q3 (Jul - Sep),376291,584809492
Dadra and Nagar Haveli and Daman and Diu,diu,2020,Q3 (Jul - Sep),26588,51864159
Delhi,central delhi,2020,Q3 (Jul - Sep),32203761,61527717933
Delhi,new delhi,2020,Q3 (Jul - Sep),17268250,34516772051
Delhi,west,2020,Q3 (Jul - Sep),8231034,14963814238
Delhi,south east delhi,2020,Q3 (Jul - Sep),7402382,11175362187
Delhi,north west,2020,Q3 (Jul - Sep),5785656,10454717366
Delhi,south west,2020,Q3 (Jul - Sep),5547370,8927576871
Delhi,east,2020,Q3 (Jul - Sep),5054670,7198767026
Delhi,north,2020,Q3 (Jul - Sep),4691610,8507808245
Delhi,south,2020,Q3 (Jul - Sep),4564631,6503381595
Delhi,north east,2020,Q3 (Jul - Sep),2910048,5488227059
Goa,north goa,2020,Q3 (Jul - Sep),1165122,2087621922
Goa,south goa,2020,Q3 (Jul - Sep),750409,1280721658
Gujarat,ahmadabad,2020,Q3 (Jul - Sep),21769867,43364229618
Gujarat,surat,2020,Q3 (Jul - Sep),7272097,14667802723
Gujarat,vadodara,2020,Q3 (Jul - Sep),4247473,7377577452
Gujarat,gandhinagar,2020,Q3 (Jul - Sep),2828558,4509986129
Gujarat,bharuch,2020,Q3 (Jul - Sep),2145954,3492190237
Gujarat,banas kantha,2020,Q3 (Jul - Sep),2102221,4347810483
Gujarat,mahesana,2020,Q3 (Jul - Sep),1898909,3469191791
Gujarat,kachchh,2020,Q3 (Jul - Sep),1762816,3715321888
Gujarat,valsad,2020,Q3 (Jul - Sep),1743270,2801506603
Gujarat,rajkot,2020,Q3 (Jul - Sep),1490309,2995153084
Haryana,gurugram,2020,Q3 (Jul - Sep),18098421,23437360421
Haryana,faridabad,2020,Q3 (Jul - Sep),8700173,13490214442
Haryana,rewari,2020,Q3 (Jul - Sep),3041169,5346067429
Haryana,sonipat,2020,Q3 (Jul - Sep),2922945,7024743099
Haryana,palwal,2020,Q3 (Jul - Sep),2672871,4869775358
Haryana,panipat,2020,Q3 (Jul - Sep),2334545,5809998640
Haryana,hisar,2020,Q3 (Jul - Sep),2209518,5761605477
Haryana,mewat,2020,Q3 (Jul - Sep),2107221,5099537212
Haryana,karnal,2020,Q3 (Jul - Sep),1955755,4578348863
Haryana,rohtak,2020,Q3 (Jul - Sep),1740356,4643691557
Himachal Pradesh,shimla,2020,Q3 (Jul - Sep),1285819,3273522193
Himachal Pradesh,solan,2020,Q3 (Jul - Sep),1025251,1684944862
Himachal Pradesh,kangra,2020,Q3 (Jul - Sep),874419,1454881898
Himachal Pradesh,mandi,2020,Q3 (Jul - Sep),510105,917547335
Himachal Pradesh,una,2020,Q3 (Jul - Sep),351065,649892231
Himachal Pradesh,hamirpur,2020,Q3 (Jul - Sep),330684,570857451
Himachal Pradesh,sirmaur,2020,Q3 (Jul - Sep),327646,558556837
Himachal Pradesh,kullu,2020,Q3 (Jul - Sep),256926,493361636
Himachal Pradesh,chamba,2020,Q3 (Jul - Sep),219469,362005461
Himachal Pradesh,bilaspur,2020,Q3 (Jul - Sep),202526,342802524
Jammu & Kashmir,jammu,2020,Q3 (Jul - Sep),1266667,4876922229
Jammu & Kashmir,srinagar,2020,Q3 (Jul - Sep),461915,1879035426
Jammu & Kashmir,baramulla,2020,Q3 (Jul - Sep),183583,580425624
Jammu & Kashmir,kupwara,2020,Q3 (Jul - Sep),157369,516694658
Jammu & Kashmir,udhampur,2020,Q3 (Jul - Sep),154296,445180791
Jammu & Kashmir,budgam,2020,Q3 (Jul - Sep),148225,477023512
Jammu & Kashmir,anantnag,2020,Q3 (Jul - Sep),128022,403569858
Jammu & Kashmir,kathua,2020,Q3 (Jul - Sep),126283,311678208
Jammu & Kashmir,rajouri,2020,Q3 (Jul - Sep),125973,413621357
Jammu & Kashmir,pulwama,2020,Q3 (Jul - Sep),114833,372238070
Jharkhand,ranchi,2020,Q3 (Jul - Sep),6079407,12343755027
Jharkhand,bokaro,2020,Q3 (Jul - Sep),2914909,3873518361
Jharkhand,dhanbad,2020,Q3 (Jul - Sep),2897219,4328813599
Jharkhand,east singhbhum,2020,Q3 (Jul - Sep),2722454,4116728544
Jharkhand,hazaribagh,2020,Q3 (Jul - Sep),2043474,3943736117
Jharkhand,giridih,2020,Q3 (Jul - Sep),1577805,3133920203
Jharkhand,ramgarh,2020,Q3 (Jul - Sep),1222166,1969854247
Jharkhand,palamu,2020,Q3 (Jul - Sep),1186565,3029928179
Jharkhand,saraikela kharsawan,2020,Q3 (Jul - Sep),813102,1185068471
Jharkhand,deoghar,2020,Q3 (Jul - Sep),696852,1245632763
Karnataka,bengaluru urban,2020,Q3 (Jul - Sep),188947684,261095181780
Karnataka,mysuru,2020,Q3 (Jul - Sep),9675261,17597207367
Karnataka,bengaluru rural,2020,Q3 (Jul - Sep),7596076,11770793408
Karnataka,belagavi,2020,Q3 (Jul - Sep),7078363,12764674160
Karnataka,dharwad,2020,Q3 (Jul - Sep),6653211,10834407900
Karnataka,ballari,2020,Q3 (Jul - Sep),6483038,12217179442
Karnataka,tumakuru,2020,Q3 (Jul - Sep),6090300,11453537750
Karnataka,dakshina kannada,2020,Q3 (Jul - Sep),5509516,10219448161
Karnataka,kolar,2020,Q3 (Jul - Sep),5319243,10255312905
Karnataka,davanagere,2020,Q3 (Jul - Sep),5205295,10283937898
Kerala,ernakulam,2020,Q3 (Jul - Sep),5931363,11683184896
Kerala,kozhikode,2020,Q3 (Jul - Sep),2170142,3948266707
Kerala,thiruvananthapuram,2020,Q3 (Jul - Sep),2081035,3493171877
Kerala,malappuram,2020,Q3 (Jul - Sep),1898768,3664780939
Kerala,thrissur,2020,Q3 (Jul - Sep),1849073,3785405397
Kerala,kollam,2020,Q3 (Jul - Sep),1338722,2289595646
Kerala,kannur,2020,Q3 (Jul - Sep),1278504,2162452906
Kerala,palakkad,2020,Q3 (Jul - Sep),1116331,2004283358
Kerala,alappuzha,2020,Q3 (Jul - Sep),1034921,1556781058
Kerala,kottayam,2020,Q3 (Jul - Sep),1001447,1888052939
Ladakh,leh ladakh,2020,Q3 (Jul - Sep),174514,652346606
Ladakh,kargil,2020,Q3 (Jul - Sep),53708,183140893
Lakshadweep,lakshadweep,2020,Q3 (Jul - Sep),8589,21306833
Madhya Pradesh,bhopal,2020,Q3 (Jul - Sep),29560361,57525605025
Madhya Pradesh,indore,2020,Q3 (Jul - Sep),17544816,31851463020
Madhya Pradesh,gwalior,2020,Q3 (Jul - Sep),3978884,7817520356
Madhya Pradesh,jabalpur,2020,Q3 (Jul - Sep),3568035,6733555697
Madhya Pradesh,ujjain,2020,Q3 (Jul - Sep),2921971,5297389626
Madhya Pradesh,dhar,2020,Q3 (Jul - Sep),2527639,4260243322
Madhya Pradesh,sehore,2020,Q3 (Jul - Sep),2512141,4197137117
Madhya Pradesh,dewas,2020,Q3 (Jul - Sep),2498225,4394184455
Madhya Pradesh,chhindwara,2020,Q3 (Jul - Sep),2113701,3726188140
Madhya Pradesh,rewa,2020,Q3 (Jul - Sep),2086383,3959365505
Maharashtra,pune,2020,Q3 (Jul - Sep),101472134,154366363808
Maharashtra,mumbai suburban,2020,Q3 (Jul - Sep),20687558,38421032377
Maharashtra,nashik,2020,Q3 (Jul - Sep),17587671,26675908700
Maharashtra,thane,2020,Q3 (Jul - Sep),16568232,26708998225
Maharashtra,aurangabad,2020,Q3 (Jul - Sep),12231686,19033463159
Maharashtra,nagpur,2020,Q3 (Jul - Sep),11746960,18854510864
Maharashtra,ahmednagar,2020,Q3 (Jul - Sep),8883332,16593214276
Maharashtra,solapur,2020,Q3 (Jul - Sep),8375851,16121372736
Maharashtra,raigad,2020,Q3 (Jul - Sep),5427408,8380993717
